Window_Idx,Window_Start_Date,Strategy_Name,Stock_A,Stock_B,Execution_Code
2,2021-12-31,Advance: Copula,AES,MMM,W02_ADV
2,2021-12-31,Advance: Copula,AEE,BKNG,W02_ADV
2,2021-12-31,Advance: Copula,BA,BAX,W02_ADV
2,2021-12-31,Advance: Copula,AMZN,CAH,W02_ADV
2,2021-12-31,Advance: Copula,AMZN,T,W02_ADV
2,2021-12-31,Advance: Copula,BALL,CPB,W02_ADV
2,2021-12-31,Advance: Copula,ALGN,LNT,W02_ADV
2,2021-12-31,Advance: Copula,AMZN,MMM,W02_ADV
2,2021-12-31,Advance: Copula,ACGL,AMZN,W02_ADV
2,2021-12-31,Advance: Copula,ADSK,ATO,W02_ADV
2,2021-12-31,ML: RandomForest,BDX,BKNG,W02_ML:
2,2021-12-31,ML: RandomForest,ADSK,CPB,W02_ML:
2,2021-12-31,ML: RandomForest,AES,AKAM,W02_ML:
2,2021-12-31,ML: RandomForest,APTV,AWK,W02_ML:
2,2021-12-31,ML: RandomForest,BDX,XYZ,W02_ML:
2,2021-12-31,ML: RandomForest,ABT,T,W02_ML:
2,2021-12-31,ML: RandomForest,AES,CPB,W02_ML:
2,2021-12-31,ML: RandomForest,ADI,T,W02_ML:
2,2021-12-31,ML: RandomForest,BDX,BKR,W02_ML:
2,2021-12-31,ML: RandomForest,BBY,BDX,W02_ML:
2,2021-12-31,ML: RandomForest,BDX,CCL,W02_ML:
2,2021-12-31,ML: RandomForest,ABNB,BMY,W02_ML:
2,2021-12-31,ML: RandomForest,ADI,CPB,W02_ML:
2,2021-12-31,ML: RandomForest,ABNB,ALL,W02_ML:
2,2021-12-31,ML: RandomForest,CAT,CPB,W02_ML:
2,2021-12-31,ML: RandomForest,BDX,CVNA,W02_ML:
2,2021-12-31,ML: RandomForest,AXON,CAT,W02_ML:
2,2021-12-31,ML: RandomForest,BDX,BK,W02_ML:
2,2021-12-31,ML: RandomForest,APTV,CPB,W02_ML:
2,2021-12-31,ML: RandomForest,AMD,T,W02_ML:
2,2021-12-31,ML: MLP,ADSK,CPB,W02_ML:
2,2021-12-31,ML: MLP,AES,CPB,W02_ML:
2,2021-12-31,ML: MLP,ABNB,AEP,W02_ML:
2,2021-12-31,ML: MLP,ABNB,LNT,W02_ML:
2,2021-12-31,ML: MLP,BDX,CCL,W02_ML:
2,2021-12-31,ML: MLP,ADI,CPB,W02_ML:
2,2021-12-31,ML: MLP,ALGN,CPB,W02_ML:
2,2021-12-31,ML: MLP,APTV,CPB,W02_ML:
2,2021-12-31,ML: MLP,AMD,T,W02_ML:
2,2021-12-31,ML: MLP,AMT,COF,W02_ML:
2,2021-12-31,ML: MLP,AXON,CPB,W02_ML:
2,2021-12-31,ML: MLP,AMAT,LNT,W02_ML:
2,2021-12-31,ML: MLP,AEE,AMAT,W02_ML:
2,2021-12-31,ML: MLP,ALB,CPB,W02_ML:
2,2021-12-31,ML: MLP,AMAT,ATO,W02_ML:
2,2021-12-31,ML: MLP,CPB,GOOG,W02_ML:
3,2022-07-05,Basic: Distance,AKAM,CAT,W03_BAS
3,2022-07-05,Basic: Distance,AEP,CHRW,W03_BAS
3,2022-07-05,Basic: Distance,CHRW,LNT,W03_BAS
3,2022-07-05,Basic: Distance,AEE,CHRW,W03_BAS
3,2022-07-05,Basic: Distance,CAT,CPB,W03_BAS
3,2022-07-05,Basic: Distance,BAX,BKNG,W03_BAS
3,2022-07-05,Basic: Distance,CHRW,CNC,W03_BAS
3,2022-07-05,Basic: Distance,BDX,CHRW,W03_BAS
3,2022-07-05,Basic: Distance,AFL,CHRW,W03_BAS
