視窗代碼,交易起始日,交易結束日,分配資金(USD),視窗總損益(USD),視窗報酬率(%),年化報酬率(CAGR %),夏普率(Sharpe),涵蓋產業,入選配對數量,配對清單 (含產業)
W288,2023-11-24,2024-05-24,1000.0,-26.41,-2.64,-5.23,-1.405,"Real Estate, Utilities",5,"CNP-LNT [Utilities], CMS-FE [Utilities], DTE-LNT [Utilities], PPL-SRE [Utilities], PSA-VICI [Real Estate]"
W289,2023-12-22,2024-06-25,1000.0,-12.03,-1.2,-2.35,-0.316,"Utilities, Industrials, Information Technology",5,"CNP-LNT [Utilities], CMS-FE [Utilities], PAYX-UNP [Industrials], ADP-EMR [Industrials], MCHP-TEL [Information Technology]"
W290,2024-01-24,2024-07-24,1000.0,-44.71,-4.47,-8.77,-2.11,"Financials, Utilities, Industrials",5,"CNP-LNT [Utilities], MCO-SPGI [Financials], PPL-SRE [Utilities], CMS-FE [Utilities], AME-EXPD [Industrials]"
W291,2024-02-22,2024-08-21,1000.0,28.77,2.88,5.89,0.829,"Utilities, Industrials",5,"CMS-FE [Utilities], ALLE-NSC [Industrials], LNT-NI [Utilities], PCAR-PH [Industrials], FAST-GWW [Industrials]"
W292,2024-03-21,2024-09-19,1000.0,-8.02,-0.8,-1.6,-0.239,"Financials, Utilities, Industrials, Information Technology",5,"CMS-FE [Utilities], MCO-SPGI [Financials], GLW-TXN [Information Technology], FAST-GWW [Industrials], ES-NEE [Utilities]"
W293,2024-04-19,2024-10-17,1000.0,-0.15,-0.01,-0.03,-0.003,"Financials, Utilities, Information Technology, Energy",5,"CMS-FE [Utilities], CTRA-EOG [Energy], GLW-TXN [Information Technology], MCHP-TEL [Information Technology], MTB-PFG [Financials]"
W294,2024-05-17,2024-11-14,1000.0,-4.55,-0.45,-0.91,-0.207,"Utilities, Industrials",5,"CMS-FE [Utilities], PCG-SRE [Utilities], ATO-DTE [Utilities], ITW-SNA [Industrials], PNW-WEC [Utilities]"
W295,2024-06-17,2024-12-13,1000.0,-55.86,-5.59,-11.06,-2.701,"Utilities, Industrials",5,"CMS-FE [Utilities], PCG-SRE [Utilities], AEP-FE [Utilities], ITW-SNA [Industrials], AEP-CMS [Utilities]"
W296,2024-07-17,2025-01-15,1000.0,-11.47,-1.15,-2.29,-0.443,"Real Estate, Consumer Staples, Utilities, Energy",5,"CMS-FE [Utilities], CTRA-EXE [Energy], CPT-UDR [Real Estate], KMB-MO [Consumer Staples], CPB-KO [Consumer Staples]"
W297,2024-08-14,2025-02-13,1000.0,-41.75,-4.18,-8.15,-1.798,"Financials, Utilities, Industrials, Consumer Staples",5,"CMS-FE [Utilities], CMS-PPL [Utilities], CPB-KO [Consumer Staples], ITW-SNA [Industrials], PNC-TFC [Financials]"
W298,2024-09-12,2025-03-14,1000.0,-60.01,-6.0,-11.61,-4.958,"Utilities, Industrials, Energy",5,"ETR-PPL [Utilities], CMS-FE [Utilities], CTRA-EXE [Energy], ITW-SNA [Industrials], AEP-ETR [Utilities]"
W299,2024-10-10,2025-04-11,1000.0,-46.19,-4.62,-9.0,-1.352,"Real Estate, Utilities, Industrials",5,"ITW-SNA [Industrials], EIX-PPL [Utilities], CMS-ETR [Utilities], CAT-HUBB [Industrials], AVB-CPT [Real Estate]"
W300,2024-11-07,2025-05-12,1000.0,46.09,4.61,9.25,1.088,"Financials, Real Estate, Utilities, Consumer Staples",5,"PNC-RF [Financials], CPT-EQR [Real Estate], DUK-EIX [Utilities], CPB-KO [Consumer Staples], AJG-MRSH [Financials]"
W301,2024-12-06,2025-06-10,1000.0,-46.42,-4.64,-8.91,-1.875,"Financials, Real Estate, Utilities",5,"CPT-EQR [Real Estate], EVRG-PNW [Utilities], KEY-PNC [Financials], DUK-EIX [Utilities], AJG-MRSH [Financials]"
W302,2025-01-07,2025-07-10,1000.0,-54.4,-5.44,-10.5,-2.696,"Financials, Real Estate, Utilities",5,"PNC-RF [Financials], CPT-EQR [Real Estate], DUK-EIX [Utilities], CINF-NDAQ [Financials], CMS-DTE [Utilities]"
W303,2025-02-06,2025-08-07,1000.0,28.38,2.84,5.77,0.929,"Real Estate, Utilities, Financials, Industrials, Energy",5,"CMS-DTE [Utilities], CME-MA [Financials], ADP-PAYX [Industrials], CPT-EQR [Real Estate], PSX-SLB [Energy]"
W304,2025-03-07,2025-09-05,1000.0,92.31,9.23,19.37,1.929,"Real Estate, Industrials, Energy",5,"AVB-UDR [Real Estate], KMI-WMB [Energy], CAT-HUBB [Industrials], AME-ROK [Industrials], PSX-SLB [Energy]"
W305,2025-04-04,2025-10-03,1000.0,11.22,1.12,2.26,0.419,"Real Estate, Industrials, Energy",5,"CPT-ESS [Real Estate], SLB-VLO [Energy], AME-ROK [Industrials], PSX-SLB [Energy], DOC-EQR [Real Estate]"
W306,2025-05-05,2025-10-31,1000.0,-35.73,-3.57,-7.15,-2.224,"Real Estate, Utilities, Energy, Consumer Staples",5,"CPT-ESS [Real Estate], PG-SYY [Consumer Staples], PPL-WEC [Utilities], PSX-SLB [Energy], SLB-VLO [Energy]"
W307,2025-06-03,2025-12-01,1000.0,-24.05,-2.4,-4.79,-1.693,"Financials, Utilities, Consumer Staples",5,"CMS-DUK [Utilities], KEY-PNC [Financials], AEE-NI [Utilities], PG-SYY [Consumer Staples], KEY-RF [Financials]"
W308,2025-07-02,2025-12-30,1000.0,0.69,0.07,0.14,0.044,"Financials, Real Estate, Utilities, Industrials",5,"CPT-ESS [Real Estate], KEY-PNC [Financials], CMS-DUK [Utilities], DTE-DUK [Utilities], VRSK-WM [Industrials]"
