視窗代碼,交易起始日,交易結束日,分配資金(USD),視窗總損益(USD),視窗報酬率(%),年化報酬率(CAGR %),夏普率(Sharpe),涵蓋產業,入選配對數量,配對清單 (含產業)
W00,2001-01-02,2001-07-02,1000.0,-57.2,-5.72,-11.2,-2.546,"Real Estate, Industrials",5,"AVB-BXP [Real Estate], CPT-REG [Real Estate], ARE-CPT [Real Estate], ARE-REG [Real Estate], ITW-UPS [Industrials]"
W01,2001-01-31,2001-07-31,1000.0,-76.95,-7.69,-14.91,-2.323,Real Estate,5,"PLD-REG [Real Estate], ARE-REG [Real Estate], AVB-BXP [Real Estate], ARE-EQR [Real Estate], FRT-IRM [Real Estate]"
W02,2001-03-01,2001-08-28,1000.0,-61.92,-6.19,-12.16,-2.552,"Real Estate, Industrials",5,"AVB-BXP [Real Estate], DOC-REG [Real Estate], ARE-O [Real Estate], CAT-MAS [Industrials], ITW-UPS [Industrials]"
W03,2001-03-29,2001-10-02,1000.0,4.4,0.44,0.86,0.108,"Real Estate, Industrials, Consumer Staples",5,"CPT-REG [Real Estate], DOC-REG [Real Estate], MAS-PCAR [Industrials], ARE-REG [Real Estate], CL-CPB [Consumer Staples]"
W04,2001-04-27,2001-10-30,1000.0,-67.43,-6.74,-12.8,-3.415,"Real Estate, Utilities, Industrials",5,"ARE-EQR [Real Estate], ARE-CPT [Real Estate], ARE-REG [Real Estate], DTE-SO [Utilities], CAT-CMI [Industrials]"
W05,2001-05-25,2001-11-28,1000.0,-70.43,-7.04,-13.29,-2.82,"Financials, Real Estate, Industrials",5,"IEX-UPS [Industrials], ARE-CPT [Real Estate], AIG-BK [Financials], CAT-CMI [Industrials], BK-HIG [Financials]"
W06,2001-06-25,2001-12-27,1000.0,-53.83,-5.38,-10.34,-0.921,"Financials, Real Estate",5,"CPT-REG [Real Estate], O-REG [Real Estate], CB-TRV [Financials], AIG-STT [Financials], BRK-B-WFC [Financials]"
W07,2001-07-24,2002-01-28,1000.0,30.31,3.03,5.97,0.992,"Real Estate, Utilities, Industrials",5,"KIM-PLD [Real Estate], ARE-EQR [Real Estate], CMS-LNT [Utilities], JCI-UPS [Industrials], AMT-SBAC [Real Estate]"
W08,2001-08-21,2002-02-26,1000.0,-58.75,-5.88,-11.04,-2.171,"Health Care, Real Estate, Utilities, Financials, Industrials",5,"ARE-EQR [Real Estate], AIG-STT [Financials], MMM-PH [Industrials], D-NI [Utilities], CAH-WST [Health Care]"
W09,2001-09-25,2002-03-26,1000.0,-51.67,-5.17,-10.09,-2.071,"Financials, Real Estate, Health Care",5,"FRT-MAA [Real Estate], BEN-SPGI [Financials], ARE-EQR [Real Estate], CAH-JNJ [Health Care], ARE-KIM [Real Estate]"
W10,2001-10-23,2002-04-24,1000.0,-31.38,-3.14,-6.16,-1.193,"Real Estate, Health Care, Consumer Staples",5,"FRT-MAA [Real Estate], ARE-KIM [Real Estate], ARE-REG [Real Estate], BAX-CAH [Health Care], PEP-PG [Consumer Staples]"
W11,2001-11-20,2002-05-22,1000.0,108.6,10.86,22.83,2.775,"Financials, Real Estate, Energy, Consumer Staples",5,"CB-TRV [Financials], FRT-KIM [Real Estate], BF-B-KR [Consumer Staples], APA-EOG [Energy], AXP-NTRS [Financials]"
W12,2001-12-19,2002-06-20,1000.0,126.28,12.63,26.77,2.534,"Financials, Real Estate, Consumer Discretionary, Consumer Staples",5,"ARE-REG [Real Estate], ARE-KIM [Real Estate], BF-B-KR [Consumer Staples], BRK-B-CINF [Financials], HD-MGM [Consumer Discretionary]"
W13,2002-01-18,2002-07-19,1000.0,-45.08,-4.51,-8.84,-1.828,"Utilities, Consumer Discretionary, Financials, Industrials, Consumer Staples",5,"MTB-RF [Financials], AEP-DUK [Utilities], CHRW-HUBB [Industrials], HD-MGM [Consumer Discretionary], PEP-PG [Consumer Staples]"
W14,2002-02-19,2002-08-16,1000.0,-15.39,-1.54,-3.13,-0.227,"Financials, Real Estate, Industrials, Consumer Staples",5,"IRM-PLD [Real Estate], CHRW-HUBB [Industrials], IVZ-MS [Financials], LUV-PAYX [Industrials], CLX-PEP [Consumer Staples]"
W15,2002-03-19,2002-09-16,1000.0,-45.49,-4.55,-8.96,-2.568,"Financials, Industrials",5,"DOV-TT [Industrials], ETN-UPS [Industrials], FAST-ITW [Industrials], BK-IVZ [Financials], MS-NTRS [Financials]"
W16,2002-04-17,2002-10-14,1000.0,-62.3,-6.23,-12.23,-2.353,"Real Estate, Industrials",5,"CPT-ESS [Real Estate], AVB-CPT [Real Estate], FRT-WELL [Real Estate], EQR-ESS [Real Estate], LUV-UNP [Industrials]"
W17,2002-05-15,2002-11-11,1000.0,-27.4,-2.74,-5.48,-0.69,"Financials, Real Estate, Industrials",5,"CAT-UPS [Industrials], BK-IVZ [Financials], NSC-PH [Industrials], EQR-ESS [Real Estate], ARE-UDR [Real Estate]"
W18,2002-06-13,2002-12-10,1000.0,112.79,11.28,24.2,1.513,"Real Estate, Industrials",5,"EQR-ESS [Real Estate], ARE-O [Real Estate], FRT-WELL [Real Estate], PLD-SPG [Real Estate], CMI-URI [Industrials]"
W19,2002-07-12,2003-01-09,1000.0,-45.17,-4.52,-8.9,-1.388,"Real Estate, Financials, Utilities",5,"ES-PEG [Utilities], PLD-SPG [Real Estate], ARE-O [Real Estate], HIG-SPGI [Financials], ATO-DTE [Utilities]"
W20,2002-08-09,2003-02-07,1000.0,-68.6,-6.86,-13.28,-3.108,"Financials, Real Estate, Utilities",5,"REG-WELL [Real Estate], FITB-TFC [Financials], AEP-PNW [Utilities], ES-PEG [Utilities], FRT-O [Real Estate]"
W21,2002-09-09,2003-03-10,1000.0,-48.24,-4.82,-9.44,-2.455,"Financials, Real Estate",5,"HBAN-KEY [Financials], HBAN-WFC [Financials], FRT-O [Real Estate], FRT-WELL [Real Estate], MS-NTRS [Financials]"
W22,2002-10-07,2003-04-07,1000.0,-70.45,-7.05,-13.63,-1.692,"Financials, Health Care, Industrials",5,"KEY-MTB [Financials], ETN-NDSN [Industrials], BLK-TFC [Financials], AMGN-LLY [Health Care], GWW-ITW [Industrials]"
W23,2002-11-04,2003-05-06,1000.0,-55.81,-5.58,-10.82,-3.294,"Financials, Real Estate",5,"RF-WFC [Financials], FRT-O [Real Estate], KEY-MTB [Financials], HBAN-WFC [Financials], BAC-PGR [Financials]"
W24,2002-12-03,2003-06-04,1000.0,-41.39,-4.14,-8.09,-2.697,"Financials, Real Estate, Materials",5,"KEY-MTB [Financials], APD-PKG [Materials], BXP-MAA [Real Estate], BAC-MTB [Financials], DOC-REG [Real Estate]"
W25,2003-01-02,2003-07-02,1000.0,-51.03,-5.1,-10.02,-3.48,"Financials, Real Estate, Materials",5,"HBAN-MTB [Financials], BXP-MAA [Real Estate], APD-PKG [Materials], AIG-GS [Financials], AJG-MET [Financials]"
W26,2003-01-31,2003-07-31,1000.0,-23.2,-2.32,-4.62,-1.238,"Real Estate, Financials, Utilities, Industrials",5,"MTB-RF [Financials], EMR-PH [Industrials], GWW-PH [Industrials], DTE-ETR [Utilities], ARE-BXP [Real Estate]"
W27,2003-03-03,2003-08-28,1000.0,-12.41,-1.24,-2.53,-0.717,"Financials, Real Estate, Industrials",5,"MTB-RF [Financials], CPT-EQR [Real Estate], HBAN-MTB [Financials], BXP-MAA [Real Estate], EMR-PH [Industrials]"
W28,2003-03-31,2003-09-26,1000.0,-16.75,-1.67,-3.39,-0.805,"Financials, Real Estate, Industrials",5,"CPT-EQR [Real Estate], MTB-RF [Financials], HBAN-MTB [Financials], EMR-PH [Industrials], GWW-PH [Industrials]"
W29,2003-04-29,2003-10-24,1000.0,-28.9,-2.89,-5.84,-1.721,"Financials, Utilities, Industrials",5,"HBAN-MTB [Financials], MTB-RF [Financials], EXC-NEE [Utilities], GWW-PH [Industrials], GS-MRSH [Financials]"
W30,2003-05-28,2003-11-21,1000.0,-31.6,-3.16,-6.41,-1.426,"Real Estate, Financials, Utilities, Industrials",5,"EXC-NEE [Utilities], CPT-EQR [Real Estate], GWW-HUBB [Industrials], BAC-GL [Financials], PFG-RF [Financials]"
W31,2003-06-25,2003-12-22,1000.0,-15.18,-1.52,-3.06,-0.636,"Real Estate, Utilities, Energy",5,"CPT-EQR [Real Estate], EXC-NEE [Utilities], ARE-CPT [Real Estate], FRT-KIM [Real Estate], COP-XOM [Energy]"
W32,2003-07-24,2004-01-22,1000.0,-14.99,-1.5,-2.98,-0.963,"Financials, Real Estate, Utilities",5,"HBAN-MTB [Financials], CPT-EQR [Real Estate], ESS-UDR [Real Estate], EXC-NEE [Utilities], FRT-KIM [Real Estate]"
W33,2003-08-21,2004-02-20,1000.0,-3.82,-0.38,-0.76,-0.155,"Financials, Real Estate",5,"HBAN-MTB [Financials], ESS-UDR [Real Estate], CINF-RF [Financials], CPT-EQR [Real Estate], O-REG [Real Estate]"
W34,2003-09-19,2004-03-19,1000.0,-25.08,-2.51,-4.97,-1.638,"Financials, Real Estate",5,"FRT-KIM [Real Estate], O-REG [Real Estate], BRK-B-SPGI [Financials], REG-UDR [Real Estate], ESS-UDR [Real Estate]"
W35,2003-10-17,2004-04-19,1000.0,-51.05,-5.1,-9.82,-2.789,"Financials, Health Care, Materials, Energy",5,"HBAN-MTB [Financials], IP-PPG [Materials], BRK-B-SPGI [Financials], COP-OXY [Energy], ABT-DGX [Health Care]"
W36,2003-11-14,2004-05-17,1000.0,14.68,1.47,2.92,0.496,"Financials, Utilities, Materials",5,"KEY-RF [Financials], ATO-NEE [Utilities], BRK-B-SPGI [Financials], HBAN-MTB [Financials], APD-PKG [Materials]"
W37,2003-12-15,2004-06-16,1000.0,-19.11,-1.91,-3.76,-0.804,"Financials, Real Estate, Utilities",5,"HBAN-MTB [Financials], FRT-SPG [Real Estate], BRK-B-MET [Financials], NEE-SO [Utilities], KEY-RF [Financials]"
W38,2004-01-14,2004-07-15,1000.0,14.19,1.42,2.85,0.562,"Financials, Industrials",5,"HBAN-SPGI [Financials], EMR-ITW [Industrials], HBAN-MTB [Financials], BRK-B-HBAN [Financials], BRK-B-SPGI [Financials]"
W39,2004-02-12,2004-08-12,1000.0,51.59,5.16,10.61,1.666,"Real Estate, Financials, Utilities, Materials",5,"D-NEE [Utilities], EQR-ESS [Real Estate], APD-PKG [Materials], ATO-NEE [Utilities], BRK-B-MET [Financials]"
W40,2004-03-12,2004-09-10,1000.0,19.32,1.93,3.91,0.779,"Real Estate, Utilities, Financials, Industrials, Consumer Staples",5,"EQR-ESS [Real Estate], HSY-PEP [Consumer Staples], D-NEE [Utilities], AJG-MET [Financials], CTAS-ITW [Industrials]"
W41,2004-04-12,2004-10-08,1000.0,-36.07,-3.61,-7.22,-2.158,"Real Estate, Financials, Utilities",5,"D-NEE [Utilities], EQR-ESS [Real Estate], ED-NEE [Utilities], D-ED [Utilities], ERIE-PFG [Financials]"
W42,2004-05-10,2004-11-05,1000.0,15.78,1.58,3.24,0.598,"Real Estate, Financials, Utilities, Consumer Staples",5,"ED-NEE [Utilities], CLX-PG [Consumer Staples], EQR-ESS [Real Estate], ERIE-WRB [Financials], BXP-REG [Real Estate]"
W43,2004-06-08,2004-12-06,1000.0,50.2,5.02,10.38,1.893,"Financials, Utilities, Energy, Consumer Staples",5,"NEE-SO [Utilities], CLX-PG [Consumer Staples], C-EG [Financials], HAL-SLB [Energy], EG-PNC [Financials]"
W44,2004-07-08,2005-01-04,1000.0,0.16,0.02,0.03,0.005,"Real Estate, Financials, Utilities, Consumer Staples",5,"NEE-SO [Utilities], KIM-REG [Real Estate], CLX-PG [Consumer Staples], C-EG [Financials], ATO-PPL [Utilities]"
W45,2004-08-05,2005-02-02,1000.0,-51.67,-5.17,-10.15,-2.842,"Financials, Utilities, Materials, Consumer Staples",5,"NEE-SO [Utilities], AEE-NI [Utilities], CLX-PG [Consumer Staples], C-EG [Financials], ALB-APD [Materials]"
W46,2004-09-02,2005-03-03,1000.0,-46.86,-4.69,-9.18,-1.908,"Real Estate, Financials, Utilities",5,"NEE-SO [Utilities], BXP-REG [Real Estate], ETR-SO [Utilities], BK-NTRS [Financials], FISV-FITB [Financials]"
W47,2004-10-01,2005-04-01,1000.0,-12.9,-1.29,-2.57,-0.604,"Real Estate, Utilities",5,"BXP-KIM [Real Estate], ATO-NI [Utilities], NEE-SO [Utilities], KIM-REG [Real Estate], NI-WEC [Utilities]"
W48,2004-10-29,2005-04-29,1000.0,22.76,2.28,4.62,0.712,"Real Estate, Utilities",5,"ATO-NI [Utilities], BXP-KIM [Real Estate], AEE-NI [Utilities], ED-NI [Utilities], PSA-REG [Real Estate]"
W49,2004-11-29,2005-05-27,1000.0,-38.3,-3.83,-7.66,-1.76,"Real Estate, Utilities, Materials",5,"ATO-NI [Utilities], FRT-REG [Real Estate], NEE-XEL [Utilities], ATO-XEL [Utilities], APD-VMC [Materials]"
W50,2004-12-28,2005-06-27,1000.0,-1.63,-0.16,-0.33,-0.053,"Financials, Real Estate, Materials",5,"FRT-REG [Real Estate], KIM-O [Real Estate], AXP-PFG [Financials], BXP-REG [Real Estate], APD-VMC [Materials]"
W51,2005-01-26,2005-07-26,1000.0,-2.26,-0.23,-0.46,-0.11,"Real Estate, Utilities, Industrials",5,"ETR-PPL [Utilities], BXP-KIM [Real Estate], GE-RTX [Industrials], ATO-XEL [Utilities], AEP-ATO [Utilities]"
W52,2005-02-24,2005-08-23,1000.0,-1.76,-0.18,-0.36,-0.085,"Financials, Utilities, Health Care",5,"ETR-PPL [Utilities], NI-WEC [Utilities], BDX-DGX [Health Care], DUK-ETR [Utilities], ALL-ERIE [Financials]"
W53,2005-03-24,2005-09-21,1000.0,31.72,3.17,6.5,1.513,"Real Estate, Utilities, Health Care",5,"NI-WEC [Utilities], BDX-DGX [Health Care], ATO-WEC [Utilities], KIM-REG [Real Estate], ETR-PPL [Utilities]"
W54,2005-04-22,2005-10-19,1000.0,-51.31,-5.13,-10.13,-1.85,"Financials, Utilities, Industrials, Materials",5,"ATO-WEC [Utilities], APD-VMC [Materials], ATO-NI [Utilities], AXP-GL [Financials], GE-RTX [Industrials]"
W55,2005-05-20,2005-11-16,1000.0,-12.25,-1.23,-2.47,-0.475,"Financials, Utilities, Consumer Staples",5,"ATO-WEC [Utilities], AEP-SO [Utilities], HRL-PEP [Consumer Staples], BAC-ERIE [Financials], PFG-SPGI [Financials]"
W56,2005-06-20,2005-12-15,1000.0,-56.39,-5.64,-11.22,-3.178,"Financials, Real Estate, Consumer Discretionary, Industrials",5,"FRT-SPG [Real Estate], DOC-WELL [Real Estate], BAC-KEY [Financials], CTAS-DOV [Industrials], CCL-NKE [Consumer Discretionary]"
W57,2005-07-19,2006-01-17,1000.0,-21.91,-2.19,-4.35,-0.834,"Financials, Real Estate, Consumer Discretionary, Industrials",5,"ERIE-KEY [Financials], FRT-SPG [Real Estate], CCL-NKE [Consumer Discretionary], MAA-VTR [Real Estate], DE-SWK [Industrials]"
W58,2005-08-16,2006-02-14,1000.0,15.16,1.52,3.06,0.71,"Financials, Real Estate",5,"FRT-SPG [Real Estate], KEY-MTB [Financials], AVB-REG [Real Estate], ERIE-KEY [Financials], MAA-VTR [Real Estate]"
W59,2005-09-14,2006-03-15,1000.0,0.48,0.05,0.1,0.018,"Financials, Real Estate, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], GE-WM [Industrials], MAA-VTR [Real Estate], ERIE-KEY [Financials], FRT-SPG [Real Estate]"
W60,2005-10-12,2006-04-12,1000.0,-39.77,-3.98,-7.82,-1.296,"Financials, Real Estate, Consumer Discretionary, Communication Services",5,"GOOG-GOOGL [Communication Services], CCL-NKE [Consumer Discretionary], EXR-VTR [Real Estate], EQR-MAA [Real Estate], EG-TROW [Financials]"
W61,2005-11-09,2006-05-11,1000.0,-45.18,-4.52,-8.81,-3.194,"Communication Services, Utilities, Financials, Industrials, Materials",5,"GOOG-GOOGL [Communication Services], HBAN-KEY [Financials], PKG-PPG [Materials], GE-WM [Industrials], PCG-WEC [Utilities]"
W62,2005-12-08,2006-06-09,1000.0,-35.77,-3.58,-7.01,-1.651,"Real Estate, Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], ATO-EVRG [Utilities], AVB-MAA [Real Estate], HBAN-KEY [Financials], EG-TROW [Financials]"
W63,2006-01-09,2006-07-10,1000.0,-45.47,-4.55,-8.91,-2.049,"Financials, Real Estate, Communication Services",5,"GOOG-GOOGL [Communication Services], EQR-ESS [Real Estate], AVB-MAA [Real Estate], GL-JPM [Financials], C-GL [Financials]"
W64,2006-02-07,2006-08-07,1000.0,-1.1,-0.11,-0.22,-0.051,"Real Estate, Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], PCG-XEL [Utilities], ETR-PNW [Utilities], ITW-TT [Industrials], ESS-MAA [Real Estate]"
W65,2006-03-08,2006-09-05,1000.0,-25.35,-2.54,-5.05,-0.899,"Communication Services, Real Estate, Utilities, Financials, Industrials",5,"GOOG-GOOGL [Communication Services], AVB-MAA [Real Estate], ITW-TT [Industrials], CNP-NEE [Utilities], BK-SPGI [Financials]"
W66,2006-04-05,2006-10-03,1000.0,-21.4,-2.14,-4.27,-1.087,"Communication Services, Utilities, Financials, Industrials, Consumer Staples",5,"GOOG-GOOGL [Communication Services], ATO-ETR [Utilities], ADP-UPS [Industrials], HRL-PG [Consumer Staples], ACGL-AIZ [Financials]"
W67,2006-05-04,2006-10-31,1000.0,-27.46,-2.75,-5.49,-1.444,"Real Estate, Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], AEE-EVRG [Utilities], ITW-TT [Industrials], AEP-ED [Utilities], EQR-FRT [Real Estate]"
W68,2006-06-02,2006-11-29,1000.0,53.61,5.36,11.17,2.057,"Real Estate, Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], AEE-PNW [Utilities], PNC-STT [Financials], EQR-FRT [Real Estate], PEG-SRE [Utilities]"
W69,2006-06-30,2006-12-28,1000.0,-10.26,-1.03,-2.06,-0.627,"Financials, Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], USB-WFC [Financials], EQR-MAA [Real Estate], MTB-WFC [Financials], DTE-PNW [Utilities]"
W70,2006-07-31,2007-01-30,1000.0,38.04,3.8,7.73,1.675,"Financials, Real Estate, Communication Services",5,"GOOG-GOOGL [Communication Services], GL-WFC [Financials], EQR-MAA [Real Estate], MET-USB [Financials], MTB-WFC [Financials]"
W71,2006-08-28,2007-02-28,1000.0,-35.76,-3.58,-6.97,-1.676,"Consumer Staples, Utilities, Consumer Discretionary, Communication Services",5,"GOOG-GOOGL [Communication Services], SRE-WEC [Utilities], AEP-SO [Utilities], KO-MDLZ [Consumer Staples], HD-LOW [Consumer Discretionary]"
W72,2006-09-26,2007-03-28,1000.0,0.95,0.09,0.19,0.055,"Real Estate, Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], EXC-WEC [Utilities], MAA-PSA [Real Estate], EQR-MAA [Real Estate], L-WFC [Financials]"
W73,2006-10-24,2007-04-26,1000.0,10.23,1.02,2.04,0.402,"Consumer Staples, Financials, Communication Services",5,"GOOG-GOOGL [Communication Services], GIS-KMB [Consumer Staples], FISV-TRV [Financials], ALL-MET [Financials], BAC-L [Financials]"
W74,2006-11-21,2007-05-24,1000.0,3.2,0.32,0.64,0.176,"Financials, Real Estate, Communication Services",5,"GOOG-GOOGL [Communication Services], AVB-ESS [Real Estate], GL-WFC [Financials], ALL-MET [Financials], EQR-MAA [Real Estate]"
W75,2006-12-20,2007-06-22,1000.0,-44.85,-4.48,-8.7,-4.546,"Financials, Real Estate, Communication Services",5,"GOOG-GOOGL [Communication Services], AVB-ESS [Real Estate], GL-WFC [Financials], O-PLD [Real Estate], ALL-MET [Financials]"
W76,2007-01-23,2007-07-23,1000.0,-52.48,-5.25,-10.3,-2.194,"Financials, Communication Services",5,"GOOG-GOOGL [Communication Services], ALL-MET [Financials], FITB-KEY [Financials], FISV-TRV [Financials], KEY-RF [Financials]"
W77,2007-02-21,2007-08-20,1000.0,-34.02,-3.4,-6.78,-1.603,"Health Care, Communication Services, Financials, Industrials, Consumer Staples",5,"GOOG-GOOGL [Communication Services], GIS-KMB [Consumer Staples], DOV-EMR [Industrials], BRK-B-FISV [Financials], CAH-VTRS [Health Care]"
W78,2007-03-21,2007-09-18,1000.0,-44.54,-4.45,-8.78,-2.05,"Financials, Consumer Staples, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], AIG-CB [Financials], BRK-B-FISV [Financials], GIS-KMB [Consumer Staples], AME-ETN [Industrials]"
W79,2007-04-19,2007-10-16,1000.0,-53.91,-5.39,-10.63,-5.062,"Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], D-DUK [Utilities], EG-RF [Financials], BRK-B-TRV [Financials], FISV-TRV [Financials]"
W80,2007-05-17,2007-11-13,1000.0,-42.16,-4.22,-8.36,-2.238,"Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], EVRG-XEL [Utilities], AIG-CB [Financials], AIZ-CB [Financials], EIX-FE [Utilities]"
W81,2007-06-15,2007-12-12,1000.0,20.52,2.05,4.2,0.565,"Consumer Staples, Utilities, Financials, Communication Services",5,"GOOG-GOOGL [Communication Services], EVRG-XEL [Utilities], MKC-PG [Consumer Staples], GIS-KMB [Consumer Staples], GL-NTRS [Financials]"
W82,2007-07-16,2008-01-11,1000.0,-60.89,-6.09,-12.02,-2.731,"Financials, Real Estate, Consumer Staples, Communication Services",5,"GOOG-GOOGL [Communication Services], BXP-REG [Real Estate], AIZ-CB [Financials], DIS-OMC [Communication Services], MKC-PG [Consumer Staples]"
W83,2007-08-13,2008-02-11,1000.0,19.43,1.94,3.94,0.648,"Health Care, Communication Services, Utilities, Information Technology, Energy",5,"GOOG-GOOGL [Communication Services], EVRG-XEL [Utilities], CVX-XOM [Energy], ELV-EW [Health Care], HPQ-IBM [Information Technology]"
W84,2007-09-11,2008-03-11,1000.0,-104.43,-10.44,-19.84,-2.127,"Financials, Utilities, Health Care, Communication Services",5,"GOOG-GOOGL [Communication Services], CMS-SRE [Utilities], RF-TFC [Financials], ELV-EW [Health Care], AJG-BRK-B [Financials]"
W85,2007-10-09,2008-04-09,1000.0,-34.03,-3.4,-6.67,-1.871,"Health Care, Communication Services, Real Estate, Utilities, Industrials",5,"GOOG-GOOGL [Communication Services], CMS-SRE [Utilities], CPT-EQR [Real Estate], CAH-COR [Health Care], RSG-RTX [Industrials]"
W86,2007-11-06,2008-05-07,1000.0,-21.83,-2.18,-4.31,-0.939,"Financials, Utilities, Health Care, Communication Services",5,"GOOG-GOOGL [Communication Services], CMS-CNP [Utilities], GL-TRV [Financials], AXP-CB [Financials], CAH-COR [Health Care]"
W87,2007-12-05,2008-06-05,1000.0,-29.3,-2.93,-5.76,-1.045,"Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], EVRG-WEC [Utilities], DUK-ED [Utilities], ACGL-EG [Financials], PNC-TRV [Financials]"
W88,2008-01-04,2008-07-03,1000.0,-52.97,-5.3,-10.39,-2.367,"Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], ACGL-EG [Financials], AJG-WFC [Financials], CMS-CNP [Utilities], USB-WRB [Financials]"
W89,2008-02-04,2008-08-01,1000.0,-43.97,-4.4,-8.76,-2.312,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], DUK-WEC [Utilities], CMS-CNP [Utilities], EVRG-XEL [Utilities], GE-ITW [Industrials]"
W90,2008-03-04,2008-08-29,1000.0,-50.64,-5.06,-10.11,-2.709,"Financials, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], EVRG-XEL [Utilities], ACGL-EG [Financials], CMS-CNP [Utilities], EVRG-LNT [Utilities]"
W91,2008-04-02,2008-09-29,1000.0,3.12,0.31,0.63,0.153,"Utilities, Energy, Communication Services",5,"GOOG-GOOGL [Communication Services], DUK-WEC [Utilities], AEP-EVRG [Utilities], LNT-PNW [Utilities], CVX-XOM [Energy]"
W92,2008-04-30,2008-10-27,1000.0,16.11,1.61,3.29,0.501,"Consumer Staples, Utilities, Health Care, Communication Services",5,"GOOG-GOOGL [Communication Services], PEP-PG [Consumer Staples], ED-EVRG [Utilities], CNP-LNT [Utilities], COR-PFE [Health Care]"
W93,2008-05-29,2008-11-24,1000.0,-12.74,-1.27,-2.58,-0.319,"Consumer Staples, Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], EQR-UDR [Real Estate], CL-KO [Consumer Staples], ED-EVRG [Utilities], AEP-EVRG [Utilities]"
W94,2008-06-26,2008-12-23,1000.0,-49.09,-4.91,-9.7,-1.677,"Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], DUK-XEL [Utilities], AEP-EVRG [Utilities], D-PPL [Utilities], EVRG-LNT [Utilities]"
W95,2008-07-25,2009-01-23,1000.0,-52.53,-5.25,-10.26,-1.975,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], D-PPL [Utilities], AEP-EVRG [Utilities], EQR-UDR [Real Estate], AVB-CPT [Real Estate]"
W96,2008-08-22,2009-02-23,1000.0,-61.51,-6.15,-11.77,-1.468,"Real Estate, Utilities, Consumer Discretionary, Communication Services",5,"GOOG-GOOGL [Communication Services], EVRG-LNT [Utilities], HD-LOW [Consumer Discretionary], KIM-REG [Real Estate], SRE-XEL [Utilities]"
W97,2008-09-22,2009-03-23,1000.0,-81.2,-8.12,-15.62,-2.595,"Communication Services, Real Estate, Utilities, Consumer Discretionary, Industrials",5,"GOOG-GOOGL [Communication Services], SRE-XEL [Utilities], AMT-CCI [Real Estate], FDX-SWK [Industrials], CCL-ORLY [Consumer Discretionary]"
W98,2008-10-20,2009-04-21,1000.0,-73.64,-7.36,-14.15,-2.546,"Real Estate, Utilities, Communication Services",5,"GOOG-GOOGL [Communication Services], DUK-XEL [Utilities], WEC-XEL [Utilities], EVRG-LNT [Utilities], AVB-CPT [Real Estate]"
W99,2008-11-17,2009-05-19,1000.0,9.11,0.91,1.82,0.222,"Consumer Staples, Utilities, Consumer Discretionary, Communication Services",5,"GOOG-GOOGL [Communication Services], EVRG-XEL [Utilities], DUK-EVRG [Utilities], CL-PEP [Consumer Staples], HD-LOW [Consumer Discretionary]"
W100,2008-12-16,2009-06-17,1000.0,20.83,2.08,4.2,0.85,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], EVRG-XEL [Utilities], D-DTE [Utilities], EFX-ITW [Industrials], WEC-XEL [Utilities]"
W101,2009-01-15,2009-07-16,1000.0,-59.64,-5.96,-11.6,-5.492,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], AEE-AEP [Utilities], EVRG-XEL [Utilities], ITW-SWK [Industrials], DTE-WEC [Utilities]"
W102,2009-02-13,2009-08-13,1000.0,-9.44,-0.94,-1.89,-0.242,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], ATO-XEL [Utilities], EFX-ITW [Industrials], D-DTE [Utilities], EVRG-XEL [Utilities]"
W103,2009-03-16,2009-09-11,1000.0,-21.99,-2.2,-4.43,-0.745,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], ATO-XEL [Utilities], EXC-PPL [Utilities], EFX-ITW [Industrials], HUBB-RTX [Industrials]"
W104,2009-04-14,2009-10-09,1000.0,-36.8,-3.68,-7.4,-1.86,"Utilities, Industrials, Communication Services",5,"GOOG-GOOGL [Communication Services], ITW-SWK [Industrials], EXC-PPL [Utilities], ATO-WEC [Utilities], HUBB-RTX [Industrials]"
