Date,SSD_Basic_current,SSD_OLS_current,Engle_Granger_current,HDBSCAN_Handcrafted_current,HDBSCAN_Autoencoder_current,HDBSCAN_MultiFactor_current,Engle_Granger_full
2001-01-02,9999.3333,9999.6667,10000.0,10000.0,10000.0,10000.0,10000.0
2001-01-03,9999.2557,9999.7585,10000.0,10000.0,10000.0,9999.8333,10000.0
2001-01-04,10003.4046,10008.95,10000.0,10000.0,10000.0,9999.0273,10000.0
2001-01-05,10002.6594,10006.0667,10000.0,10000.0,10000.0,9997.8759,10000.0
2001-01-08,10001.1096,9997.8042,10000.0,10000.0,10000.0,9997.7092,10000.0
2001-01-09,10000.3268,9986.0756,10000.0,10000.0,10000.0,9997.365,10000.0
2001-01-10,10000.6929,9987.0417,9995.6715,10000.0,10000.0,9997.2157,9995.672
2001-01-11,10001.9548,9981.5024,9999.457,10000.0,10000.0,9997.119,9999.4574
2001-01-12,10003.1602,9983.6116,10021.05,10000.0,10000.0,9996.4381,10021.0502
2001-01-16,10008.5017,9991.1915,9998.7689,10000.0,10000.0,10000.2956,9998.7691
2001-01-17,10007.2755,9986.8441,10004.7432,10000.0,10000.0,9999.2651,10004.7446
2001-01-18,10006.0205,9986.3739,10032.0972,10000.0,10000.0,10003.9853,10032.0984
2001-01-19,10007.0361,9988.734,10046.913,10000.0,10000.0,10003.627,10046.9147
2001-01-22,10011.2493,9989.6928,10037.0804,10000.0,10000.0,10004.7939,10037.0815
2001-01-23,10011.8529,9991.064,10036.735,10000.0,10000.0,10004.5435,10036.7365
2001-01-24,10013.814,9986.4627,10043.0997,10000.0,10000.0,10006.548,10043.1008
2001-01-25,10010.7571,9986.2126,10045.6454,10000.0,10000.0,10007.5805,10045.6467
2001-01-26,10009.3426,9987.1405,10047.6887,10000.0,10000.0,10004.8785,10047.6893
2001-01-29,10008.8594,9986.1564,10037.5411,10000.0,10000.0,10006.0731,10037.5419
2001-01-30,10003.0687,9990.0121,10039.7855,10000.0,10000.0,10008.8887,10039.7862
2001-01-31,10003.5927,9985.0386,9987.4588,10000.0,10000.0,10007.1576,9987.4591
2001-02-01,10002.616,9994.078,10022.7316,10000.0,10000.0,10004.615,10022.7324
2001-02-02,10006.5821,9999.9503,10041.6614,10000.0,10000.0,10011.8095,10041.6621
2001-02-05,10007.4737,10006.5853,10019.0837,10000.0,10000.0,10011.5829,10019.084
2001-02-06,10013.3831,10012.787,10008.5419,10000.0,10000.0,10009.7039,10008.5422
2001-02-07,10016.0219,10013.8322,10033.961,9998.6666,10000.0,10011.7536,10033.9819
2001-02-08,10018.2323,10007.2196,10026.6119,9948.9361,10000.0,10015.5113,10026.6345
2001-02-09,10027.0561,10013.5311,10024.4524,9948.2801,10000.0,10019.3944,10024.482
2001-02-12,10025.3769,10020.0832,10054.1116,9963.2013,10000.0,10018.9388,10058.6324
2001-02-13,10030.5429,10014.1326,10040.8177,9959.6599,10000.0,10019.6439,10053.724
2001-02-14,10024.4324,10008.663,9988.5192,9975.0789,10000.0,10018.9031,10006.6701
2001-02-15,10032.2126,10005.8098,9995.6361,9967.6028,10000.0,10016.2304,10024.261
2001-02-16,10031.1937,10003.8373,10003.283,9951.5449,9999.3333,10019.544,10019.8771
2001-02-20,10037.5887,10001.5206,10057.757,9881.4424,9968.0634,9991.4011,10068.592
2001-02-21,10034.7028,9988.4165,10019.167,9952.4262,10084.7258,10018.4315,10033.1736
2001-02-22,10032.5168,9986.7628,10048.4929,9964.8893,10101.1188,10023.8338,10072.6263
2001-02-23,10054.4283,9991.059,10019.5754,9965.3517,10095.8167,10023.3188,10083.8966
2001-02-26,10047.446,9984.0404,9997.7247,9967.0448,10105.1737,10034.6801,10060.2134
2001-02-27,10051.1132,9984.1048,10002.8117,9971.4862,10114.149,10047.8985,10089.4916
2001-02-28,10049.6216,9973.2949,9935.5808,9970.7526,10109.3941,10041.8571,10023.4579
2001-03-01,10045.1266,9973.8574,9937.704,9969.1859,10099.1909,10029.8494,10008.3581
2001-03-02,10047.9627,9969.4854,9972.8671,9984.6236,10120.538,10034.3631,10054.171
2001-03-05,10039.9731,9967.6739,10035.5478,9967.7581,10098.6257,10034.4135,10163.6275
2001-03-06,10044.3163,9973.0312,9996.1323,9978.9313,10113.9139,10034.8294,10018.7343
2001-03-07,10044.6149,9991.2939,10038.9685,9967.6623,10093.1979,10026.8845,10049.3261
2001-03-08,10049.602,9998.0333,10089.1344,9971.4898,10104.9317,10033.8058,10102.5254
2001-03-09,10046.2003,9996.721,10068.5425,9969.2781,10107.5419,10044.2367,10061.2818
2001-03-12,10041.6437,9977.4683,10017.0496,9965.8763,10090.8903,10030.6017,9998.6114
2001-03-13,10041.51,9978.8199,10000.9717,9968.2902,10090.2119,10031.5745,10007.2905
2001-03-14,10031.9907,9983.6472,9982.4898,9965.2309,10074.713,10018.6865,9998.2045
2001-03-15,10044.5862,9992.982,10009.3946,9960.5121,10076.4495,10040.3477,10038.9788
2001-03-16,10039.8282,9990.1438,9994.6354,9978.8708,10085.315,10043.8455,10015.7612
2001-03-19,10037.3368,10012.2747,9972.6287,9973.7507,10084.0399,10044.8578,9989.7928
2001-03-20,10029.8423,10017.7446,9949.8879,9970.7958,10077.8108,10047.7683,9969.6458
2001-03-21,10033.4592,10031.18,9840.7551,9952.8698,10046.581,10029.355,9849.1833
2001-03-22,10032.8756,10028.9928,9882.5838,9955.4984,10046.7005,10009.4392,9888.5406
2001-03-23,10041.3565,10030.2935,9880.1891,9977.053,10065.5519,10020.9982,9922.452
2001-03-26,10034.0028,10039.3627,9925.6352,10004.3315,10097.6557,10025.787,10002.1856
2001-03-27,10035.0812,10059.2328,10037.4931,9998.8707,10103.5325,10038.3386,10133.5088
2001-03-28,10049.8402,10061.0256,10015.3086,9984.0312,10101.4682,10045.0793,10115.6475
2001-03-29,10039.049,10055.6513,9947.6515,9982.4727,10091.2028,10042.7649,10063.1605
2001-03-30,10028.9521,10051.3175,9917.2013,9985.9996,10097.8397,10030.1011,10011.3831
2001-04-02,10045.4094,10052.4993,9941.7377,9998.5042,10090.6489,10023.6776,10003.3155
2001-04-03,10037.4572,10050.0842,9950.8013,9989.4261,10092.7037,10012.0848,10019.2636
2001-04-04,10046.1142,10043.0894,9857.5865,9986.9096,10097.2001,10004.2706,9925.2856
2001-04-05,10049.1093,10036.3699,9926.425,10003.5978,10111.6433,10006.9258,9994.0501
2001-04-06,10040.6354,10038.8257,9838.0093,9997.9205,10091.1602,10008.9166,9886.9612
2001-04-09,10048.0387,10032.1636,9782.2429,9993.2912,10064.7913,10007.1272,9835.677
2001-04-10,10026.3881,10038.2248,9803.6621,9999.8472,10062.4518,10009.1453,9861.6044
2001-04-11,10023.3013,10029.3934,9852.8621,9998.8557,10085.6285,10008.3223,9888.259900000001
2001-04-12,10014.6818,10031.0621,9878.6459,10001.9829,10087.8477,10004.8868,9875.714
2001-04-16,10010.8686,10032.2145,9826.2841,10006.8102,10083.4366,10005.473,9844.9156
2001-04-17,10013.1617,10039.1304,9834.4302,10000.1672,10069.402,10024.0834,9859.5692
2001-04-18,10019.6514,10048.6987,9954.4547,9999.5654,10101.3175,10033.702,9981.1536
2001-04-19,10034.4725,10039.0677,9968.2814,10016.4442,10106.4881,10051.7575,9988.4606
2001-04-20,10022.3332,10039.662,9930.7443,10020.0184,10097.0833,10051.5686,9964.488
2001-04-23,10031.5571,10031.02,9851.1346,10013.6061,10086.8669,10036.7865,9873.8655
2001-04-24,10035.0065,10039.4146,9929.6813,10005.2557,10071.125,10039.4401,9953.1423
2001-04-25,10042.943800000001,10046.0766,10014.1393,9999.6315,10073.4964,10045.1157,10010.5226
2001-04-26,10074.0596,10046.1399,10002.6061,10049.8189,10070.03,10059.7266,9993.4547
2001-04-27,10090.5778,10054.0071,10098.3145,10096.3596,10078.6051,10085.3918,9986.7514
2001-04-30,10080.0918,10072.5913,10020.4523,10126.764,10073.6752,10094.4767,9909.2984
2001-05-01,10096.0651,10075.37,10099.3226,10140.1393,10086.4505,10102.179,9987.6801
2001-05-02,10081.707,10082.2581,10166.5865,10159.4346,10086.9111,10118.5766,10054.7007
2001-05-03,10088.8757,10084.217,10121.0151,10157.0018,10086.8937,10119.3246,10009.2897
2001-05-04,10061.8597,10098.3363,10138.5669,10148.9953,10084.6237,10115.0886,10016.3372
2001-05-07,10077.0315,10098.5226,10142.7041,10147.4122,10083.3517,10113.1357,10010.7977
2001-05-08,10075.5859,10101.7805,10069.2904,10160.9843,10083.5021,10107.0844,9952.7432
2001-05-09,10080.1559,10107.3394,10095.6587,10173.7865,10091.5296,10113.9594,9990.8244
2001-05-10,10095.3173,10103.8048,10106.3624,10162.9432,10087.8011,10113.2691,9983.6543
2001-05-11,10065.1001,10103.7216,10055.9217,10169.5436,10086.2589,10117.0131,9934.4792
2001-05-14,10068.5013,10092.7223,10049.9622,10165.1632,10085.8398,10113.2242,9947.9731
2001-05-15,10070.6547,10082.3977,10007.009900000001,10165.595,10084.3875,10113.1838,9902.7664
2001-05-16,10086.2623,10052.4025,10124.862,10156.6161,10087.914,10107.3204,10015.0345
2001-05-17,10100.1458,10066.1819,10141.9341,10163.6239,10084.7162,10109.4319,9985.4481
2001-05-18,10111.4638,10046.1498,10228.4346,10152.6204,10084.33,10112.3429,10050.0551
2001-05-21,10106.2715,10029.0487,10154.6634,10168.9148,10080.1767,10114.0584,9977.9574
2001-05-22,10099.9714,10015.6914,10064.1208,10166.622,10077.7402,10118.2172,9881.4032
2001-05-23,10094.886700000001,9995.2833,10037.9876,10116.6893,10067.3489,10100.8652,9865.0975
2001-05-24,10078.0736,10019.2032,10017.5295,10149.2345,10088.4856,10111.2534,9851.7066
2001-05-25,10044.7636,10022.8695,9980.9066,10161.1753,10095.7461,10113.6401,9812.6237
2001-05-29,10061.2521,10021.4082,9968.9328,10113.7944,10065.3064,10099.7788,9810.7313
2001-05-30,10068.3789,10023.2594,9934.1544,10116.69,10070.4543,10099.7383,9803.6729
2001-05-31,10047.3001,10036.019,9946.1858,10107.5647,10051.9379,10093.7032,9793.2919
2001-06-01,10050.3074,10038.968,9918.0914,10121.6031,10066.2221,10099.7638,9749.0352
2001-06-04,10052.5643,10052.0643,9920.3442,9987.4145,9987.3411,10032.5347,9772.577
2001-06-05,10034.3822,10061.0775,9968.5996,10085.0145,9991.424,10078.3008,9815.0332
2001-06-06,10023.1051,10060.8384,9958.7362,10169.6802,9992.7385,10115.2693,9811.0803
2001-06-07,10016.426,10064.8777,10078.5373,10199.1789,10030.5824,10133.7097,9930.1177
2001-06-08,10020.4901,10063.9633,10054.3189,10193.6661,10026.8487,10130.8665,9907.6787
2001-06-11,10014.7368,10059.4153,10059.7044,10231.6192,10148.836800000001,10157.6095,9923.4316
2001-06-12,10019.6017,10046.3305,10084.3347,10216.8361,10116.2088,10143.5806,9958.0916
2001-06-13,10027.7398,10073.7754,10065.4022,10207.8577,10066.903,10141.5415,9942.8305
2001-06-14,10031.8679,10090.804,9980.8361,10206.0183,10046.5586,10136.5231,9868.0069
2001-06-15,9995.8815,10075.2424,9952.9294,10295.2764,10116.1648,10172.1839,9842.2475
2001-06-18,9982.5255,10070.919,9965.927,10293.7962,10111.82,10168.1149,9868.9034
2001-06-19,9967.0187,10061.194,9953.9447,10441.5473,10139.0242,10225.6081,9868.6954
2001-06-20,9973.0889,10052.3908,9879.1359,10460.8535,10158.257,10234.0095,9808.2426
2001-06-21,9983.1746,10120.6272,9928.8714,10466.7438,10173.5371,10238.3522,9871.8968
2001-06-22,9986.5907,10121.4528,9979.3538,10452.7252,10163.2594,10238.0422,9921.9699
2001-06-25,10013.4485,10120.2507,10005.8309,10401.4219,10088.4033,10231.1784,9948.2763
2001-06-26,9999.7177,10109.1272,10007.4698,10400.9119,10091.7458,10226.2669,9949.8732
2001-06-27,9998.4082,10141.8815,9994.9005,10397.5254,10071.418,10227.4171,9910.5869
2001-06-28,9990.0715,10135.7044,10074.2618,10442.2429,10174.668,10244.9478,9973.6721
2001-06-29,10017.8955,10103.2454,10109.7061,10457.7924,10194.2293,10252.026100000001,10018.536
2001-07-02,10002.9454,10097.6986,10153.4388,10402.5618,10114.6118,10225.5834,10067.0216
2001-07-03,10009.4671,10125.3783,10175.8856,10404.1346,10107.8982,10225.3171,10084.7841
2001-07-05,10025.3788,10111.7486,10102.6204,10392.4506,10091.5542,10221.241,10010.1967
2001-07-06,9999.4697,10123.7536,10063.7431,10389.534,10091.8132,10220.6002,9965.3423
2001-07-09,9983.3856,10128.8792,10180.6802,10397.6472,10101.7201,10218.1857,10131.4717
2001-07-10,9993.6049,10131.921,10125.9475,10378.3376,10100.5871,10211.3752,10095.6805
2001-07-11,9974.9868,10142.9561,10286.1665,10387.9036,10110.1286,10214.0749,10278.4404
2001-07-12,9988.3106,10154.846,10295.451000000001,10380.2232,10109.1707,10214.0143,10287.6705
2001-07-13,10010.3002,10153.3182,10421.585,10394.2372,10118.1412,10219.1843,10413.0786
2001-07-16,10007.2141,10157.4345,9636.2755,10320.1159,10078.6751,10195.0486,9632.2851
2001-07-17,10013.3072,10175.9801,9678.8168,10325.936,10099.3902,10196.0102,9674.5825
2001-07-18,10026.8354,10173.4912,9683.7917,10331.5373,10103.6094,10201.4497,9679.5282
2001-07-19,9992.6609,10170.970299999999,9618.0138,10317.105,10096.8926,10186.7703,9614.1473
2001-07-20,10004.0144,10153.354,9627.721,10320.5509,10122.2115,10189.2341,9623.7578
2001-07-23,10019.2965,10153.9073,9627.4174,10317.8231,10079.883,10184.5078,9623.4402
2001-07-24,10029.4311,10133.2035,9682.5928,10244.0832,10082.4771,10163.8459,9678.2575
2001-07-25,10012.1318,10124.3229,9784.4738,10273.4143,10092.5292,10188.4535,9779.5208
2001-07-26,10017.6304,10164.2829,9805.1719,10278.9372,10025.4705,10193.3452,9800.1982
2001-07-27,10042.8157,10201.68,9844.4887,10355.0438,10029.5308,10242.0268,9839.2793
2001-07-30,9968.8657,10183.7905,9799.5909,10326.1812,10039.8397,10221.2963,9794.5795
2001-07-31,9944.3016,10170.0074,9820.535100000001,10332.0538,10041.7134,10224.5392,9815.3701
2001-08-01,9959.5729,10163.0245,9870.2639,10426.4727,10050.8342,10280.197400000001,9864.8495
2001-08-02,9976.4077,10147.3569,9886.9773,10236.3898,10042.6237,10164.0065,9881.5157
2001-08-03,9987.1023,10159.5205,9932.3657,10285.2353,10066.7775,10179.8821,9926.5132
2001-08-06,9981.7328,10160.3495,9999.4405,10297.829,10075.1095,10183.6306,9991.1798
2001-08-07,9973.784,10133.914,10010.6731,10295.2632,10075.765,10180.3933,10000.4528
2001-08-08,9965.4266,10153.1156,9977.7529,10303.2963,10084.063400000001,10179.6244,9980.487
2001-08-09,9955.5143,10157.8991,10009.3097,10315.1149,10085.4493,10190.3734,10014.3174
2001-08-10,9921.0092,10139.8046,10092.8634,10316.3244,10090.7062,10195.1994,10092.014
2001-08-13,9943.5328,10119.6373,10085.7736,10283.0501,10093.2199,10179.8429,10081.7914
2001-08-14,9932.3012,10121.665,10061.5819,10271.9436,10092.3133,10172.4045,10063.6566
2001-08-15,9939.7869,10111.988299999999,10064.5162,10273.1446,10094.571,10181.2676,10071.4101
2001-08-16,9955.024,10110.4061,10064.585000000001,10273.7465,10094.571,10180.152,10070.3069
2001-08-17,9948.0866,10118.8359,10084.9912,10272.2572,10094.571,10178.7035,10085.6076
2001-08-20,9946.1851,10101.5482,10090.8547,10265.1128,10094.571,10174.0336,10077.0833
2001-08-21,9938.074200000001,10138.3463,10215.3025,10268.4174,10094.571,10180.0909,10156.339
2001-08-22,9924.8606,10151.5641,10002.108400000001,10264.8579,10094.571,10178.751,9944.6549
2001-08-23,9901.3757,10108.6702,9947.3243,10267.3928,10094.571,10185.6705,9889.9977
2001-08-24,9921.8354,10121.6243,9957.4788,10265.7544,10094.571,10189.6392,9905.0198
2001-08-27,9939.0777,10148.8571,10023.2266,10267.2483,10094.571,10203.1829,9969.4573
2001-08-28,9937.0766,10151.4376,10024.8046,10270.7439,10094.571,10204.5128,9956.6052
2001-08-29,9944.1957,10134.9818,10013.8113,10270.9162,10094.571,10200.4062,9959.0053
2001-08-30,9941.2296,10121.1786,9999.8977,10267.042300000001,10094.571,10194.0972,9931.9373
2001-08-31,9937.9663,10101.4028,10032.1856,10260.6979,10094.571,10193.3482,9941.695
2001-09-04,9937.8303,10097.8743,10012.3611,10259.1466,10094.571,10193.678,9908.2728
2001-09-05,9947.1233,10126.9464,10026.7568,10250.0807,10094.571,10192.869,9902.8679
2001-09-06,9962.8491,10150.6833,10018.3417,10250.0807,10094.571,10192.0066,9894.5374
2001-09-07,9959.7081,10141.5301,10031.5875,10248.1708,10093.9198,10189.4781,9907.6491
2001-09-10,9951.9351,10139.5582,10037.9063,10253.4636,10101.3394,10212.7204,9913.9041
2001-09-17,9920.2139,10170.016,9902.5383,10241.337,10101.3782,10195.6088,9779.8601
2001-09-18,9865.765300000001,10178.5325,9842.2367,10186.4285,10051.5739,10177.4696,9720.2137
2001-09-19,9860.6908,10190.2535,9818.3163,10161.2325,10041.1395,10166.7214,9696.5944
2001-09-20,9875.4992,10181.7743,9837.0182,10099.9856,9973.8383,10145.7955,9714.9158
2001-09-21,9866.745,10149.3017,9912.189,10085.077800000001,9968.8037,10138.7608,9788.9779
2001-09-24,9888.5163,10237.3505,9954.8959,10108.5332,9972.2807,10151.4722,9801.3842
2001-09-25,9897.0612,10242.5416,9960.4801,10116.8421,9980.3456,10159.594000000001,9801.6555
2001-09-26,9891.3632,10245.5951,10172.9791,10176.8539,10040.0713,10200.004,10016.9877
2001-09-27,9892.6261,10235.8165,10122.5408,10197.8118,10035.4138,10219.7728,10019.3677
2001-09-28,9905.1219,10203.8087,10105.2362,10131.3356,10037.4935,10180.3419,10003.6183
2001-10-01,9917.0456,10188.1652,10126.8275,10103.0852,10040.8241,10161.0609,10013.1322
2001-10-02,9901.6287,10230.0458,10152.7959,10215.274,10045.4619,10207.9196,10030.6358
2001-10-03,9896.2853,10163.0324,10160.0077,10220.228,10063.8938,10209.5291,9960.8045
2001-10-04,9894.1787,10131.7117,10169.7539,10179.7139,10064.6074,10197.229800000001,9980.5579
2001-10-05,9883.0412,10083.5761,10097.9125,10266.5152,10056.8423,10227.1799,9909.5159
2001-10-08,9923.477,10044.1409,10146.2539,10253.3304,10054.0194,10209.4729,9955.6517
2001-10-09,9943.1334,10018.5455,10180.1722,10248.1086,10052.2367,10209.866,9957.1528
2001-10-10,9938.4434,10102.5653,10220.7855,10242.5334,10040.0223,10212.0735,9997.3753
2001-10-11,9947.8247,10094.9734,10240.7739,10227.2234,10045.8197,10204.4705,10017.1472
2001-10-12,9963.1908,10047.2858,10222.5872,10211.9058,10053.4731,10187.5992,9999.448699999999
2001-10-15,9950.9423,10084.6571,10202.2927,10202.2985,10045.638,10184.7948,9979.5519
2001-10-16,9950.0059,9982.8824,10258.828,10212.7654,10045.2785,10187.9787,10035.4749
2001-10-17,9932.2261,10067.199,10188.18,10217.7996,10046.7921,10183.4723,9965.769
2001-10-18,9937.0906,9974.9792,10096.5675,10226.9032,10041.4112,10197.6438,9919.5214
2001-10-19,9924.0606,9963.6175,10213.6488,10267.4397,10055.3816,10206.295,9935.1953
2001-10-22,9914.7841,9914.631300000001,10257.1455,10242.3803,10047.6899,10211.0134,9969.7849
2001-10-23,9932.3847,9924.7226,10151.5577,10246.6542,10058.3758,10215.8809,9899.893
2001-10-24,9920.2186,9813.441,10113.678,10249.8337,10055.0941,10225.4048,9905.1742
2001-10-25,9931.5806,9807.5643,10164.1412,10207.319,10059.3603,10212.2661,9991.8533
2001-10-26,9929.6042,9835.8524,10196.4611,10225.6166,10068.2852,10233.3651,9942.5706
2001-10-29,9930.6329,9952.6226,10327.698,10279.6237,10064.167300000001,10238.8023,9971.3105
2001-10-30,9930.3265,9868.0086,10356.585,10267.6408,10078.4583,10234.9749,10006.193
2001-10-31,9950.6611,9787.3566,10357.636,10240.0333,10087.1219,10207.1186,10013.7313
2001-11-01,9964.6935,9585.3424,10352.9824,10236.525,10090.5196,10198.9374,9984.7202
2001-11-02,9969.0222,9624.7832,10232.3906,10224.811,10087.3418,10177.8612,9872.5692
2001-11-05,9984.8407,9543.331,10283.1185,10233.9042,10094.8143,10195.9607,9894.9895
2001-11-06,9981.1496,9569.6818,10379.6689,10232.4025,10090.4303,10194.44,10038.8481
2001-11-07,9992.8013,9622.2326,10429.0316,10231.5621,10086.865,10197.4368,10134.5877
2001-11-08,9993.684,9541.7922,10459.9673,10224.5958,10071.718,10199.5558,10234.7678
2001-11-09,10006.1019,9485.1642,10546.9265,10229.4053,10082.9827,10213.8953,10294.2498
2001-11-12,10008.4836,9449.9,10563.3461,10230.3207,10080.7729,10213.4241,10306.9782
2001-11-13,9995.5858,9405.7015,10752.1336,10229.4538,10081.361,10200.633,10471.1432
2001-11-14,10016.8024,9629.0831,10791.5144,10212.8996,10073.4453,10196.3136,10532.1869
2001-11-15,10020.3007,9665.441,10704.5001,10207.1839,10073.928,10202.0982,10486.6399
2001-11-16,10023.9508,9789.4966,10696.8351,10206.9071,10078.5666,10197.2613,10485.608
2001-11-19,10011.9186,9771.259900000001,10792.0518,10216.0638,10078.2515,10198.8237,10586.9924
2001-11-20,10015.3839,9770.821100000001,10743.7039,10228.5482,10080.1753,10198.7979,10547.953099999999
2001-11-21,9999.8961,9837.6229,10725.2402,10215.1765,10067.3481,10211.9378,10520.4016
2001-11-23,10013.9221,9826.2794,10770.8109,10244.1222,10086.6666,10209.1273,10593.9319
2001-11-26,10044.2773,9811.6296,10762.2463,10219.8602,10083.6068,10217.3389,10620.5191
2001-11-27,10056.3334,9814.7568,10822.7557,10247.3467,10102.0467,10211.7584,10595.4349
2001-11-28,10067.5264,9825.2252,10711.7782,10267.8518,10113.5707,10216.7708,10465.0693
2001-11-29,10077.0192,9776.5828,10754.04,10227.8825,10096.5942,10227.8808,10528.1744
2001-11-30,10089.1647,9753.3145,10736.2994,10193.3383,10088.7719,10216.8919,10524.2192
2001-12-03,10095.1334,9688.6255,10660.8049,10189.4203,10074.5931,10216.839,10467.2411
2001-12-04,10102.9616,9679.2866,10717.565,10197.0579,10084.7316,10226.9518,10512.8666
2001-12-05,10093.5852,9574.9114,10758.9012,10183.6298,10083.3756,10217.3119,10568.7213
2001-12-06,10093.9259,9564.2721,10770.2217,10199.454,10094.1257,10228.7952,10578.0452
2001-12-07,10099.4147,9536.6126,10794.1888,10207.2428,10097.4069,10230.5434,10591.573199999999
2001-12-10,10083.1783,9528.7249,10833.0511,10258.9878,10124.2083,10247.435,10622.3171
2001-12-11,10095.8372,9545.0221,10873.2608,10247.2677,10119.2688,10215.2842,10648.8522
2001-12-12,10109.5535,9445.0487,10824.266,10209.5772,10116.4644,10221.4551,10591.5667
2001-12-13,10108.6512,9452.2665,10708.646499999999,10200.9619,10117.5928,10217.3944,10496.1118
2001-12-14,10103.9122,9442.4642,10760.5907,10186.6407,10107.032,10222.5526,10542.3352
2001-12-17,10119.2233,9406.9015,10758.5783,10215.8018,10131.8445,10215.7803,10562.0537
2001-12-18,10133.0488,9296.9836,10756.8883,10224.5261,10139.862000000001,10204.993,10606.293099999999
2001-12-19,10132.3138,9307.138500000001,10800.080899999999,10212.8834,10137.0635,10205.3261,10616.6134
2001-12-20,10121.212,9421.5418,10710.6131,10214.08,10145.1059,10199.8604,10541.1075
2001-12-21,10120.805,9376.292,10615.668099999999,10222.9259,10139.2371,10202.3447,10451.3661
2001-12-24,10120.2147,9391.905,10625.7411,10219.0754,10141.8655,10208.1135,10464.2732
2001-12-26,10134.6308,9391.2325,10506.9949,10216.6979,10135.1197,10195.7243,10379.889799999999
2001-12-27,10134.8765,9383.8402,10489.6437,10222.0188,10132.0629,10201.6398,10339.9632
2001-12-28,10146.3423,9428.9705,10436.3517,10213.8131,10115.7155,10199.7934,10286.7403
2001-12-31,10137.7693,9486.9148,10377.4421,10204.9271,10110.1183,10189.5112,10229.8458
2002-01-02,10137.5005,9398.6091,10423.9282,10192.9345,10094.0414,10197.1173,10263.418099999999
2002-01-03,10148.3186,9296.8694,10466.3491,10222.609,10145.8847,10193.8798,10300.7877
2002-01-04,10154.514,9409.5996,10458.8638,10209.8417,10148.7814,10176.6698,10297.3467
2002-01-07,10149.5284,9534.7152,10489.8069,10179.8358,10104.7414,10179.4115,10318.5041
2002-01-08,10148.5585,9473.6014,10486.6242,10149.2913,10057.2549,10181.5143,10344.9674
2002-01-09,10137.9745,9549.2312,10480.7929,10163.0345,10071.957,10190.8249,10334.64
2002-01-10,10126.075,9521.1617,10509.9012,10190.6138,10102.0864,10200.0071,10387.936599999999
2002-01-11,10106.0593,9552.4805,10440.2556,10179.3272,10091.8558,10194.3113,10302.418599999999
2002-01-14,10089.6263,9625.9246,10427.1834,10187.2989,10080.315,10191.4878,10270.8703
2002-01-15,10077.6182,9620.7059,10492.1604,10189.4126,10084.1079,10191.8627,10308.5411
2002-01-16,10087.9015,9647.8804,10536.3724,10225.3288,10122.6291,10198.7185,10362.793099999999
2002-01-17,10059.8087,9565.7646,10338.5056,10203.0958,10087.3508,10194.8481,10157.8265
2002-01-18,10065.3308,9582.9532,10246.8968,10181.2831,10083.3305,10192.1783,10069.9055
2002-01-22,10075.0387,9651.3988,10295.4125,10184.9584,10093.448,10199.8248,10110.1065
2002-01-23,10064.1013,9592.0131,10309.5946,10193.9495,10105.1656,10207.1551,10149.7607
2002-01-24,10055.9203,9541.3763,10344.472099999999,10204.3789,10145.4969,10201.196,10180.8049
2002-01-25,10051.2241,9500.9738,10409.978,10219.6403,10152.2289,10201.8686,10246.1226
2002-01-28,10041.449,9470.9007,10328.0474,10203.5361,10139.0408,10195.147500000001,10165.3909
2002-01-29,10045.2744,9451.747800000001,10377.112799999999,10226.8101,10169.6789,10190.5089,10208.0833
2002-01-30,10033.9236,9482.429900000001,10374.708999999999,10204.1219,10161.1849,10192.3057,10207.9681
2002-01-31,10032.0188,9521.1973,10178.5216,10177.3228,10125.578300000001,10187.4398,10051.0426
2002-02-01,10055.5612,9514.2103,10198.9942,10185.5118,10129.833,10191.9811,10067.5582
2002-02-04,10052.4042,9560.6069,10174.806199999999,10176.0551,10126.2239,10197.3621,10023.4758
2002-02-05,10041.9058,9486.4573,10179.0825,10181.4269,10123.5955,10204.0643,10034.6762
2002-02-06,10034.5743,9502.206400000001,10256.9441,10196.583,10144.6096,10197.6824,10118.16
2002-02-07,10022.073,9514.5971,10323.4255,10200.4266,10143.6346,10205.6479,10189.3996
2002-02-08,10013.6553,9591.511,10291.1168,10199.3553,10145.549,10200.0656,10155.2507
2002-02-11,9996.7196,9607.3086,10321.7999,10197.0135,10150.3768,10195.1754,10160.4601
2002-02-12,9982.9923,9615.9386,10292.812899999999,10207.2163,10154.4607,10197.9378,10133.1099
2002-02-13,10001.9207,9500.7026,10291.1803,10214.3199,10158.7858,10197.584,10119.85
2002-02-14,9996.8231,9503.028400000001,10296.052599999999,10219.7614,10148.3001,10197.8602,10128.659599999999
2002-02-15,10001.3241,9499.743,10274.8897,10222.6197,10141.7609,10186.3334,10098.8491
2002-02-19,10008.7921,9541.9496,10338.3179,10273.5002,10156.215,10200.7367,10157.0067
2002-02-20,10013.6293,9536.563,10244.163199999999,10262.1134,10149.1115,10199.8303,10071.1979
2002-02-21,10014.17,9573.6041,10237.777399999999,10261.8267,10143.7559,10211.1989,10049.973
2002-02-22,10024.7378,9589.231,10233.9054,10259.0472,10129.9994,10185.8141,10039.9795
2002-02-25,10013.0811,9576.9779,10231.9416,10248.3001,10112.2501,10166.4365,10059.585
2002-02-26,10002.9436,9564.6144,10305.739,10266.1241,10119.6306,10171.4625,10111.3156
2002-02-27,10018.871,9616.2299,10257.2541,10266.1129,10104.5298,10174.9313,10057.3265
