Dataset,ReEntry,Method,Top_N,Stop_Loss,Z_Window,Vol_Adjust,Final_Equity,Cum_Ret,Ann_Ret,Sharpe,MDD,Entries,Stop_Losses,Gross_Profit,Gross_Loss,Total_Trades,Win_Rate,Profit_Factor,_path
Current,NoReEntry,HDBSCAN (AE PCA),5,0.05,0,VolAdj,9391.914,-0.06331307,-0.016218603,-1.3862201799838534,-0.06959861,377,251,1103.43994140625,-1711.5255126953125,763,0.20314547837483618,0.6447113602581076,current/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL5_ZWin0_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE PCA),5,0.05,20,NoVolAdj,8856.061,-0.114457965,-0.029931724,-1.8382770575595846,-0.11593462,821,216,2257.126953125,-3401.06689453125,1645,0.2838905775075988,0.6636526193455208,current/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL5_ZWin20.csv
Current,NoReEntry,HDBSCAN (AE PCA),20,0.05,20,NoVolAdj,8782.29,-0.12106615,-0.031746566,-3.4655709146087506,-0.123580016,2975,777,2140.795166015625,-3358.505615234375,5997,0.30598632649658164,0.6374249178875434,current/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top20_SL5_ZWin20_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE PCA),5,0.15,0,NoVolAdj,9407.3545,-0.05805713,-0.014841437,-1.3341501198695631,-0.05925485,480,308,1120.748779296875,-1713.3941650390625,971,0.2121524201853759,0.6541103046602962,current/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL15_ZWin0.csv
Current,NoReEntry,HDBSCAN (AE PCA),5,0.05,20,VolAdj,8708.787,-0.12776965,-0.033598065,-2.2308153879491806,-0.12987307,739,130,2060.137451171875,-3351.35009765625,1481,0.28426738690074277,0.6147186629688799,current/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL5_ZWin20_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE PCA),5,0.05,20,NoVolAdj,8693.553,-0.12929523,-0.0340209,-2.264026333111024,-0.13140093,734,133,2045.8623046875,-3352.309814453125,1471,0.28280081577158395,0.6102843764221861,current/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL5_ZWin20_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE PCA),5,0.05,60,NoVolAdj,9339.141,-0.067255735,-0.017255425,-1.1154310709953572,-0.0900831,395,176,1633.4791259765625,-2294.339111328125,798,0.2581453634085213,0.7119606329820136,current/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL5_ZWin60_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE PCA),5,0.05,60,NoVolAdj,9297.897,-0.07101238,-0.018246472,-1.1637852431588303,-0.094919026,377,170,1572.978515625,-2275.08154296875,766,0.2584856396866841,0.69139434605602,current/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL5_ZWin60.csv
Current,NoReEntry,HDBSCAN (AE PCA),5,0.05,60,VolAdj,9328.127,-0.06835592,-0.017545342,-1.0139738356164711,-0.085356265,450,199,1758.194580078125,-2430.06787109375,908,0.263215859030837,0.7235166560540462,current/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL5_ZWin60_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.0,0,NoVolAdj,9447.149,-0.05315119,-0.013561189,-1.5002385985955349,-0.062559135,1001,529,1130.5677490234375,-1683.4178466796875,2004,0.2250499001996008,0.6715906875131022,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin0.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.0,0,VolAdj,9504.134,-0.048951983,-0.012469292,-1.3871653092247522,-0.054825585,1095,609,1278.3126220703125,-1774.1785888671875,2222,0.23627362736273627,0.7205095530357599,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin0_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.0,0,NoVolAdj,9504.044,-0.047448933,-0.012079358,-1.5239976267166995,-0.053418953,1160,702,1181.87939453125,-1677.835693359375,2352,0.23554421768707484,0.7044071116194235,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin0_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.0,20,NoVolAdj,8379.57,-0.16026849,-0.042728543,-2.7628429427741406,-0.16338305,1863,264,2388.928466796875,-4009.358642578125,3732,0.2920685959271168,0.5958380578447654,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin20.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.0,20,NoVolAdj,8478.1,-0.1503948,-0.039926946,-2.7062125972023043,-0.15240781,1889,354,2456.78076171875,-3978.680908203125,3784,0.29545454545454547,0.617486251951855,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin20_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.0,60,VolAdj,9037.979,-0.096649885,-0.025091112,-1.8143228754491363,-0.09878271,1245,597,1837.459228515625,-2799.4814453125,2513,0.27656187823318745,0.6563569948257019,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin60_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.0,60,NoVolAdj,9054.125,-0.09601396,-0.02491957,-2.0518043033778164,-0.09900592,959,427,1601.5369873046875,-2547.41259765625,1946,0.2605344295991778,0.6286916335336425,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin60_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.15,0,VolAdj,9504.134,-0.048951983,-0.012469292,-1.3871653092247522,-0.054825585,1095,609,1278.3126220703125,-1774.1785888671875,2222,0.23627362736273627,0.7205095530357599,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin0_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.15,0,NoVolAdj,9447.149,-0.05315119,-0.013561189,-1.5002385985955349,-0.062559135,1001,529,1130.5677490234375,-1683.4178466796875,2004,0.2250499001996008,0.6715906875131022,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin0.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.15,0,NoVolAdj,9504.044,-0.047448933,-0.012079358,-1.5239976267166995,-0.053418953,1160,702,1181.87939453125,-1677.835693359375,2352,0.23554421768707484,0.7044071116194235,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin0_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.0,20,VolAdj,8563.592,-0.14182729,-0.03751564,-2.493293534063095,-0.14386114,1912,316,2486.8896484375,-3923.2978515625,3832,0.296972860125261,0.6338773507718938,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin20_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.15,20,NoVolAdj,8433.341,-0.15488029,-0.041196644,-2.770994048829904,-0.15800601,1852,269,2372.47314453125,-3939.131591796875,3710,0.2921832884097035,0.6022832924576207,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin20.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.15,20,NoVolAdj,8571.028,-0.14108258,-0.037306905,-2.561823215090718,-0.14311495,1872,332,2466.72021484375,-3895.690673828125,3750,0.2976,0.6331920117312116,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin20_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.0,60,NoVolAdj,9018.838,-0.099537194,-0.025871038,-1.8005870524091088,-0.102551,973,399,1599.872802734375,-2581.035400390625,1969,0.25038090401218893,0.6198569777432125,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin60.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.15,60,NoVolAdj,9160.96,-0.085347354,-0.022055864,-1.8729710850581374,-0.08831799,961,432,1612.1795654296875,-2451.21923828125,1950,0.2605128205128205,0.6577051698403438,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin60_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.15,20,VolAdj,8645.751,-0.13359416,-0.035215437,-2.395012418856766,-0.13564529,1903,321,2493.25,-3847.49951171875,3814,0.29732564237021497,0.6480182758713902,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin20_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.15,60,VolAdj,9116.451,-0.08880663,-0.022981822,-1.7140600018712118,-0.09470422,1223,582,1817.794677734375,-2701.34326171875,2470,0.2748987854251012,0.6729225061822722,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin60_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.05,0,NoVolAdj,9462.959,-0.0515669,-0.013148785,-1.5051806114615713,-0.06165725,999,530,1131.73681640625,-1668.77734375,2000,0.2255,0.6781832343571149,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin0.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.05,0,NoVolAdj,9507.646,-0.04708773,-0.011985719,-1.5197458336629839,-0.053355843,1157,703,1181.87939453125,-1674.2333984375,2346,0.2361466325660699,0.705922719994867,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin0_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.15,60,NoVolAdj,9109.931,-0.090442,-0.023420513,-1.80804287216785,-0.09343839,969,403,1591.5570068359375,-2481.626953125,1961,0.24987251402345742,0.6413361221886159,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin60.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.05,0,VolAdj,9477.753,-0.05102527,-0.013007939,-1.5019150365233838,-0.056015227,1123,643,1273.6630859375,-1795.910400390625,2278,0.2392449517120281,0.7092019098839608,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin0_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.05,20,NoVolAdj,8633.427,-0.13330346,-0.035134554,-3.103676494263887,-0.13928747,1576,386,1857.231201171875,-3223.8037109375,3164,0.2838179519595449,0.576099343415602,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin20.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.05,20,VolAdj,8798.361,-0.11674595,-0.030558944,-2.633217066615188,-0.12085017,1645,422,2040.46630859375,-3242.10595703125,3303,0.288525582803512,0.6293644734739563,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin20_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.05,60,NoVolAdj,9292.442,-0.071959734,-0.018496811,-1.6221009272350226,-0.076876834,912,428,1513.891357421875,-2221.44970703125,1851,0.2506753106428957,0.6814880177706307,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin60.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.05,60,VolAdj,9230.469,-0.07715142,-0.019872427,-1.8447448025678972,-0.08256602,1028,500,1567.922119140625,-2337.453857421875,2086,0.2598274209012464,0.6707820623547988,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin60_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.05,60,NoVolAdj,9279.493,-0.07325333,-0.018839061,-1.8044420159536632,-0.07998186,868,422,1472.396484375,-2192.90380859375,1769,0.26116449971735445,0.6714368768045544,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin60_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.0,0,NoVolAdj,9438.515,-0.054817736,-0.013995528,-2.2544234616149916,-0.057740748,2302,1407,1228.313720703125,-1789.799560546875,4687,0.23127800298698528,0.6862856309607164,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin0_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),10,0.05,20,NoVolAdj,8743.731,-0.122229695,-0.03206718,-2.79255856244848,-0.12625705,1618,419,2021.3497314453125,-3277.619140625,3249,0.2874730686365035,0.6167128164439103,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin20_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.0,20,NoVolAdj,8570.1875,-0.1413464,-0.037380874,-2.918612713131103,-0.14583287,3656,561,2501.37060546875,-3931.182861328125,7329,0.30113248737890574,0.6362895580552256,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin20.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.0,0,NoVolAdj,9559.482,-0.042880893,-0.01089704,-1.082955163418882,-0.058801245,2385,1356,1405.260009765625,-1845.777587890625,4814,0.23847112588284172,0.7613376709008433,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin0.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.0,0,VolAdj,9403.332,-0.059281528,-0.015161753,-2.1573853372782406,-0.06140833,2349,1282,1326.3065185546875,-1922.97509765625,4777,0.24052752773707348,0.6897159095670086,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin0_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.0,20,NoVolAdj,8505.676,-0.14834976,-0.039349735,-3.0929912667324104,-0.15075342,3695,686,2641.301025390625,-4135.6259765625,7402,0.30032423669278574,0.6386701893158273,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin20_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.0,20,VolAdj,8524.72,-0.14644271,-0.0388124,-3.0597276479758917,-0.14879295,3754,657,2608.80908203125,-4084.08837890625,7524,0.2997076023391813,0.6387739049687041,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin20_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.0,60,NoVolAdj,8852.162,-0.1153785,-0.030183911,-2.667134424063041,-0.1175408,2074,1010,1571.142578125,-2718.98046875,4212,0.25854700854700857,0.5778425392100383,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin60_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.0,60,VolAdj,8834.617,-0.11671239,-0.030549705,-2.2947644464095664,-0.117666796,2616,1336,1812.46044921875,-2977.843505859375,5286,0.27525539160045404,0.6086486565370038,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin60_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.15,0,NoVolAdj,9559.482,-0.042880893,-0.01089704,-1.082955163418882,-0.058801245,2385,1356,1405.260009765625,-1845.777587890625,4814,0.23847112588284172,0.7613376709008433,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin0.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.15,0,NoVolAdj,9438.515,-0.054817736,-0.013995528,-2.2544234616149916,-0.057740748,2302,1407,1228.313720703125,-1789.799560546875,4687,0.23127800298698528,0.6862856309607164,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin0_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.0,60,NoVolAdj,9248.554,-0.07564592,-0.019472897,-1.6093738036347254,-0.080187164,2143,930,1730.7344970703125,-2482.18115234375,4351,0.2622385658469317,0.6972635721756654,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin60.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.15,0,VolAdj,9403.332,-0.059281528,-0.015161753,-2.1573853372782406,-0.06140833,2349,1282,1326.3065185546875,-1922.97509765625,4777,0.24052752773707348,0.6897159095670086,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin0_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.15,20,NoVolAdj,8580.488,-0.14085889,-0.03724426,-3.1001173508854936,-0.14276786,3644,677,2579.84228515625,-3999.35302734375,7304,0.30079408543263964,0.6450649061280054,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin20_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.15,60,NoVolAdj,9295.855,-0.07091814,-0.018221557,-1.5857871022725123,-0.07842446,2137,940,1724.090576171875,-2428.234375,4339,0.26204194514865176,0.7100181901394403,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin60.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.15,20,VolAdj,8618.768,-0.13702565,-0.03617215,-3.0141866625348017,-0.1390848,3706,648,2572.96435546875,-3954.197265625,7432,0.30045748116254034,0.6506919565789714,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin20_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.15,60,VolAdj,8980.109,-0.102166116,-0.026582837,-2.3823024554401084,-0.10311677,2495,1242,1766.8145751953125,-2786.70556640625,5048,0.27496038034865294,0.6340155187165344,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin60_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.15,20,NoVolAdj,8611.305,-0.13722712,-0.03622842,-2.886632014128705,-0.14160998,3640,569,2493.80859375,-3882.504638671875,7297,0.3013567219405235,0.6423195400490443,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin20.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.15,60,NoVolAdj,8923.52,-0.10824752,-0.028235376,-2.8303596130461157,-0.11059236,2037,997,1545.7080078125,-2622.188720703125,4140,0.25869565217391305,0.5894724493353884,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin60_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.05,0,NoVolAdj,9579.479,-0.04087907,-0.010380268,-1.1016359596336285,-0.057205,2381,1364,1389.8001708984375,-1810.3216552734375,4806,0.2363712026633375,0.7677089686520471,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL5_ZWin0.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.05,20,NoVolAdj,8792.835,-0.118263304,-0.03097558,-3.3057566173675283,-0.1242175,3113,770,1997.554931640625,-3204.720458984375,6260,0.2952076677316294,0.6233164349921743,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL5_ZWin20.csv
Current,NoReEntry,HDBSCAN (AE UMAP),5,0.0,0,NoVolAdj,9392.4,-0.057961464,-0.014816403,-1.4614763842050895,-0.06735826,505,318,1000.2177124023438,-1607.8170166015625,1027,0.20545277507302823,0.6220967324481368,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL0_ZWin0_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),5,0.0,0,NoVolAdj,9492.477,-0.047923326,-0.012202382,-1.3350212964521226,-0.0657655,370,205,947.6821899414062,-1455.205078125,750,0.216,0.651236175702791,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL0_ZWin0.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.05,0,NoVolAdj,9444.439,-0.054223955,-0.013840675,-2.2891405240616023,-0.057256196,2283,1409,1207.6728515625,-1763.2333984375,4649,0.22779092277909227,0.6849194511813845,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL5_ZWin0_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.05,0,VolAdj,9389.967,-0.060338557,-0.015438497,-2.301590514813969,-0.06275106,2339,1337,1287.08154296875,-1897.11474609375,4757,0.2377548875341602,0.6784415890598671,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL5_ZWin0_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),5,0.0,20,NoVolAdj,8529.1045,-0.14373577,-0.038051188,-2.143540080261057,-0.1503609,888,84,2440.64501953125,-3911.541748046875,1777,0.297129994372538,0.6239598543847631,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL0_ZWin20.csv
Current,NoReEntry,HDBSCAN (AE UMAP),5,0.0,20,NoVolAdj,8333.031,-0.1634205,-0.043628097,-2.2861815262960956,-0.16724448,993,201,2442.07373046875,-4109.0419921875,1994,0.2848545636910732,0.5943170537346301,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL0_ZWin20_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),5,0.0,20,VolAdj,8363.303,-0.16038144,-0.04276073,-2.2244225230942094,-0.16421334,1002,194,2425.868408203125,-4062.56494140625,2011,0.2874191944306315,0.5971272935180243,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL0_ZWin20_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),5,0.0,60,NoVolAdj,8876.25,-0.11070597,-0.028905809,-1.8075298581732948,-0.1148383,413,153,1464.48486328125,-2588.23486328125,833,0.2545018007202881,0.5658237913636016,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL0_ZWin60.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.05,20,VolAdj,8732.148,-0.12490356,-0.032805145,-3.669423661166499,-0.12803885,3159,886,2039.406982421875,-3307.25732421875,6359,0.28951092939141376,0.6166459947000434,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL5_ZWin20_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.05,60,NoVolAdj,9404.296,-0.059947968,-0.0153362155,-1.5364573058660074,-0.0681957,2060,1027,1625.7969970703125,-2221.50048828125,4190,0.26085918854415274,0.7318463379353896,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL5_ZWin60.csv
Current,NoReEntry,HDBSCAN (AE UMAP),5,0.0,0,VolAdj,9391.431,-0.058763444,-0.015026152,-1.2849258185380856,-0.06917717,470,290,1097.1829833984375,-1705.752685546875,957,0.20794148380355276,0.6432251244245726,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL0_ZWin0_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),5,0.0,60,NoVolAdj,8729.847,-0.1253736,-0.032935023,-2.113851163007821,-0.12918286,452,210,1482.779052734375,-2752.93212890625,916,0.2445414847161572,0.538618092747346,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL0_ZWin60_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.05,60,NoVolAdj,9107.281,-0.08975577,-0.023236334,-2.821821912920191,-0.0914077,1908,1033,1420.431396484375,-2313.149169921875,3891,0.25520431765612955,0.6140682213470691,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL5_ZWin60_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),20,0.05,60,VolAdj,9149.531,-0.08509874,-0.021989405,-2.5699157917570163,-0.086773254,2172,1133,1549.6143798828125,-2400.083984375,4414,0.265292251925691,0.6456500647356904,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL5_ZWin60_VolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),5,0.15,0,NoVolAdj,9492.477,-0.047923326,-0.012202382,-1.3350212964521226,-0.0657655,370,205,947.6821899414062,-1455.205078125,750,0.216,0.651236175702791,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL15_ZWin0.csv
Current,NoReEntry,HDBSCAN (AE UMAP),5,0.15,0,NoVolAdj,9392.4,-0.057961464,-0.014816403,-1.4614763842050895,-0.06735826,505,318,1000.2177124023438,-1607.8170166015625,1027,0.20545277507302823,0.6220967324481368,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL15_ZWin0_NoVolAdj.csv
Current,NoReEntry,HDBSCAN (AE UMAP),5,0.15,0,VolAdj,9391.431,-0.058763444,-0.015026152,-1.2849258185380856,-0.06917717,470,290,1097.1829833984375,-1705.752685546875,957,0.20794148380355276,0.6432251244245726,current/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL15_ZWin0_VolAdj.csv
