Date,Equity,Daily_Return,Drawdown
2022-06-07,10006.3886,-0.00012148761595731639,-0.008727043748924301
2022-06-08,10007.6012,0.00012118258129589776,-0.00860691873331687
2022-06-09,10006.1332,-0.0001466884991379036,-0.008752344696463688
2022-06-10,10013.7076,0.0007569757316441272,-0.0080019942773496
2022-06-13,10006.903,-0.0006795285294728393,-0.00867608522341845
2022-06-14,10005.4764,-0.00014256158973469102,-0.008817409936650922
2022-06-15,10009.1948,0.0003716364769996705,-0.008449050330816332
2022-06-16,10005.8234,-0.00033683029128372954,-0.008783034726016159
2022-06-17,10002.6495,-0.00031720527867795667,-0.009097453979716175
2022-06-21,10004.5802,0.00019301885965328225,-0.008906191100255922
2022-06-22,10007.1466,0.00025652250756103,-0.00865195323116874
2022-06-23,10009.7711,0.0002622625714305826,-0.008391959743240363
2022-06-24,10023.7796,0.0013994825516039366,-0.00700422159287073
2022-06-27,10032.1226,0.0008323207744911354,-0.006177730577520468
2022-06-28,10030.1117,-0.00020044611496283782,-0.006376938390389775
2022-06-29,10027.168,-0.0002934862629695445,-0.006668553109541953
2022-06-30,10026.5563,-6.100426361654865e-05,-0.006729150562986619
2022-07-01,10026.8174,2.6040845150454572e-05,-0.006703284950604127
2022-07-05,10035.3557,0.0008515463740268459,-0.0058574467345708925
2022-07-06,10033.4939,-0.00018552406667560195,-0.006041884103908046
2022-07-07,10035.4518,0.00019513641205293197,-0.00584792668344114
2022-07-08,10036.8561,0.0001399339091041618,-0.005708811097577926
2022-07-11,10036.4358,-4.187566263913478e-05,-0.005750447699969574
2022-07-12,10035.596,-8.367512299534141e-05,-0.005833641653546273
2022-07-13,10036.5418,9.424452718120868e-05,-0.005739946915164551
2022-07-14,10035.6311,-9.073842546047928e-05,-0.005830164506879676
2022-07-15,10036.1911,5.5801174277947396e-05,-0.005774688662627536
2022-07-18,10034.2197,-0.00019642910147454895,-0.005969983447196792
2022-07-19,10034.7739,5.523100117099666e-05,-0.005915082174188679
2022-07-20,10034.7847,1.0762574331746322e-06,-0.005914012282906667
2022-07-21,10036.6125,0.00018214640918001734,-0.005732943089827858
2022-07-22,10043.3695,0.0006732351179246088,-0.00506356759052029
2022-07-25,10047.9305,0.0004541304589062989,-0.004611736651887743
2022-07-26,10048.5552,6.217200646441157e-05,-0.004549851366344226
2022-07-27,10050.2999,0.00017362695086742264,-0.004377014392296319
2022-07-28,10052.1323,0.00018232291754793906,-0.004195489504782657
2022-07-29,10041.9562,-0.0010123324779558462,-0.005203574752451812
2022-08-01,10048.1228,0.0006140835388226407,-0.00459268664322765
2022-08-02,10048.5497,4.248554764885171e-05,-0.004550396218386044
2022-08-03,10029.3809,-0.0019076185690756198,-0.006449334367138793
2022-08-04,10025.6979,-0.0003672210714422697,-0.006814187107104797
2022-08-05,10034.0154,0.0008296180558164945,-0.005990222223948072
2022-08-08,10039.8532,0.0005818009806921598,-0.005411906360420438
2022-08-09,10042.1626,0.00023002328360743896,-0.005183127941284726
2022-08-10,10043.7369,0.0001567690210473316,-0.005027171474130676
2022-08-11,10039.2162,-0.00045010139602508215,-0.005475010133257241
2022-08-12,10032.7897,-0.0006401396156805461,-0.006111644978055164
2022-08-15,10033.7076,9.14900070116964e-05,-0.006020714125485327
2022-08-16,10041.2393,0.0007506397734771131,-0.00527459373949557
2022-08-17,10045.2496,0.0003993829725779108,-0.004877317349844423
2022-08-18,10047.9833,0.000272138583794046,-0.004606506072286853
2022-08-19,10049.5774,0.00015864875093885011,-0.004448588137782483
2022-08-22,10052.223,0.00026325485089540024,-0.0041865043992938
2022-08-23,10052.6586,4.333369842668411e-05,-0.004143352117586208
2022-08-24,10051.3252,-0.00013264152828196263,-0.004275444065311107
2022-08-25,10048.3652,-0.00029448853172109324,-0.004568673527786893
2022-08-26,10044.6091,-0.00037380209867377,-0.0049407678467078275
2022-08-29,10042.702,-0.0001898630380748889,-0.005129692815588949
2022-08-30,10043.1015,3.978013088512533e-05,-0.005090116744555284
2022-08-31,10047.2955,0.0004176000810107716,-0.004674642296709441
2022-09-01,10023.6202,-0.0023563853576319405,-0.007020012395681174
2022-09-02,10023.2223,-3.969623669497491e-05,-0.007059429964302533
2022-09-06,10021.2964,-0.00019214379790821745,-0.00725021733652631
2022-09-07,10034.2792,0.0012955210066436518,-0.00596408913874491
