Dataset,ReEntry,Method,Top_N,Stop_Loss,Z_Window,Final_Equity,Cum_Ret,Ann_Ret,Sharpe,MDD,Entries,Stop_Losses,Gross_Profit,Gross_Loss,Total_Trades,Win_Rate,Profit_Factor,_path
Current,NoReEntry,HDBSCAN (PCA),5,0.15,60,10006.637,0.00237751,0.0006479025,0.03295467742638467,-0.011379975,162,61,512.3619384765625,-505.7250061035156,328,0.2896341463414634,1.0131235993730718,current/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL15_ZWin60.csv
Current,NoReEntry,HDBSCAN (PCA),5,0.15,20,9766.68,-0.022338986,-0.0061426163,-0.9227567395714303,-0.023511415,341,59,674.461181640625,-907.7818603515625,681,0.2745961820851689,0.7429771524399288,current/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL15_ZWin20.csv
Current,NoReEntry,HDBSCAN (PCA),20,0.05,60,9887.216,-0.010870099,-0.002976358,-0.9222103008376258,-0.01479122,639,292,395.91021728515625,-508.69427490234375,1292,0.26857585139318885,0.7782871497053134,current/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top20_SL5_ZWin60.csv
Current,NoReEntry,HDBSCAN (PCA),20,0.05,20,9720.137,-0.027412713,-0.0075519085,-1.8388691045120038,-0.028197708,1203,216,577.846435546875,-857.7101440429688,2408,0.3010797342192691,0.673708291268532,current/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top20_SL5_ZWin20.csv
Current,NoReEntry,HDBSCAN (PCA),5,0.05,0,9908.217,-0.00857836,-0.0023468733,-0.5552144069954312,-0.010071164,158,87,259.4735107421875,-351.25653076171875,323,0.19814241486068113,0.7387008867265904,current/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL5_ZWin0.csv
Current,NoReEntry,HDBSCAN (PCA),5,0.05,20,9745.741,-0.024435222,-0.0067242384,-1.1025650131500127,-0.02560527,322,66,591.9708251953125,-846.2298583984375,644,0.2717391304347826,0.6995390428738452,current/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL5_ZWin20.csv
Current,NoReEntry,HDBSCAN (PCA),5,0.05,60,10035.003,0.0052187443,0.0014206171,0.17866744830786657,-0.010267988,159,63,497.4798278808594,-462.47698974609375,322,0.2857142857142857,1.075685577684595,current/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL5_ZWin60.csv
Current,NoReEntry,HDBSCAN (UMAP),10,0.0,60,9163.37,-0.085416734,-0.022074401,-1.3879299788001433,-0.087451085,987,435,1797.4501953125,-2634.080078125,1997,0.2689033550325488,0.682382517615777,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL0_ZWin60.csv
Current,NoReEntry,HDBSCAN (UMAP),10,0.0,0,9468.977,-0.049981356,-0.0127366185,-1.5232059372023752,-0.05569977,986,466,1199.074462890625,-1730.09765625,1999,0.2176088044022011,0.6930675031891715,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL0_ZWin0.csv
Current,NoReEntry,HDBSCAN (UMAP),10,0.15,0,9468.977,-0.049981356,-0.0127366185,-1.5232059372023752,-0.05569977,986,466,1199.074462890625,-1730.09765625,1999,0.2176088044022011,0.6930675031891715,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL15_ZWin0.csv
Current,NoReEntry,HDBSCAN (UMAP),10,0.0,20,8579.439,-0.13927293,-0.036800265,-2.3700494063664403,-0.14310223,1845,163,2687.507080078125,-4108.0673828125,3692,0.2982123510292524,0.6542022877526855,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL0_ZWin20.csv
Current,NoReEntry,HDBSCAN (UMAP),10,0.15,60,9258.932,-0.07587916,-0.019534767,-1.3547558321996809,-0.0779215,985,442,1799.6192626953125,-2540.6875,1993,0.26793778223783243,0.7083198003277902,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL15_ZWin60.csv
Current,NoReEntry,HDBSCAN (UMAP),10,0.05,60,9454.891,-0.056423426,-0.014414549,-1.1930522930199425,-0.068055846,950,492,1665.6123046875,-2210.7216796875,1924,0.26403326403326405,0.7534246938415808,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL5_ZWin60.csv
Current,NoReEntry,HDBSCAN (UMAP),10,0.05,0,9479.419,-0.048934102,-0.0124646425,-1.5057707558610085,-0.05465916,986,468,1197.051025390625,-1717.63232421875,1999,0.21710855427713857,0.6969192466350987,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL5_ZWin0.csv
Current,NoReEntry,HDBSCAN (UMAP),10,0.15,20,8670.03,-0.13018405,-0.034267485,-2.447655886370164,-0.13410217,1831,170,2624.31591796875,-3954.28466796875,3666,0.29650845608292414,0.6636638831864418,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL15_ZWin20.csv
Current,NoReEntry,HDBSCAN (UMAP),10,0.05,20,8911.994,-0.103468716,-0.026936114,-2.441099348568469,-0.11049996,1620,299,2243.7490234375,-3331.7548828125,3252,0.29366543665436656,0.6734436062545633,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL5_ZWin20.csv
Current,NoReEntry,HDBSCAN (UMAP),5,0.0,0,9477.022,-0.048853517,-0.012443721,-1.2869283246255458,-0.06182473,509,217,1273.9658203125,-1796.9442138671875,1033,0.2042594385285576,0.7089623653762793,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL0_ZWin0.csv
Current,NoReEntry,HDBSCAN (UMAP),5,0.0,60,8868.638,-0.11713946,-0.030666947,-1.3705572044929475,-0.12119907,447,165,1774.639404296875,-2906.00244140625,911,0.270032930845225,0.6106806308937942,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL0_ZWin60.csv
Current,NoReEntry,HDBSCAN (UMAP),5,0.0,20,8067.788,-0.19131601,-0.05170226,-2.2945351678148778,-0.19357875,915,59,2408.20849609375,-4340.419921875,1832,0.28602620087336245,0.554833066717065,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL0_ZWin20.csv
Current,NoReEntry,HDBSCAN (UMAP),20,0.0,0,9650.726,-0.032829046,-0.008310258,-0.954793306428918,-0.039557327,2448,1249,1485.80078125,-1835.0753173828125,4973,0.24813995576111,0.8096674655125609,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL0_ZWin0.csv
Current,NoReEntry,HDBSCAN (UMAP),20,0.0,20,8814.83,-0.11634362,-0.030448556,-2.319612367045998,-0.11913665,3719,523,2823.6396484375,-4008.807861328125,7452,0.30609232420826626,0.7043589381462706,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL0_ZWin20.csv
Current,NoReEntry,HDBSCAN (UMAP),20,0.0,60,9114.606,-0.09063935,-0.023473501,-1.6311057306340229,-0.09215048,2080,907,1826.370849609375,-2711.763671875,4220,0.2895734597156398,0.6734992685946574,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL0_ZWin60.csv
Current,NoReEntry,HDBSCAN (UMAP),5,0.15,20,8183.8135,-0.17968589,-0.048310995,-2.6297084075439576,-0.18197618,904,64,2294.04833984375,-4110.234375,1812,0.282560706401766,0.5581307853870864,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL15_ZWin20.csv
Current,NoReEntry,HDBSCAN (UMAP),5,0.15,0,9477.022,-0.048853517,-0.012443721,-1.2869283246255458,-0.06182473,509,217,1273.9658203125,-1796.9442138671875,1033,0.2042594385285576,0.7089623653762793,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL15_ZWin0.csv
Current,NoReEntry,HDBSCAN (UMAP),5,0.15,60,9056.639,-0.098424256,-0.025570214,-1.3152005465343315,-0.10235115,447,169,1786.1732177734375,-2729.5341796875,911,0.2678375411635565,0.6543875621949287,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL15_ZWin60.csv
Current,NoReEntry,HDBSCAN (UMAP),5,0.05,0,9518.414,-0.04469955,-0.011367261,-1.1992299441279812,-0.057793245,509,218,1278.2659912109375,-1759.851806640625,1033,0.2042594385285576,0.7263486541239031,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL5_ZWin0.csv
Current,NoReEntry,HDBSCAN (UMAP),5,0.05,20,8500.559,-0.14496702,-0.038397193,-2.7538058941603523,-0.1502979,786,129,1932.19384765625,-3431.63525390625,1580,0.2772151898734177,0.5630533855417247,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL5_ZWin20.csv
Current,NoReEntry,HDBSCAN (UMAP),5,0.05,60,9347.886,-0.06943083,-0.017828882,-1.1602068235630467,-0.07312861,437,207,1673.831787109375,-2325.9462890625,891,0.25925925925925924,0.7196347546718427,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL5_ZWin60.csv
Current,NoReEntry,HDBSCAN (UMAP),20,0.15,0,9650.726,-0.032829046,-0.008310258,-0.954793306428918,-0.039557327,2448,1249,1485.80078125,-1835.0753173828125,4973,0.24813995576111,0.8096674655125609,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL15_ZWin0.csv
Current,NoReEntry,HDBSCAN (UMAP),20,0.15,20,8898.6045,-0.10794556,-0.028153121,-2.298521764383961,-0.110755764,3696,536,2794.16259765625,-3895.55908203125,7409,0.30557430152517207,0.7172686997726904,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL15_ZWin20.csv
Current,NoReEntry,HDBSCAN (UMAP),20,0.05,60,9445.994,-0.057627857,-0.014729202,-1.447213830638269,-0.06141095,2015,1041,1712.218017578125,-2266.22412109375,4099,0.2822639668211759,0.7555378135997226,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL5_ZWin60.csv
Current,NoReEntry,HDBSCAN (UMAP),20,0.05,0,9662.086,-0.031691074,-0.008018732,-0.9332142620265572,-0.03865009,2474,1278,1474.28369140625,-1812.197021484375,5024,0.2448248407643312,0.8135338894877229,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL5_ZWin0.csv
Current,NoReEntry,HDBSCAN (UMAP),20,0.05,20,9076.6045,-0.08815688,-0.022807717,-2.4996297728197256,-0.092539966,3358,904,2380.02783203125,-3303.423828125,6751,0.29891867871426453,0.7204730473177391,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL5_ZWin20.csv
Current,NoReEntry,HDBSCAN (UMAP),20,0.15,60,9173.52,-0.08476168,-0.021899343,-1.6626367832353675,-0.08585229,2072,922,1802.757080078125,-2629.2373046875,4206,0.28768426058012364,0.6856578053506635,current/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE PCA),10,0.0,0,10048.734,0.0048724413,0.00019443035,0.004573472107501825,-0.21145661,9744,0,24628.890625,-24580.15625,19471,0.3184222690154589,1.0019826714893239,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top10_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE PCA),10,0.0,20,7344.1367,-0.27117616,-0.012573242,-0.2752798108444107,-0.39359033,13599,0,28541.2734375,-31197.13671875,27146,0.33655050467840564,0.914868364196584,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top10_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE PCA),10,0.0,60,12859.427,0.27469528,0.009755611,0.16053952246758485,-0.26046515,8194,0,32468.203125,-29608.775390625,16390,0.3480170835875534,1.0965736575272336,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top10_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE PCA),10,0.15,0,9752.503,-0.024748802,-0.0010018945,-0.02684518326051955,-0.1980133,10050,722,24803.1875,-25050.6875,20114,0.31465645818832655,0.9901200316358583,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top10_SL15_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE PCA),10,0.15,20,6655.8867,-0.3394767,-0.016452074,-0.3873205599450277,-0.45755312,13421,159,25316.94921875,-28661.06640625,26804,0.3349500074615729,0.8833219552929558,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top10_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE PCA),10,0.05,20,6763.949,-0.32875317,-0.015818298,-0.5732918326712387,-0.37587813,11757,2381,19194.63671875,-22430.6875,23636,0.3190895244542224,0.8557310924486822,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top10_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE PCA),10,0.15,60,10992.095,0.089594126,0.0034381151,0.06313396590010434,-0.3084479,8047,230,28853.611328125,-27861.51953125,16121,0.3467526828360524,1.035607957267451,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top10_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE PCA),10,0.05,60,10936.828,0.084117174,0.003235817,0.06867183843371968,-0.24310948,7497,2053,22965.232421875,-22028.408203125,15143,0.32780822822426203,1.0425280033905082,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top10_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE PCA),10,0.05,0,8831.543,-0.11684555,-0.0049578547,-0.20271826731745182,-0.21730581,10373,3269,19211.107421875,-20379.564453125,20903,0.2920633401904033,0.9426652599010363,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top10_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE PCA),5,0.0,0,8714.246,-0.12857592,-0.0054899454,-0.11071523518076266,-0.2774206,4348,0,21837.79296875,-23123.55078125,8690,0.315765247410817,0.9443961775307202,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE PCA),5,0.0,60,10918.603,0.080388546,0.0030976534,0.049004206118639246,-0.32831752,4137,0,29739.271484375,-28820.66796875,8281,0.3389687235841082,1.0318730820750246,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE PCA),5,0.0,20,6551.881,-0.3503347,-0.01710397,-0.3099420211421459,-0.45827445,6956,0,27121.14453125,-30569.265625,13885,0.3311487216420598,0.8872030118077133,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE PCA),20,0.0,20,6795.699,-0.32536638,-0.015620112,-0.3897490110643032,-0.431169,26679,0,27557.25,-30761.55078125,53258,0.3407375417777611,0.895834224872593,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top20_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE PCA),20,0.0,0,9225.339,-0.077602446,-0.0032259226,-0.0793388756409789,-0.22661772,21586,0,24341.265625,-25115.92578125,42983,0.3203824767931508,0.9691566154878387,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top20_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE PCA),20,0.0,60,11565.383,0.1467638,0.0054928064,0.10680274060870408,-0.2484955,16282,0,30424.255859375,-28858.875,32596,0.3499202356117315,1.0542426154649134,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top20_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE PCA),5,0.15,20,5770.9834,-0.42776668,-0.022080898,-0.4527871776594344,-0.5341934,6842,85,23087.29296875,-27316.31640625,13668,0.32850453614281533,0.8451832459909421,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE PCA),5,0.15,0,9300.242,-0.069975436,-0.0028975606,-0.06781980395648728,-0.18841289,4562,410,23790.38671875,-24490.142578125,9134,0.31158309612437046,0.9714270402002464,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL15_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE PCA),5,0.15,60,10055.734,-0.0049925447,-0.0002001524,0.003242278339891987,-0.35869512,4070,112,27642.1953125,-27586.462890625,8161,0.3367234407548095,1.00202028154519,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE PCA),5,0.05,0,8406.379,-0.15936261,-0.0069197416,-0.24004003463289392,-0.22058274,4326,1297,18340.169921875,-19933.79296875,8733,0.28936218939654185,0.9200541989488249,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE PCA),5,0.05,60,11435.051,0.13148952,0.004953623,0.09276249175588677,-0.23454446,3680,907,23509.2265625,-22074.177734375,7433,0.3239607157271627,1.0650102959844465,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE PCA),5,0.05,20,6496.827,-0.35579395,-0.01743567,-0.5435299784413821,-0.41176826,6006,1197,18842.013671875,-22345.19140625,12073,0.31201855379773047,0.8432245367388013,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top5_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE PCA),20,0.05,0,8410.435,-0.15908074,-0.00690645,-0.3079240696255315,-0.25623384,23616,7463,19006.8203125,-20596.38671875,47426,0.29869691730274534,0.9228230452284656,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top20_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE PCA),20,0.05,20,6191.384,-0.38535976,-0.019280434,-0.8021920194498915,-0.4250441,23436,5120,18371.66015625,-22180.279296875,47110,0.3217575886223732,0.828288044093223,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top20_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE PCA),20,0.15,20,5959.0713,-0.4084211,-0.02077949,-0.560482526042374,-0.5140911,26382,443,24154.14453125,-28195.07421875,52697,0.33874793631516026,0.8566795867906337,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top20_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE PCA),20,0.15,0,9052.473,-0.09488678,-0.0039798617,-0.11193069586325843,-0.21725242,22080,1409,24421.39453125,-25368.923828125,44058,0.3174224885378365,0.9626500003195039,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top20_SL15_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE PCA),20,0.05,60,9722.312,-0.035984278,-0.0014648438,-0.027363802695926937,-0.24397294,15214,4505,20803.361328125,-21081.046875,30763,0.326886194454377,0.9868277155057082,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top20_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE PCA),20,0.15,60,9840.168,-0.024298668,-0.0009834766,-0.01276419426626325,-0.27532506,15993,525,26834.02734375,-26993.853515625,32067,0.3482396232887392,0.9940791642889191,full/HDBSCAN_AE_PCA_NoReEntry/HDBSCAN_AE_PCA_TradeLogs_Top20_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE UMAP),10,0.0,0,8705.537,-0.12978399,-0.0055451393,-0.1430288257729356,-0.2661561,8646,0,23084.16796875,-24378.630859375,17234,0.324068701404201,0.9469017395565836,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE UMAP),10,0.0,20,5380.547,-0.46383548,-0.024624348,-0.7440241611671886,-0.5340093,13705,0,23431.232421875,-28050.6875,27359,0.3260718593515845,0.835317580785676,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE UMAP),10,0.0,60,7436.967,-0.2564224,-0.011781335,-0.29108483708489125,-0.34661224,8276,0,22360.908203125,-24923.94921875,16553,0.3358907750860871,0.8971655337149839,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE UMAP),10,0.15,60,6327.453,-0.36735636,-0.01814723,-0.5364832689436079,-0.38611466,8231,405,18844.15234375,-22516.69921875,16489,0.3323427739705258,0.8368967476395557,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE UMAP),10,0.15,0,9037.098,-0.09664029,-0.0040571094,-0.1251848934347395,-0.19704048,8856,659,23461.583984375,-24424.486328125,17679,0.3207760619944567,0.9605763523206132,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE UMAP),10,0.15,20,4687.9717,-0.5328497,-0.029985428,-1.0458797130803361,-0.5834071,13371,191,19704.8984375,-25016.921875,26710,0.3248970423062523,0.7876627882502032,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE UMAP),10,0.05,60,6466.248,-0.35347772,-0.017294586,-0.7317333406661005,-0.3713695,7373,2067,14566.10546875,-18099.8515625,14864,0.31283638320775026,0.8047638080595447,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE UMAP),10,0.05,20,5112.2676,-0.49056923,-0.026617765,-1.412886473079788,-0.52064705,11378,2091,15183.58984375,-20071.328125,22844,0.3118980914025565,0.756481571582598,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE UMAP),10,0.05,0,8875.802,-0.11276382,-0.004774332,-0.23741089901088674,-0.17650974,9054,2421,17996.33203125,-19120.533203125,18181,0.3021285957868104,0.9412045072209982,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top10_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE UMAP),5,0.0,20,4938.0586,-0.50896066,-0.028048396,-0.6989644416485112,-0.5707176,6869,0,23085.373046875,-28147.3125,13708,0.3236066530493143,0.8201626015583193,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE UMAP),5,0.0,60,7426.0635,-0.25726265,-0.011826038,-0.23408492483421173,-0.34224507,4082,0,22037.87890625,-24611.8125,8173,0.33206900770830783,0.8954187712201204,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE UMAP),5,0.0,0,8535.307,-0.14640486,-0.006311953,-0.1390287556190074,-0.29209313,3992,0,22816.265625,-24280.95703125,7981,0.3227665706051873,0.9396773609720195,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE UMAP),20,0.0,20,5170.066,-0.48390865,-0.0261119,-0.9331229649816304,-0.53575134,26968,0,23091.7734375,-27921.6953125,53846,0.33421238346395277,0.8270190322993125,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE UMAP),20,0.0,60,6896.158,-0.31004024,-0.014735222,-0.4155747340139149,-0.38670608,16470,0,21380.763671875,-24484.60546875,32943,0.34043651155025345,0.8732329258547183,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE UMAP),20,0.0,0,8508.981,-0.14953065,-0.006457746,-0.18069132319546982,-0.26339588,19667,0,22872.498046875,-24363.515625,38981,0.3271337318180652,0.938801214033535,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE UMAP),5,0.15,0,9224.675,-0.077463984,-0.0032199621,-0.08280438243147552,-0.1972057,4254,441,24367.84375,-25143.169921875,8517,0.3188916285076905,0.9691635472263801,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL15_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE UMAP),5,0.15,20,4153.252,-0.58700144,-0.034754157,-0.9934712287453955,-0.6447447,6697,106,18910.896484375,-24757.6328125,13377,0.32099872916199446,0.7638410597489348,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE UMAP),20,0.15,0,8457.994,-0.1546269,-0.006696582,-0.22626997094637677,-0.25277412,20227,1480,22692.05859375,-24234.0625,40157,0.3239036780636004,0.9363703916233607,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE UMAP),5,0.15,60,6097.102,-0.39018184,-0.019589365,-0.46175974406178394,-0.4059182,4006,153,18130.10546875,-22033.00390625,8033,0.3302626665006847,0.822861265122688,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE UMAP),20,0.15,60,6175.9814,-0.38209403,-0.019072533,-0.6403366283748202,-0.40919042,16469,907,18754.8125,-22578.826171875,32993,0.33810202164095415,0.830637180039132,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin60.csv
