Dataset,ReEntry,Method,Top_N,Stop_Loss,Z_Window,Final_Equity,Cum_Ret,Ann_Ret,Sharpe,MDD,Entries,Stop_Losses,Gross_Profit,Gross_Loss,Total_Trades,Win_Rate,Profit_Factor,_path
Full,NoReEntry,HDBSCAN (AE UMAP),20,0.15,20,4777.139,-0.52313197,-0.029186249,-1.199313025061748,-0.5667841,26483,466,20572.4375,-25795.296875,52915,0.3325333081356893,0.797526680917488,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (PCA),10,0.0,20,8006.4614,-0.19733864,-0.01102227,-1.1898799968964793,-0.20284477,4756,0,5457.423828125,-7450.9638671875,9483,0.3101339238637562,0.7324453487364719,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top10_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (PCA),10,0.0,0,9475.472,-0.055616617,-0.00288105,-0.16467453060497023,-0.07498715,2381,0,4364.99609375,-4889.52392578125,4709,0.29921427054576344,0.8927241506549248,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top10_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (PCA),10,0.15,0,9436.532,-0.059499145,-0.0030881166,-0.21737326346436914,-0.08409811,2383,50,4368.5791015625,-4932.046875,4716,0.29855810008481765,0.8857537676104305,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top10_SL15_ZWin0.csv
Full,NoReEntry,HDBSCAN (PCA),10,0.0,60,8543.473,-0.14847296,-0.008071005,-0.6591797670893198,-0.15077439,2839,0,4701.6201171875,-6158.1474609375,5678,0.3198309263825291,0.7634796254897959,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top10_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE UMAP),5,0.05,0,9512.336,-0.048695207,-0.0019948483,-0.08074929659444693,-0.16334085,4284,1190,19240.55859375,-19728.22265625,8630,0.3025492468134415,0.9752808922021414,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE UMAP),20,0.05,20,5249.4463,-0.4756797,-0.02549547,-1.643849562372573,-0.4936739,22648,4564,15776.4296875,-20526.984375,45501,0.31913584316828203,0.7685702585088073,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (PCA),10,0.15,60,8530.656,-0.14975,-0.008146048,-0.7159506960235862,-0.15184852,2812,38,4554.72265625,-6024.0693359375,5624,0.3198790896159317,0.7560873559469362,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top10_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (AE UMAP),20,0.05,60,6631.5796,-0.33616912,-0.016255558,-0.8098624414716672,-0.3457829,15446,4808,15285.623046875,-18654.04296875,31175,0.3156054530874098,0.819426816614612,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (PCA),10,0.15,20,8005.76,-0.19740868,-0.011026621,-1.2256637393869358,-0.20338292,4728,17,5366.1337890625,-7360.37109375,9430,0.3099681866383881,0.7290575054862531,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top10_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE UMAP),20,0.05,0,8561.38,-0.14429253,-0.006213665,-0.34586334772675875,-0.19210358,21342,6178,18346.23828125,-19784.85546875,42706,0.3025570177492624,0.9272869498707088,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top20_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (AE UMAP),5,0.05,20,5017.2847,-0.5010823,-0.027429342,-1.1272404968719438,-0.5559189,5639,962,15217.083984375,-20199.802734375,11328,0.3113524011299435,0.7533283460476244,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (AE UMAP),5,0.05,60,6390.3784,-0.36084914,-0.017745256,-0.5495131928439823,-0.37425196,3566,916,14222.068359375,-17831.6875,7198,0.3136982495137538,0.797572768105935,full/HDBSCAN_AE_UMAP_NoReEntry/HDBSCAN_AE_UMAP_TradeLogs_Top5_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (PCA),10,0.05,20,8086.789,-0.18870974,-0.010488927,-1.4721480894744092,-0.19467995,4156,286,4364.96630859375,-6278.1767578125,8305,0.30921131848284167,0.6952601809374083,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top10_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (PCA),10,0.05,0,9291.776,-0.073688924,-0.0038520098,-0.44316097857222664,-0.09435256,2436,436,3810.21240234375,-4518.4345703125,4836,0.28225806451612906,0.8432593950519973,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top10_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (PCA),10,0.05,60,8705.241,-0.1315071,-0.007083833,-0.890716656857561,-0.13358097,2538,371,3864.778564453125,-5159.537109375,5085,0.3160275319567355,0.7490552897527826,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top10_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (PCA),5,0.0,0,9852.522,-0.017051756,-0.00086677074,-0.048639438705860155,-0.07246644,1134,0,4340.55810546875,-4488.03515625,2212,0.28933092224231466,0.9671399519729976,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (PCA),5,0.0,20,8408.18,-0.15870911,-0.008675635,-0.7551488105663758,-0.1752078,2416,0,5807.583984375,-7399.4033203125,4817,0.3103591446958688,0.7848719326370938,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (PCA),5,0.0,60,8738.277,-0.12907434,-0.0069437623,-0.4687359638746691,-0.13074595,1417,0,4869.931640625,-6131.65576171875,2836,0.3212270803949224,0.7942278284813433,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (PCA),20,0.0,20,7874.178,-0.2113139,-0.011897743,-1.4670708627505509,-0.21377307,9145,0,5266.45947265625,-7392.2802734375,18243,0.3089952310475251,0.7124269207676135,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top20_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (PCA),5,0.15,0,9793.906,-0.022898257,-0.0011672974,-0.07712282376287406,-0.08379445,1136,20,4304.052734375,-4510.1474609375,2217,0.28912945421741093,0.9543042154724448,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL15_ZWin0.csv
Full,NoReEntry,HDBSCAN (PCA),20,0.0,0,9287.547,-0.07330674,-0.0038312674,-0.2298616882434787,-0.09031535,5203,0,4425.1494140625,-5137.603515625,10344,0.29669373549883993,0.8613255967698339,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top20_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (PCA),20,0.0,60,8331.27,-0.1676563,-0.009209931,-0.8425726067622809,-0.170146,5559,0,4455.56640625,-6124.29296875,11115,0.31731893837156994,0.7275233939632062,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top20_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (PCA),5,0.15,20,8402.013,-0.1593265,-0.008712351,-0.7953809940890648,-0.17563272,2402,8,5675.724609375,-7273.712890625,4790,0.3096033402922756,0.7803063847475162,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (PCA),20,0.15,0,9193.668,-0.08267444,-0.0043414235,-0.35087430837629235,-0.099521756,5230,135,4364.84130859375,-5171.17333984375,10405,0.2951465641518501,0.844071745760825,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top20_SL15_ZWin0.csv
Full,NoReEntry,HDBSCAN (PCA),20,0.15,60,8247.4375,-0.17603111,-0.009714961,-0.9786280622290481,-0.17816639,5500,95,4303.12158203125,-6055.68359375,10998,0.31742134933624294,0.7105922090236767,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top20_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (PCA),20,0.15,20,7854.2666,-0.21330917,-0.012023926,-1.5347113512255275,-0.2159971,9088,37,5180.80419921875,-7326.533203125,18132,0.30890138980807413,0.7071290138982748,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top20_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (PCA),5,0.15,60,8694.765,-0.13341129,-0.0071936846,-0.5429348229665635,-0.13507813,1400,18,4698.9228515625,-6004.15966796875,2802,0.32119914346895073,0.782611241441582,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (PCA),20,0.05,0,9170.804,-0.08470398,-0.004452646,-0.6530351798672696,-0.09271782,5305,877,3756.630615234375,-4585.8271484375,10589,0.2802908678817641,0.8191827763317132,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top20_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (PCA),20,0.05,20,8023.5166,-0.1953916,-0.010901451,-1.8223361655682562,-0.19860119,7956,609,4202.35595703125,-6178.84228515625,15908,0.30927835051546393,0.6801202819380558,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top20_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (PCA),20,0.05,60,8549.429,-0.14524287,-0.007881641,-1.2036442466281816,-0.1463834,5018,810,3624.48974609375,-5075.060546875,10067,0.3122082050263236,0.7141766512176002,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top20_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (PCA),5,0.05,0,9451.947,-0.05701512,-0.002955556,-0.2971565924406276,-0.10554586,1113,167,3696.351806640625,-4244.404296875,2177,0.27698667891593937,0.8708764641865323,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (PCA),5,0.05,60,8969.977,-0.10598183,-0.0056325793,-0.5872406930363485,-0.10885481,1267,174,4052.69189453125,-5082.716796875,2538,0.3219070133963751,0.7973475714844,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (PCA),5,0.05,20,8411.605,-0.15778995,-0.008621097,-0.9743198554697684,-0.1743044,2127,151,4666.2734375,-6254.66943359375,4248,0.3090866290018832,0.7460463717614723,full/HDBSCAN_PCA_NoReEntry/HDBSCAN_PCA_TradeLogs_Top5_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (UMAP),10,0.05,20,8306.855,-0.17597657,-0.007712364,-0.20896692060185504,-0.32164887,11664,2353,22982.640625,-24675.78515625,23388,0.3132803146912947,0.9313843705264571,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (UMAP),10,0.0,0,13913.902,0.3913895,0.013299823,0.1320243179582384,-0.3121615,9212,0,38491.453125,-34577.546875,18360,0.318681917211329,1.1131921319967844,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (UMAP),10,0.0,60,17911.277,0.7709178,0.023123264,0.17773007736000598,-0.77389354,8306,0,52700.71875,-44789.4375,16600,0.3387349397590361,1.176632744048192,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (UMAP),10,0.15,60,12513.428,0.23722208,0.008551121,0.1043783287018452,-0.36652726,8303,688,36455.01953125,-33941.58984375,16622,0.33287209722055106,1.0740516192397165,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (UMAP),10,0.05,60,13716.72,0.35619533,0.0122618675,0.17554904746559225,-0.24029373,7412,2116,29418.904296875,-25702.185546875,14924,0.31613508442776733,1.1446071091200218,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (UMAP),10,0.0,20,14053.864,0.39411604,0.013379097,0.18750764669865547,-0.413276,13842,0,49037.6484375,-44983.796875,27613,0.33194509832325353,1.0901180390300258,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (UMAP),10,0.15,0,11056.352,0.105636954,0.0040249825,0.06602227102787245,-0.20946191,9633,1126,32862.05859375,-31805.70703125,19234,0.3091920557346366,1.03321264204132,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL15_ZWin0.csv
Full,NoReEntry,HDBSCAN (UMAP),10,0.05,0,9217.383,-0.07826197,-0.0032544732,-0.08392523720154071,-0.14928743,9644,2985,21667.29296875,-22449.908203125,19381,0.2888911820855477,0.9651394906698968,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (UMAP),10,0.15,20,8204.739,-0.18610585,-0.008203149,-0.15587925720513607,-0.4271495,13578,550,30720.8203125,-32516.078125,27109,0.3262016304548305,0.9447886117877262,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top10_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (UMAP),5,0.0,20,13432.275,0.33192015,0.011530876,0.16604495420791685,-0.38919094,6916,0,46378.4453125,-42946.171875,13796,0.3300231951290229,1.0799203581518289,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (UMAP),5,0.0,60,18063.178,0.78281105,0.023397207,0.1869082505346932,-0.66132104,4180,0,49891.5546875,-41828.3671875,8359,0.33963392750328986,1.1927684019760065,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (UMAP),5,0.0,0,13040.771,0.3040762,0.010676384,0.11708558740399876,-0.26376757,4713,0,34255.4765625,-31214.7109375,9403,0.30862490694459216,1.097414505330144,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (UMAP),20,0.0,0,14700.777,0.4700786,0.015532017,0.18606187954378633,-0.20667222,21008,0,41657.42578125,-36956.6484375,41749,0.32498982011545186,1.1271970685247559,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL0_ZWin0.csv
Full,NoReEntry,HDBSCAN (UMAP),20,0.0,20,13448.432,0.33384228,0.0115891695,0.18215497021106766,-0.37667122,27528,0,48075.66796875,-44627.2421875,54948,0.33427968260901214,1.0772717652316839,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL0_ZWin20.csv
Full,NoReEntry,HDBSCAN (UMAP),20,0.0,60,17073.32,0.6903242,0.021218777,0.19022696741050418,-0.6357181,16676,0,50419.3125,-43346.00390625,33346,0.3424098842439873,1.1631824841119924,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL0_ZWin60.csv
Full,NoReEntry,HDBSCAN (UMAP),5,0.15,0,11779.443,0.1779449,0.0065723658,0.10729148987300186,-0.22498132,4830,468,32345.091796875,-30565.6484375,9651,0.3022484716609678,1.0582170982897212,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL15_ZWin0.csv
Full,NoReEntry,HDBSCAN (UMAP),5,0.15,20,8652.045,-0.1420784,-0.006110966,-0.10833733851909494,-0.37505215,6743,220,31176.8984375,-32524.853515625,13463,0.32555893931516006,0.9585561522213332,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (UMAP),5,0.15,60,12330.512,0.21700346,0.007886648,0.09494030001893847,-0.36995223,4216,328,35003.84375,-32673.326171875,8446,0.3312810798010893,1.0713278337768712,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (UMAP),5,0.05,60,13387.154,0.321293,0.011206746,0.15205770165096255,-0.2738496,3638,922,28293.95703125,-24906.8046875,7332,0.3180578286961266,1.1359930503429816,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (UMAP),5,0.05,0,9266.476,-0.07335323,-0.003042698,-0.08224852285035043,-0.16874725,4599,1274,20369.12109375,-21102.64453125,9255,0.2835224203133441,0.9652402125992429,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (UMAP),5,0.05,20,8601.644,-0.14707595,-0.006343186,-0.16092911639036675,-0.27328497,5718,1026,23095.14453125,-24493.5,11474,0.31183545407007146,0.9429091200216384,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top5_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (UMAP),20,0.05,0,9823.4,-0.017659009,-0.0007123947,-0.019168244348145416,-0.1983777,22219,7085,24197.109375,-24373.70703125,44566,0.29524749809271644,0.9927545836165348,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL5_ZWin0.csv
Full,NoReEntry,HDBSCAN (UMAP),20,0.15,20,7947.121,-0.21179008,-0.009474456,-0.2036719276990027,-0.40187997,27264,1182,31177.8984375,-33230.77734375,54458,0.32893238826251425,0.9382235665144287,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL15_ZWin20.csv
Full,NoReEntry,HDBSCAN (UMAP),20,0.15,60,12088.299,0.19678926,0.007211566,0.10117859006994125,-0.29408675,16743,1409,34640.296875,-32551.99609375,33539,0.3342973851337249,1.0641527719294288,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL15_ZWin60.csv
Full,NoReEntry,HDBSCAN (UMAP),20,0.05,20,8189.3345,-0.18776602,-0.008284152,-0.25887712850715255,-0.30906156,23263,4817,22846.0078125,-24656.673828125,46672,0.31562821391840934,0.9265648713104345,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL5_ZWin20.csv
Full,NoReEntry,HDBSCAN (UMAP),20,0.05,60,12682.815,0.25564897,0.009147644,0.1521701661653635,-0.18224688,15627,4948,27485.22265625,-24802.40625,31461,0.3134674676583707,1.1081675858063167,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL5_ZWin60.csv
Full,NoReEntry,HDBSCAN (UMAP),20,0.15,0,11409.95,0.14099514,0.0052900314,0.09686686934187681,-0.15146543,22272,3133,34939.2109375,-33529.26953125,44361,0.3153445594102928,1.0420510624287804,full/HDBSCAN_UMAP_NoReEntry/HDBSCAN_UMAP_TradeLogs_Top20_SL15_ZWin0.csv
