Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,LNT,0.061924,1,0.9818,0.9538
AIV,AVB,0.064895,2,0.988,1.0059
DUK,ED,0.078802,3,0.9823,0.8879
AEE,DTE,0.079409,4,0.9672,1.031
FITB,RF,0.083381,5,0.939,0.898
EQR,ESS,0.085218,6,0.9889,0.9957
EIX,XEL,0.086673,7,0.9786,0.9714
KIM,SPG,0.087955,8,0.9831,1.0717
USB,WFC,0.08829,9,0.9156,0.794
EQR,REG,0.095629,10,0.987,1.0132
KIM,O,0.095889,11,0.9791,0.9243
MMM,TRV,0.096692,12,0.9745,1.0621
PSA,VNO,0.097118,13,0.9734,0.9392
A,AIG,0.098811,14,0.8625,0.8248
EVRG,LNT,0.099236,15,0.9831,0.9571
ES,LNT,0.101474,16,0.9823,1.1517
AVB,UDR,0.10272,17,0.9815,1.0713
CL,TROW,0.106458,18,0.8169,0.7985
EMR,XOM,0.107074,19,0.9219,0.8751
AVB,REG,0.109294,20,0.9853,0.8971
