Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
DTE,WEC,0.050986,1,0.9669
CMS,EVRG,0.060278,2,0.9464
CMS,DTE,0.068987,3,0.9613
ACGL,ALL,0.092878,4,0.9726
DTE,EVRG,0.105295,5,0.9233
EVRG,WEC,0.107155,6,0.9586
AEE,LNT,0.110243,7,0.9398
CMS,WEC,0.112734,8,0.9639
ED,EIX,0.114965,9,0.8821
ES,PNW,0.115817,10,0.9137
ES,XEL,0.118581,11,0.9391
CMS,PNW,0.122922,12,0.9171
ES,PEG,0.126734,13,0.897
RF,ZION,0.128151,14,0.9834
ADP,PAYX,0.130323,15,0.9853
ESS,UDR,0.131849,16,0.8931
AEE,BF-B,0.133654,17,0.9337
ALL,NI,0.137164,18,0.9593
DUK,WRB,0.137186,19,0.8179
BIO,WRB,0.137229,20,0.796
