Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
FRT,REG,0.09408,1,0.9915,1.028
CMS,LNT,0.116273,2,0.9667,0.8663
EQR,ESS,0.134206,3,0.9839,0.8893
CPT,UDR,0.142286,4,0.9854,1.0624
EVRG,LNT,0.147972,5,0.957,1.0159
EQR,UDR,0.159435,6,0.9732,1.0393
CMS,XEL,0.176169,7,0.9288,0.9858
ADM,BRK-B,0.179981,8,0.9585,1.1967
ATO,PEP,0.182686,9,0.8848,0.9801
HBAN,RF,0.192439,10,0.9872,0.9924
AON,MRSH,0.19616,11,0.9529,0.9863
AJG,AON,0.206786,12,0.9516,0.9104
AVB,UDR,0.217874,13,0.9827,1.1328
C,KEY,0.219313,14,0.9919,0.9517
ETN,ITW,0.228364,15,0.9629,1.0593
AMT,CCI,0.2298,16,0.9587,0.8445
CPT,EQR,0.229867,17,0.9583,0.9779
RF,TFC,0.23134,18,0.9871,1.0479
D,PEP,0.237613,19,0.8799,1.0584
KEY,TFC,0.239992,20,0.9864,1.1001
