Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AVB,UDR,0.075933,1,0.995,0.9947
CSX,UNP,0.090014,2,0.9727,1.0419
AME,IEX,0.092538,3,0.9731,0.9566
CMS,WEC,0.102627,4,0.9614,1.0032
D,SO,0.126653,5,0.9009,0.7057
D,WEC,0.141194,6,0.9283,0.7256
AME,ITW,0.142436,7,0.9494,0.943
AEP,CMS,0.149072,8,0.9413,0.8579
D,PPL,0.153035,9,0.8391,0.8959
BRK-B,L,0.154863,10,0.9511,1.0192
PPL,SO,0.155046,11,0.9115,0.6701
AEE,ETR,0.171064,12,0.9461,0.9318
ACGL,EG,0.172962,13,0.9461,1.0937
AEE,DUK,0.178694,14,0.9488,1.0458
SO,WEC,0.18056,15,0.8835,0.8841
AME,KO,0.183429,16,0.9117,0.9703
COR,MCD,0.193786,17,0.938,0.9587
HD,LOW,0.199589,18,0.986,0.9795
AEP,PEG,0.200643,19,0.8524,0.777
HUBB,ITT,0.202623,20,0.9507,0.9036
