Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEE,XEL,0.042507,1,0.9754,0.9011
CNP,XEL,0.073799,2,0.9489,0.8635
AEE,CNP,0.076569,3,0.9445,0.9589
CMS,DUK,0.084257,4,0.9677,0.9866
AEE,WEC,0.0878,5,0.9391,0.8931
WEC,XEL,0.098456,6,0.9471,0.9217
EVRG,LNT,0.106832,7,0.9342,0.825
AEP,ETR,0.106883,8,0.9222,1.0123
AEP,WEC,0.108548,9,0.9361,0.9254
CL,KO,0.115842,10,0.8646,0.8924
AEE,AEP,0.131008,11,0.9397,0.9023
CMS,EVRG,0.131876,12,0.9265,1.0337
DTE,LNT,0.134889,13,0.9572,1.0401
CMS,LNT,0.136614,14,0.9366,0.9318
RSG,WM,0.14174,15,0.924,1.0608
DTE,ES,0.148568,16,0.9244,0.9028
CMS,NI,0.149102,17,0.8991,0.989
DUK,LNT,0.149652,18,0.905,0.8851
DUK,ES,0.154657,19,0.9347,0.8203
PAYX,UNP,0.157275,20,0.8986,0.9361
