Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
DTE,ES,0.052495,1,0.9653
ITW,MMM,0.059928,2,0.9502
AEP,DTE,0.07128,3,0.9607
AIV,CPT,0.073229,4,0.8839
TFC,WFC,0.079117,5,0.9433
AEP,ES,0.080525,6,0.9342
AEP,D,0.088629,7,0.9049
D,DTE,0.090191,8,0.911
MRSH,USB,0.094724,9,0.8131
DTE,WEC,0.096171,10,0.9484
AJG,STT,0.098924,11,0.9063
EG,T,0.100669,12,0.8319
FRT,REG,0.103395,13,0.9377
PRU,RF,0.105222,14,0.9413
AMT,KO,0.106459,15,0.7817
EIX,PNW,0.106639,16,0.9173
BLK,ITW,0.108393,17,0.9511
AEE,ES,0.108942,18,0.9256
CMS,SPG,0.11006,19,0.8952
PNW,SO,0.114359,20,0.942
