Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
BDX,JNJ,0.101136,1,0.9229,1.1524
JNJ,WMT,0.123083,2,0.8335,0.9858
PPG,ROP,0.128059,3,0.9744,0.9869
BXP,SPG,0.133586,4,0.9859,1.0319
ES,EVRG,0.148154,5,0.9719,1.0527
ES,PNW,0.153809,6,0.9772,1.1121
CSX,NSC,0.154445,7,0.9724,1.1081
ACGL,BALL,0.158063,8,0.9496,0.8236
MMM,WM,0.158161,9,0.8912,0.9413
ES,WEC,0.1644,10,0.9705,0.9195
DUK,PCG,0.166488,11,0.9136,0.8075
ACGL,HRL,0.167626,12,0.9457,0.9369
HRL,MKC,0.173544,13,0.927,0.9325
ED,SO,0.175757,14,0.9671,0.8123
EVRG,WEC,0.177929,15,0.9736,0.8528
BXP,VNO,0.181046,16,0.992,0.9481
BDX,WMT,0.183445,17,0.8594,1.2753
IBM,LH,0.190222,18,0.7328,0.8218
ALL,HSIC,0.195122,19,0.9048,1.0357
ACGL,MKC,0.201776,20,0.9468,0.9421
