Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,XEL,0.01907,1,0.9961,0.9679
AVB,EQR,0.056229,2,0.9845,0.9857
CPT,MAA,0.058765,3,0.9744,0.953
FRT,MAA,0.072552,4,0.9664,0.9909
CMS,WEC,0.075329,5,0.9938,0.8641
WEC,XEL,0.088198,6,0.9938,0.9911
AEP,ETR,0.094712,7,0.986,1.156
MCO,SPGI,0.098426,8,0.9714,1.1001
AEP,WEC,0.098893,9,0.9914,0.9653
CPT,FRT,0.10162,10,0.9514,0.9078
LNT,NEE,0.108579,11,0.9563,0.8085
AIV,EQR,0.113073,12,0.9912,1.1369
AEE,EXC,0.114379,13,0.9797,1.0847
ETR,FE,0.11933,14,0.9627,0.9343
ETR,XEL,0.119804,15,0.9853,0.8148
MMM,TRV,0.123672,16,0.8239,0.8497
AVB,RSG,0.127129,17,0.9694,1.1299
AEP,DUK,0.127204,18,0.9817,1.1228
AEP,PNW,0.127521,19,0.9814,1.036
AIV,AVB,0.129906,20,0.9787,1.1203
