Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,ED,0.031809,1,0.9814,1.0553
AEP,XEL,0.041081,2,0.9806,0.9648
DUK,PNW,0.045133,3,0.9675,0.9588
ED,XEL,0.050109,4,0.9794,0.8965
DTE,LNT,0.056812,5,0.9678,0.8264
DTE,ED,0.05846,6,0.9768,0.8436
CMS,DUK,0.059087,7,0.9721,0.9262
AEP,LNT,0.071999,8,0.9837,1.0469
AEP,WEC,0.073485,9,0.9548,1.0029
CMS,PNW,0.073575,10,0.9411,0.8878
ATO,XEL,0.077141,11,0.957,0.821
VTR,WELL,0.081722,12,0.982,0.9784
AEE,LNT,0.081771,13,0.9703,1.0972
ED,LNT,0.083647,14,0.9663,0.9557
ED,WEC,0.086502,15,0.9425,0.9197
AEP,DTE,0.087018,16,0.9753,1.2161
FITB,ZION,0.089613,17,0.9871,1.0474
WEC,XEL,0.09313,18,0.9421,0.8791
NI,XEL,0.098144,19,0.9507,1.0226
ATO,ED,0.102536,20,0.938,0.8803
