Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEE,LNT,0.089626,1,0.96,0.891
CMS,XEL,0.106304,2,0.9353,0.8059
AON,WTW,0.139602,3,0.9838,0.9657
FISV,GPN,0.155682,4,0.9548,0.9512
DUK,SO,0.161624,5,0.9648,0.9754
ED,WEC,0.164363,6,0.8882,0.8443
CPT,MAA,0.172771,7,0.9889,0.9268
CPB,GIS,0.174103,8,0.7786,0.6672
IEX,MDT,0.181438,9,0.9758,1.0086
EQR,UDR,0.193925,10,0.9876,1.0847
MDT,ZBH,0.197396,11,0.9769,0.9679
RSG,WM,0.210108,12,0.9658,0.8923
CMS,ED,0.238383,13,0.9001,0.8219
CMS,WEC,0.24316,14,0.9196,0.8015
AEP,ETR,0.24919,15,0.8412,0.6904
DOC,MMM,0.256255,16,0.9519,0.8947
EXC,SO,0.263867,17,0.9564,0.9976
DUK,EXC,0.270632,18,0.9305,0.8969
BRO,MDLZ,0.273764,19,0.898,1.0368
AEE,HUM,0.275862,20,0.8417,0.8718
