Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
CMS,XEL,0.084178,1,0.9768
AVB,UDR,0.101035,2,0.9798
CMS,LNT,0.117061,3,0.9718
AVB,CPT,0.181251,4,0.976
EQR,ESS,0.186193,5,0.9822
AEP,EVRG,0.190004,6,0.9575
FRT,REG,0.193923,7,0.9861
AEP,RSG,0.207304,8,0.9271
CPT,UDR,0.213955,9,0.9824
AMT,XEL,0.225484,10,0.9302
CPT,ESS,0.229551,11,0.9561
ARE,D,0.241056,12,0.9176
ADP,PAYX,0.241374,13,0.9343
EVRG,LNT,0.241564,14,0.9646
ETN,ITW,0.245605,15,0.9706
AEP,PEP,0.24566,16,0.9272
LNT,XEL,0.246386,17,0.9432
HBAN,RF,0.247193,18,0.9852
C,KEY,0.247815,19,0.9881
MDLZ,PEP,0.253699,20,0.885
