Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.043136,1,0.9826,1.0254
ES,PNW,0.043587,2,0.9593,0.9477
KO,PEP,0.057958,3,0.9209,1.0563
DTE,PCG,0.062817,4,0.8965,0.9472
AEE,XEL,0.064722,5,0.9578,1.1091
PNW,WEC,0.065076,6,0.951,0.8508
DTE,PNW,0.068279,7,0.9444,0.7574
AEP,SO,0.080391,8,0.9413,0.8055
ITW,MMM,0.082605,9,0.9483,0.9714
DTE,ES,0.090004,10,0.9409,0.7627
AEE,CMS,0.091955,11,0.9519,1.0564
SO,WEC,0.092942,12,0.9266,0.7657
ES,PCG,0.093756,13,0.9246,1.2079
ES,WEC,0.094354,14,0.9394,0.8296
FRT,REG,0.097902,15,0.9592,0.9456
AEP,DTE,0.100112,16,0.8952,0.884
HON,MRSH,0.100802,17,0.815,0.6764
EQR,FRT,0.107412,18,0.9142,0.8105
ES,SO,0.109384,19,0.9172,0.9815
GPC,MMM,0.110244,20,0.9344,0.8412
