Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AVB,ESS,0.038393,1,0.9762,0.9654
EVRG,XEL,0.060331,2,0.9462,1.0002
AEE,ED,0.092084,3,0.9196,0.9169
LNT,XEL,0.093091,4,0.9055,0.8018
DUK,SO,0.095382,5,0.8885,1.0579
ADP,PAYX,0.104075,6,0.9288,0.8194
D,SO,0.111444,7,0.9019,0.9916
D,ED,0.111708,8,0.8721,0.7591
BRK-B,JNJ,0.113241,9,0.908,0.9726
ADP,XOM,0.129252,10,0.917,0.8965
EVRG,LNT,0.131354,11,0.8859,1.0592
CPT,MAA,0.134686,12,0.9348,0.9832
AVB,EQR,0.141467,13,0.9343,0.9306
CB,MRSH,0.145367,14,0.8941,0.9024
CMS,DTE,0.151365,15,0.9695,0.8729
JKHY,TFX,0.152491,16,0.9353,0.9022
AEP,OKE,0.162368,17,0.9251,0.9804
MMM,PAYX,0.164505,18,0.9016,0.885
MAA,PCG,0.165226,19,0.9034,0.9963
DUK,XEL,0.167238,20,0.9045,0.8088
