Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
CMS,XEL,0.042646,1,0.9979
PNW,XEL,0.069451,2,0.9895
DTE,PCG,0.072934,3,0.9855
CMS,PNW,0.079644,4,0.9897
JPM,MTB,0.095503,5,0.941
AIV,CPT,0.09984,6,0.9545
GPC,MMM,0.103769,7,0.9639
AEP,SO,0.105707,8,0.9829
AVB,UDR,0.106793,9,0.9303
PNC,WFC,0.107003,10,0.9619
FHN,TFC,0.117768,11,0.9527
AEP,NEE,0.125292,12,0.9774
AEP,DTE,0.127291,13,0.974
AEP,PCG,0.130148,14,0.9744
AIG,WFC,0.131015,15,0.9307
ED,PNW,0.135238,16,0.9793
AZO,ORLY,0.13851,17,0.9299
ED,XEL,0.140049,18,0.9797
CMS,WEC,0.14985,19,0.9933
BRK-B,L,0.152404,20,0.8453
