Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
LNT,WEC,0.029035,1,0.9892,1.0007
PNW,SRE,0.039963,2,0.9835,1.0074
AEP,ED,0.040198,3,0.9909,1.0467
DUK,PNW,0.046767,4,0.982,0.9394
DUK,SRE,0.054515,5,0.9771,0.9566
CMS,PNW,0.060994,6,0.9849,0.9992
ED,ES,0.062322,7,0.9873,1.1246
CMS,DUK,0.062622,8,0.9931,1.0535
CMS,ES,0.063323,9,0.9917,1.0361
DUK,LNT,0.07262,10,0.9806,0.9106
CMS,SRE,0.079603,11,0.9789,1.0167
ATO,CMS,0.087446,12,0.977,1.0823
ATO,ED,0.089525,13,0.9795,0.9958
DTE,LNT,0.090162,14,0.9789,0.9066
CMS,ED,0.095094,15,0.9901,0.9085
DTE,WEC,0.098602,16,0.9709,0.9112
BAC,JPM,0.101935,17,0.9642,1.0098
HSY,MKC,0.11111,18,0.8769,0.7668
DUK,WEC,0.116883,19,0.965,0.9065
ATO,NI,0.119818,20,0.9865,0.8348
