Ticker_A,Ticker_B,SSD,Hedge_Ratio,Rank,Mean_A,Std_A,Mean_B,Std_B
ETR,NEE,3.149559,0.9937,1,40.85854884556362,4.78740174286988,43.97603187863789,4.6050150780966534
CMS,WEC,3.718341,0.9926,2,47.59872363862537,3.7943832699489763,67.77930293007502,6.761841984769933
ETR,FE,4.370626,0.9913,3,40.85854884556362,4.78740174286988,33.53990252055819,2.8829478478036497
NEE,SO,4.968196,0.9901,4,43.97603187863789,4.6050150780966534,42.97437969086662,4.505470687891697
ETR,SO,5.099262,0.9898,5,40.85854884556362,4.78740174286988,42.97437969086662,4.505470687891697
AVB,CPT,5.759579,0.9885,6,162.89231733291868,9.261652596059355,83.60195014590309,5.767958926200136
FE,SO,5.857902,0.9883,7,33.53990252055819,2.8829478478036497,42.97437969086662,4.505470687891697
LNT,SO,6.088008,0.9878,8,40.263537210131446,3.2011282196435755,42.97437969086662,4.505470687891697
CMS,LNT,6.250319,0.9875,9,47.59872363862537,3.7943832699489763,40.263537210131446,3.2011282196435755
FE,NEE,6.526863,0.9869,10,33.53990252055819,2.8829478478036497,43.97603187863789,4.6050150780966534
HIG,LMT,6.655784,0.9867,11,47.26491791861398,4.78706447545623,290.2388064066569,33.908662773562554
SHW,TDY,6.824299,0.9863,12,153.27965645563035,20.095968917709946,278.34142830258327,44.19815373895839
MCO,SPGI,6.868073,0.9862,13,186.04674823700435,22.65729670466942,218.2214247082907,26.743468566310554
WEC,XEL,6.908775,0.9861,14,67.77930293007502,6.761841984769933,48.30843024783664,3.8798276271746253
AEP,XEL,7.361606,0.9852,15,68.88226777031308,4.944246033911226,48.30843024783664,3.8798276271746253
CMS,XEL,7.386281,0.9852,16,47.59872363862537,3.7943832699489763,48.30843024783664,3.8798276271746253
LNT,NEE,7.682412,0.9846,17,40.263537210131446,3.2011282196435755,43.97603187863789,4.6050150780966534
ACGL,LNT,7.689023,0.9846,18,34.655572346278596,4.362357949364041,40.263537210131446,3.2011282196435755
ATO,XEL,7.89095,0.9842,19,88.91829378642733,5.298724783735913,48.30843024783664,3.8798276271746253
ETR,LNT,8.062916,0.9838,20,40.85854884556362,4.78740174286988,40.263537210131446,3.2011282196435755
