Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AON,WTW,0.112324,1,0.983,1.1104
CMS,WEC,0.169393,2,0.9111,0.7939
DUK,SO,0.191213,3,0.9441,0.9356
CPT,MAA,0.202696,4,0.9786,0.9117
LNT,XEL,0.211622,5,0.9018,0.8612
AEE,CMS,0.222027,6,0.8913,0.9862
AEE,LNT,0.280655,7,0.9551,0.9128
AVB,UDR,0.306595,8,0.9573,0.812
MDLZ,PEP,0.322986,9,0.8469,1.1468
AEP,PNW,0.324463,10,0.8492,0.6961
AEP,ES,0.329798,11,0.7729,0.7216
ATO,NI,0.339227,12,0.7012,0.7331
CL,WMT,0.341049,13,0.8992,0.807
CB,TRV,0.373239,14,0.981,1.0203
MRK,VZ,0.377458,15,0.6651,0.6778
DHR,TMO,0.37746,16,0.9908,0.9859
RSG,WM,0.380965,17,0.9649,1.0351
HBAN,KEY,0.39195,18,0.9958,1.0345
BMY,PEP,0.392924,19,0.6158,0.5929
AZO,ORLY,0.396363,20,0.94,0.9048
