Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
AEP,WEC,0.04162,1,0.9932
AVB,EQR,0.046507,2,0.99
AEE,DTE,0.05052,3,0.988
CMS,FE,0.052728,4,0.9844
WEC,XEL,0.053553,5,0.9968
ATO,LNT,0.071426,6,0.978
AEP,XEL,0.072974,7,0.9964
AIV,UDR,0.088871,8,0.9917
ES,WEC,0.094461,9,0.9854
ES,XEL,0.097484,10,0.987
AEP,ES,0.099617,11,0.9884
CPT,MAA,0.103545,12,0.9748
AIV,ESS,0.116127,13,0.9837
C,LNC,0.120536,14,0.9585
ED,LNT,0.12269,15,0.9583
CB,CL,0.12518,16,0.9391
AEE,WEC,0.135947,17,0.9893
ATO,D,0.137615,18,0.9279
CMS,ETR,0.138375,19,0.9876
AIV,EXC,0.139106,20,0.9698
