Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AVB,UDR,0.114638,1,0.989,1.0956
EQR,UDR,0.115749,2,0.9839,1.0039
AVB,EQR,0.144244,3,0.9873,1.0711
PNC,RF,0.165621,4,0.9916,0.9461
CMS,FE,0.165674,5,0.9726,1.1328
CPT,EQR,0.188912,6,0.9841,1.1164
BRK-B,CB,0.196177,7,0.9557,0.9476
CMS,EVRG,0.196452,8,0.964,0.8919
D,DUK,0.198597,9,0.9697,1.0493
DTE,FE,0.202359,10,0.9718,0.9488
PPG,UPS,0.205264,11,0.8756,0.7679
BRK-B,RSG,0.211136,12,0.9539,0.9636
CPT,ESS,0.212763,13,0.9817,0.9919
FE,KO,0.21506,14,0.9337,0.9724
AVB,CPT,0.215965,15,0.9827,0.9411
DVN,OXY,0.221781,16,0.9531,0.9911
DHR,TMO,0.229819,17,0.9075,1.0036
SYY,UNP,0.231324,18,0.6685,0.7574
POOL,WY,0.231476,19,0.8884,0.9967
CMS,DUK,0.232491,20,0.9716,0.8929
