Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
ED,PNW,0.064127,1,0.978
ED,XEL,0.068188,2,0.9841
SO,WEC,0.07943,3,0.9857
EVRG,SO,0.082707,4,0.9782
PNW,XEL,0.097437,5,0.9774
PCG,XEL,0.106413,6,0.9627
EVRG,LNT,0.108395,7,0.9794
CLX,KMB,0.121615,8,0.865
ED,PCG,0.137094,9,0.9747
AJG,MKC,0.144963,10,0.9693
JNJ,WMT,0.145087,11,0.7876
AEE,T,0.146835,12,0.9667
AEE,CNP,0.150441,13,0.9752
LNT,SO,0.15064,14,0.9679
EVRG,WEC,0.151024,15,0.9717
ADP,RTX,0.153689,16,0.9422
ED,T,0.155792,17,0.97
MDLZ,WM,0.158697,18,0.9179
ECL,NEE,0.162275,19,0.9275
T,XEL,0.165365,20,0.9692
