Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
AJG,AON,0.066726,1,0.9823
NEE,SO,0.075144,2,0.9919
AEE,DTE,0.076241,3,0.9381
CMS,LNT,0.076387,4,0.9814
AIV,UDR,0.078632,5,0.9165
AVB,CPT,0.07974,6,0.9778
EQR,ESS,0.087531,7,0.9672
CMS,XEL,0.090606,8,0.9838
HBAN,RF,0.107534,9,0.9656
AON,NDAQ,0.115938,10,0.9771
CMS,ES,0.118763,11,0.9851
ES,LNT,0.120129,12,0.9819
AEP,CMS,0.123825,13,0.9674
AEP,LNT,0.127246,14,0.9782
AEP,XEL,0.13536,15,0.9741
FE,LNT,0.137951,16,0.9741
AJG,NDAQ,0.141387,17,0.9729
AVB,UDR,0.14498,18,0.9403
O,UDR,0.15204,19,0.9339
AIV,AVB,0.160235,20,0.9248
