Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
D,LNT,0.07649,1,0.966,0.9118
ED,SO,0.084421,2,0.9386,1.1726
CL,PPL,0.090005,3,0.9632,0.9568
D,DUK,0.090035,4,0.9544,0.9767
DTE,KMB,0.09136,5,0.983,0.9247
EVRG,WEC,0.097313,6,0.966,1.0772
AVB,EQR,0.097637,7,0.875,0.8177
DTE,NEE,0.09815,8,0.9832,1.1386
CCK,MRSH,0.098328,9,0.9527,0.9397
EQR,UDR,0.102293,10,0.9023,0.9705
NEE,PNW,0.10392,11,0.9671,0.9918
ES,PNW,0.108991,12,0.9674,0.9991
ES,NEE,0.109034,13,0.9776,0.9847
ADP,GL,0.10959,14,0.974,0.9046
CMS,SRE,0.11031,15,0.9788,0.9183
DOC,VTR,0.110736,16,0.9898,0.8559
KIM,REG,0.118494,17,0.9866,1.1923
USB,XOM,0.120296,18,0.868,0.8482
ESS,VNO,0.120612,19,0.8807,0.6455
DTE,ES,0.12156,20,0.9863,1.1325
