Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
FITB,RF,0.120129,1,0.9941,1.0784
CMS,LNT,0.163624,2,0.9471,0.7822
HBAN,USB,0.169169,3,0.9885,1.0326
EMR,ITT,0.190332,4,0.9792,0.9694
AME,APH,0.194821,5,0.9727,0.9236
AVB,UDR,0.199434,6,0.9809,1.0755
AEP,SO,0.200348,7,0.9471,0.8803
GWW,PCAR,0.210562,8,0.9694,0.9939
BK,NTRS,0.217837,9,0.9729,1.0225
BAC,JPM,0.224173,10,0.9901,1.0679
RF,TFC,0.229453,11,0.99,1.0492
AEE,CMS,0.233085,12,0.9088,0.9676
ETR,PNW,0.244546,13,0.9578,1.0642
AZO,ORLY,0.245655,14,0.9578,0.8246
BAC,PNC,0.247156,15,0.9879,0.9403
PNC,TFC,0.248752,16,0.985,0.8662
CL,XEL,0.255886,17,0.9157,0.864
DOV,HUBB,0.26055,18,0.9713,1.139
DOV,DTE,0.261786,19,0.9571,1.0798
FRT,REG,0.262851,20,0.9931,1.089
