Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
CMS,ES,0.049336,1,0.9677
DTE,WEC,0.05452,2,0.9778
PCG,SO,0.081233,3,0.9346
ED,PNW,0.09182,4,0.8106
CMS,XEL,0.095009,5,0.9794
MCD,RSG,0.100722,6,0.7844
MAC,SPG,0.108185,7,0.9524
CB,CL,0.108733,8,0.9417
EQR,MAA,0.108762,9,0.9507
PEP,WMT,0.115334,10,0.7868
COF,GL,0.116235,11,0.9673
PNC,WFC,0.116484,12,0.9738
KIM,REG,0.119716,13,0.9174
MCD,PEP,0.12486,14,0.7594
PEP,RSG,0.125524,15,0.759
PG,WM,0.125543,16,0.8604
AVB,CPT,0.127632,17,0.9587
AIV,CPT,0.130059,18,0.9404
ESS,UDR,0.131528,19,0.9728
ITW,MDLZ,0.132686,20,0.9637
