Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,DTE,0.065731,1,0.9658,1.1275
D,DTE,0.076751,2,0.9361,0.8839
AEE,DUK,0.082272,3,0.9014,0.9279
AVB,UDR,0.094442,4,0.9843,1.0209
AEE,ETR,0.100203,5,0.925,0.754
CMS,SO,0.10047,6,0.9396,0.8473
PEG,SO,0.102562,7,0.9309,0.8504
CMS,DTE,0.114215,8,0.9518,0.9386
AEP,D,0.128429,9,0.9333,1.1482
WEC,XEL,0.128862,10,0.8681,0.7933
FITB,KEY,0.129362,11,0.9753,0.9625
ETR,SO,0.143804,12,0.9252,0.8648
AEP,CMS,0.1483,13,0.9406,1.1089
CMS,PEG,0.149812,14,0.8729,0.8541
AEE,EVRG,0.154086,15,0.8373,0.7811
AEE,SO,0.164192,16,0.9388,0.7162
ED,NI,0.164756,17,0.9632,0.958
AEE,LNT,0.17332,18,0.9184,0.856
AME,ITW,0.175367,19,0.8525,0.66
L,TRV,0.179807,20,0.9164,0.8238
