Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
D,WEC,0.088679,1,0.9443,0.7529
CPT,MAA,0.094515,2,0.9963,0.9974
WEC,XEL,0.094903,3,0.9358,0.9484
D,XEL,0.124059,4,0.9091,0.7342
CMS,WEC,0.156651,5,0.9303,0.862
AEE,LNT,0.163011,6,0.9701,0.7898
CHD,KMB,0.165234,7,0.7866,0.7438
CAG,GIS,0.179419,8,0.7806,0.908
CMS,XEL,0.202238,9,0.9338,0.874
PEG,SO,0.206805,10,0.9473,0.8554
CMS,D,0.216067,11,0.8804,1.0257
IEX,MDT,0.239129,12,0.9595,1.0159
LHX,WM,0.242577,13,0.9716,0.8986
ESS,UDR,0.252543,14,0.991,0.9314
BMY,PEP,0.260055,15,0.8595,0.8471
D,PG,0.265483,16,0.7018,0.8148
IEX,MMM,0.267116,17,0.9449,0.8849
GIS,LMT,0.278491,18,0.7438,0.5319
DTE,NI,0.278712,19,0.9464,1.0412
PG,XEL,0.289242,20,0.7629,0.5467
