Ticker_A,Ticker_B,SSD,Hedge_Ratio,Rank,Mean_A,Std_A,Mean_B,Std_B
CPT,MAA,1.624291,0.9968,1,115.52449350508432,21.119138328407363,145.97097345382448,24.61063261783973
AVB,UDR,2.439827,0.9951,2,179.440554300944,23.402143148918867,41.36275649449182,5.413770179536804
EQR,ESS,3.685031,0.9926,3,65.05419054485503,7.391778578747519,258.5444443112328,29.690502830011788
AVB,ESS,4.429306,0.9911,4,179.440554300944,23.402143148918867,258.5444443112328,29.690502830011788
KIM,REG,5.311931,0.9894,5,16.795759541647776,1.9084830778391562,52.82729262397403,7.0944791159140115
FRT,REG,5.321804,0.9893,6,93.93464469909668,11.060227830442162,52.82729262397403,7.0944791159140115
ESS,UDR,5.376678,0.9892,7,258.5444443112328,29.690502830011788,41.36275649449182,5.413770179536804
AVB,EQR,5.416971,0.9892,8,179.440554300944,23.402143148918867,65.05419054485503,7.391778578747519
DHR,WST,5.457555,0.9891,9,238.3680191040039,32.87588263758991,363.1340175204807,64.20145612602617
MRSH,RSG,5.892752,0.9882,10,132.29580521962,18.90115388764122,107.07272217765687,14.511997451009782
MAA,UDR,6.034514,0.9879,11,145.97097345382448,24.61063261783973,41.36275649449182,5.413770179536804
EQR,UDR,6.828969,0.9863,12,65.05419054485503,7.391778578747519,41.36275649449182,5.413770179536804
AVB,MAA,6.948869,0.9861,13,179.440554300944,23.402143148918867,145.97097345382448,24.61063261783973
CPT,MSI,7.167378,0.9856,14,115.52449350508432,21.119138328407363,204.22078959147134,28.788283964759486
HD,LOW,7.231216,0.9855,15,291.53624004787866,37.809796343649005,184.12790970575242,24.28831064046532
RSG,WM,7.526391,0.9849,16,107.07272217765687,14.511997451009782,131.87953930809385,16.18586184566614
MAA,MSI,7.796717,0.9843,17,145.97097345382448,24.61063261783973,204.22078959147134,28.788283964759486
AVB,CPT,8.114022,0.9837,18,179.440554300944,23.402143148918867,115.52449350508432,21.119138328407363
EW,ISRG,8.343713,0.9832,19,102.4894838181753,14.358685315875926,303.35350466531423,40.512892957308374
CPT,MRSH,8.364352,0.9832,20,115.52449350508432,21.119138328407363,132.29580521962,18.90115388764122
