Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AON,WTW,0.070045,1,0.9845,1.0429
AEE,CMS,0.128454,2,0.9204,0.9908
LNT,XEL,0.136136,3,0.942,0.8557
ESS,UDR,0.145695,4,0.9557,1.027
CMS,WEC,0.151861,5,0.9149,0.7942
MDLZ,PEP,0.221091,6,0.9029,1.0473
DHR,TMO,0.23384,7,0.9918,1.0135
EXC,SO,0.248254,8,0.9238,1.0625
AVB,UDR,0.255267,9,0.9361,0.8282
RSG,WM,0.257515,10,0.9731,1.1273
DUK,SO,0.263337,11,0.9424,0.9563
AEP,CMS,0.281304,12,0.8555,0.798
AEE,WEC,0.295088,13,0.8335,0.7792
PEP,VZ,0.300226,14,0.8383,1.0291
HSY,KO,0.30234,15,0.8748,0.8189
ETR,PNW,0.304989,16,0.8476,0.8461
MDLZ,VZ,0.334133,17,0.8876,1.2576
DTE,PEG,0.351911,18,0.9463,0.9968
AEE,AEP,0.353767,19,0.7795,0.8976
FHN,KEY,0.354082,20,0.9933,1.0378
