Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CNP,LNT,0.048869,1,0.9418,0.99
CMS,FE,0.06939,2,0.9256,0.881
ED,LNT,0.081095,3,0.8633,0.8472
CMS,DTE,0.092523,4,0.9088,0.8119
CMS,SYY,0.094262,5,0.9058,0.7743
CNP,ED,0.095507,6,0.8262,0.8871
AEE,WEC,0.100026,7,0.9171,1.0036
AEP,XEL,0.106751,8,0.9409,1.0151
ETR,SRE,0.112078,9,0.8929,1.0102
DTE,SYY,0.132455,10,0.8724,0.8381
FE,SYY,0.138829,11,0.8608,0.7729
PEP,YUM,0.140117,12,0.8838,1.0828
CMS,WEC,0.142161,13,0.8692,0.7612
CPT,MAA,0.146437,14,0.9736,0.939
KO,LNT,0.151454,15,0.8032,0.9008
CNP,SRE,0.152003,16,0.7797,0.7114
DTE,FE,0.159394,17,0.822,0.8772
FE,PPL,0.165796,18,0.9099,0.7473
PPL,XEL,0.172388,19,0.8906,0.8113
PEG,SO,0.172787,20,0.8223,0.6691
