Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEE,WEC,0.040752,1,0.971,0.9518
CNP,LNT,0.040825,2,0.9465,0.971
ED,LNT,0.081929,3,0.8664,0.8155
FE,PPL,0.088616,4,0.9465,0.7917
CNP,ED,0.09868,5,0.831,0.9083
AEE,LNT,0.103591,6,0.94,1.3104
EXC,NI,0.104297,7,0.7944,0.7154
CMS,LNT,0.108761,8,0.9148,1.1692
DTE,FE,0.122501,9,0.8889,0.9243
KO,LNT,0.1253,10,0.8228,0.9153
CMS,CNP,0.130633,11,0.8574,1.0701
FE,SRE,0.131603,12,0.8942,1.0787
CPT,MAA,0.13727,13,0.976,0.949
FE,WEC,0.137797,14,0.8816,0.8517
PPL,XEL,0.144673,15,0.9219,0.8254
PPL,SRE,0.149096,16,0.9362,1.3493
AEE,FE,0.150382,17,0.8886,0.9059
GL,HIG,0.150632,18,0.9019,1.0089
DTE,PPL,0.151077,19,0.898,0.7818
AEE,DTE,0.15517,20,0.8788,0.8606
