Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
PNC,WFC,0.056035,1,0.9693
CMS,WEC,0.067431,2,0.9921
PNW,XEL,0.07076,3,0.9882
CMS,XEL,0.099756,4,0.9975
JPM,MTB,0.100498,5,0.9452
FHN,NTRS,0.103106,6,0.9696
GPC,MMM,0.104821,7,0.9553
AEE,XEL,0.112379,8,0.9837
AEP,SO,0.117183,9,0.9799
LIN,ORCL,0.118566,10,0.9306
BK,NTRS,0.119345,11,0.9537
ED,PNW,0.124728,12,0.9784
AEE,PNW,0.125311,13,0.9796
RSG,WM,0.12649,14,0.983
JPM,PNC,0.128793,15,0.9313
CMS,PNW,0.129474,16,0.9881
AEP,ES,0.129967,17,0.9763
GS,STT,0.133304,18,0.9736
ED,XEL,0.135298,19,0.9761
AVB,EQR,0.139016,20,0.9355
