Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,DUK,0.036866,1,0.9736,0.9762
CMS,DTE,0.038354,2,0.9709,0.9213
DUK,PNW,0.041701,3,0.9665,0.9677
AEP,ED,0.045657,4,0.9853,1.0487
CMS,LNT,0.056432,5,0.9696,0.8489
DTE,LNT,0.056636,6,0.9666,0.8908
AEE,LNT,0.06153,7,0.9776,1.1067
ED,WEC,0.068409,8,0.9639,0.9219
ATO,ED,0.068932,9,0.9599,0.9554
PNW,SRE,0.071659,10,0.9444,1.0253
CMS,PNW,0.072038,11,0.9497,0.9531
VTR,WELL,0.078223,12,0.967,0.934
AEP,WEC,0.085576,13,0.9697,0.987
DTE,ED,0.086743,14,0.9828,0.8842
DTE,ES,0.093791,15,0.9467,1.0821
AEE,WEC,0.096963,16,0.9647,1.0185
DUK,SRE,0.099617,17,0.9262,1.006
DTE,DUK,0.100851,18,0.9246,0.9727
ATO,DTE,0.101663,19,0.9617,1.0646
ED,ES,0.104799,20,0.9559,1.2154
