Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
AEP,DTE,0.048923,1,0.9439
DTE,ES,0.04962,2,0.9512
AEP,ES,0.073972,3,0.928
TFC,WFC,0.082319,4,0.9404
DTE,PNW,0.09059,5,0.9622
KIM,O,0.091367,6,0.9443
AIV,CPT,0.096175,7,0.8674
AJG,STT,0.096755,8,0.9265
ES,PNW,0.098416,9,0.9632
MRSH,USB,0.099435,10,0.8132
CMS,SPG,0.099938,11,0.9041
FRT,REG,0.100254,12,0.9474
KIM,REG,0.102615,13,0.9446
BRO,MRSH,0.103477,14,0.7569
AEE,ES,0.104514,15,0.9203
BRO,USB,0.105581,16,0.7899
PNW,SO,0.106001,17,0.931
ES,WEC,0.109146,18,0.9444
O,REG,0.113949,19,0.9128
AVB,EQR,0.115095,20,0.8874
