Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,CMS,0.07548,1,0.9423,0.8969
AVB,UDR,0.077442,2,0.9956,1.001
CSX,UNP,0.099742,3,0.9641,1.0349
AME,IEX,0.100224,4,0.9793,0.9311
AFL,BRK-B,0.107255,5,0.9781,1.0348
AEP,D,0.114781,6,0.9081,1.1626
CMS,D,0.116543,7,0.9055,1.2172
AEE,LNT,0.137176,8,0.9712,0.8089
D,PPL,0.138602,9,0.7799,0.7823
AME,ITW,0.15197,10,0.9476,0.942
EW,ISRG,0.153869,11,0.9884,1.005
D,SRE,0.161871,12,0.8511,0.6565
CMS,XEL,0.164956,13,0.8601,0.8365
ED,GIS,0.172846,14,0.8634,1.0112
DOC,DUK,0.177668,15,0.9519,1.1189
AEP,SO,0.180572,16,0.9097,0.923
AEE,NI,0.182683,17,0.9207,0.9533
D,XEL,0.183169,18,0.8451,0.6125
AEP,HON,0.185504,19,0.8573,0.828
CMS,PPL,0.192884,20,0.8161,1.1009
