Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
SO,XEL,0.046546,1,0.98,0.9825
ED,SO,0.071965,2,0.9817,1.0599
ED,XEL,0.089667,3,0.9732,1.0531
EVRG,LNT,0.112902,4,0.9767,0.9412
AJG,CINF,0.121773,5,0.9796,0.9668
ED,EVRG,0.129107,6,0.9784,0.868
EVRG,PNW,0.134054,7,0.9667,1.03
ED,PNW,0.14739,8,0.9862,0.931
ED,LNT,0.152342,9,0.9669,0.8266
PEP,PPL,0.160294,10,0.8397,0.7587
D,NEE,0.164861,11,0.9374,1.0481
CLX,KMB,0.16569,12,0.8774,1.1119
DUK,O,0.168597,13,0.9237,0.8995
PG,WMT,0.168617,14,0.82,0.7936
KMB,PEP,0.173817,15,0.7803,0.7733
AEE,SO,0.179867,16,0.9434,1.091
ROL,SNA,0.18687,17,0.9908,1.0225
LNT,PNW,0.190851,18,0.9723,1.0767
O,XEL,0.206116,19,0.9417,0.8699
O,WM,0.207342,20,0.941,0.7687
