Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,WEC,0.052042,1,0.9615,0.9795
AVB,UDR,0.082414,2,0.9928,1.0065
PEG,SO,0.094211,3,0.9334,0.9555
D,PPL,0.122046,4,0.8478,0.9035
AEP,CMS,0.132219,5,0.9315,0.8792
WEC,XEL,0.137846,6,0.9151,0.8766
KO,MDLZ,0.138521,7,0.9426,0.9127
AEP,SO,0.139691,8,0.9003,0.8185
EVRG,LNT,0.144382,9,0.9558,0.936
AEP,WEC,0.146105,10,0.9387,0.9017
AME,IEX,0.158125,11,0.91,0.8806
PEP,PG,0.167216,12,0.9665,1.0877
MRSH,RSG,0.181329,13,0.9864,0.9872
EQR,ESS,0.183913,14,0.9759,0.9926
D,SRE,0.190038,15,0.8006,0.722
PEG,PPL,0.190263,16,0.9175,1.2892
PPL,TRV,0.190802,17,0.765,0.7305
PPL,SO,0.193451,18,0.9186,0.6675
CMS,SO,0.195612,19,0.9222,0.8931
AEE,LNT,0.200327,20,0.9679,0.8197
