Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
WEC,XEL,0.042162,1,0.9914,1.0102
CPT,MAA,0.057835,2,0.9733,0.9384
AEP,WEC,0.067842,3,0.9881,0.9427
ETR,NEE,0.074824,4,0.9757,1.102
AEP,XEL,0.081366,5,0.9949,0.9676
DUK,PNW,0.087265,6,0.9702,0.9869
AEP,DTE,0.09471,7,0.9728,1.0044
CMS,FE,0.097935,8,0.9726,1.0028
AJG,CINF,0.109679,9,0.9557,0.8457
DUK,ES,0.113728,10,0.9785,0.8507
AVB,EQR,0.11532,11,0.9803,0.9764
DUK,ETR,0.116225,12,0.9682,1.0843
EQR,UDR,0.117305,13,0.9836,0.8201
AEP,ES,0.121245,14,0.9851,0.9071
DTE,WEC,0.122189,15,0.9801,0.9071
AIV,AVB,0.123502,16,0.9736,1.0881
LNT,NEE,0.12986,17,0.9409,0.8465
AEP,ETR,0.13504,18,0.9814,1.162
ETR,PNW,0.143428,19,0.9539,0.8666
KEY,RF,0.147622,20,0.9665,0.9294
