Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
MDT,SYK,0.092878,1,0.9757,0.9774
WEC,XEL,0.10897,2,0.9321,0.9285
ED,WEC,0.110754,3,0.915,0.8762
ED,XEL,0.121575,4,0.9067,0.8598
CPT,MAA,0.156624,5,0.9963,1.0077
CHD,MKC,0.186625,6,0.734,0.5856
ACGL,EG,0.188364,7,0.9694,0.9986
CHD,KMB,0.189317,8,0.627,0.5938
D,XEL,0.190689,9,0.9027,0.7149
D,ED,0.19312,10,0.9242,0.7721
GIS,LMT,0.213992,11,0.8257,0.5746
EW,ISRG,0.219012,12,0.9886,1.042
CMS,D,0.223928,13,0.8926,1.0689
D,WEC,0.237576,14,0.9465,0.7528
NI,SRE,0.242445,15,0.9225,1.2438
DUK,PEG,0.248861,16,0.9387,1.2901
PG,WMT,0.249892,17,0.6752,0.755
MAS,PGR,0.254932,18,0.8603,0.9683
PEG,SRE,0.25949,19,0.8225,0.8692
ED,GIS,0.26866,20,0.7598,1.0872
