Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
DUK,ED,0.034809,1,0.9927,0.8885
DUK,LNT,0.042032,2,0.9844,0.9689
DUK,SRE,0.053436,3,0.9784,0.9429
CMS,ES,0.053485,4,0.9917,0.984
AEP,CMS,0.055491,5,0.9911,1.1144
ES,PNW,0.064379,6,0.9908,0.9649
ED,LNT,0.066161,7,0.9807,1.0792
NI,XEL,0.070152,8,0.985,0.9651
DTE,PNW,0.079833,9,0.975,0.9154
DTE,ES,0.080944,10,0.9753,0.9398
LNT,WEC,0.081245,11,0.9884,1.0436
PNC,UNM,0.085997,12,0.9847,0.9889
ED,SRE,0.087412,13,0.9706,1.0461
DUK,WEC,0.090431,14,0.9709,1.0088
LNT,SRE,0.097677,15,0.9605,0.9427
CMS,PPL,0.099087,16,0.9629,0.965
EQR,KO,0.101673,17,0.9367,0.8183
ETR,LNT,0.107347,18,0.9615,0.9814
ED,WEC,0.110023,19,0.9746,1.1321
AEP,LNT,0.114302,20,0.9895,1.1612
