Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
PNW,XEL,0.072273,1,0.9783,0.9786
DUK,SO,0.086537,2,0.984,1.133
DTE,PNW,0.087602,3,0.9629,0.9962
CMS,WEC,0.094648,4,0.9878,0.9914
DTE,LNT,0.097179,5,0.9706,1.0474
LNT,PNW,0.100725,6,0.9722,0.932
CMS,XEL,0.101071,7,0.9772,1.1565
VTR,WELL,0.101543,8,0.9771,0.8972
ED,SO,0.10235,9,0.9619,0.8518
CPT,EQR,0.104709,10,0.9588,1.094
EVRG,LNT,0.107393,11,0.9484,0.8256
AEP,GIS,0.115075,12,0.8751,0.9494
CMS,DTE,0.119639,13,0.984,1.1247
DTE,LLY,0.129324,14,0.9537,1.0782
LLY,LNT,0.131156,15,0.9319,0.8893
CMS,PNW,0.133188,16,0.9779,1.1558
AVB,UDR,0.136475,17,0.9343,1.0031
DTE,XEL,0.137292,18,0.9577,0.9922
BXP,EQR,0.142741,19,0.9112,0.9599
ADP,PAYX,0.145571,20,0.9575,0.7643
