Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,LNT,0.045989,1,0.9808,0.939
FITB,RF,0.05805,2,0.9409,0.9062
EVRG,LNT,0.079785,3,0.966,0.9354
AIV,AVB,0.084818,4,0.9852,0.9961
AEE,AEP,0.084844,5,0.9702,0.9769
GL,TFC,0.085725,6,0.8388,0.8156
ES,XEL,0.089308,7,0.9804,1.094
CINF,ITW,0.090413,8,0.96,0.8181
T,VZ,0.095911,9,0.7331,0.6556
PSA,SPG,0.098426,10,0.9706,0.9996
AEE,DTE,0.099205,11,0.9625,1.0259
EIX,XEL,0.100901,12,0.9677,0.9383
CL,USB,0.104518,13,0.8167,0.7933
AME,IEX,0.105382,14,0.802,0.81
AEE,LNT,0.106129,15,0.9656,0.9318
KIM,VTR,0.107088,16,0.9741,0.914
KIM,SPG,0.107714,17,0.9711,1.0591
MMM,TRV,0.110652,18,0.9655,1.0746
ACGL,MKC,0.111179,19,0.9333,0.8811
FITB,ZION,0.114058,20,0.9071,0.7564
