Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
EVRG,XEL,0.05995,1,0.9677
CMS,DTE,0.088408,2,0.9792
AMT,FRT,0.10885,3,0.9807
DUK,SO,0.117648,4,0.9493
ADP,XOM,0.124811,5,0.9482
DTE,PNW,0.142994,6,0.9743
CL,KO,0.144595,7,0.9571
EIX,NI,0.151483,8,0.9542
CMS,PNW,0.152739,9,0.9586
CNP,D,0.155055,10,0.8649
HSY,KMB,0.165314,11,0.9794
AEE,XEL,0.166429,12,0.9264
MO,NEE,0.169294,13,0.9823
ABT,MKC,0.174389,14,0.9814
PEP,XEL,0.174578,15,0.9253
CLX,SO,0.174808,16,0.8724
D,ED,0.174977,17,0.9327
D,JNJ,0.176943,18,0.835
BXP,MMM,0.178982,19,0.9529
ED,SO,0.179183,20,0.9311
