Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
JPM,PNC,0.08571,1,0.9672,0.9916
EQR,ESS,0.085782,2,0.9871,0.9368
AVB,CPT,0.089438,3,0.9907,0.8384
HBAN,KEY,0.098567,4,0.9693,0.9196
AIV,AVB,0.099843,5,0.9707,0.8567
AVB,UDR,0.112996,6,0.9779,0.9814
ES,NEE,0.120909,7,0.9891,0.8825
CMS,EQR,0.130226,8,0.9796,0.9598
GL,PNC,0.130679,9,0.9479,0.9244
AEP,CMS,0.137006,10,0.9757,0.9232
GL,JPM,0.140605,11,0.9529,0.9082
AIV,UDR,0.143049,12,0.9719,0.8601
EMR,ROK,0.152458,13,0.9178,0.8918
CMS,ESS,0.155448,14,0.9819,0.9117
CPT,UDR,0.15554,15,0.9788,1.1607
CMS,FE,0.156289,16,0.9854,0.9718
MAA,NEE,0.156447,17,0.9886,1.1126
ES,XEL,0.158104,18,0.9741,0.9502
AJG,AON,0.15928,19,0.977,0.8417
PNC,USB,0.159973,20,0.9381,1.0894
