Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,XEL,0.069402,1,0.9585,0.8849
AEE,CNP,0.075193,2,0.9253,0.974
AVB,EQR,0.076287,3,0.9521,1.1006
EXC,NI,0.0793,4,0.9125,1.0321
NI,PEG,0.093117,5,0.9038,0.7814
CMS,EVRG,0.093288,6,0.8796,0.9766
CMS,WEC,0.112274,7,0.8608,0.88
DUK,SRE,0.114739,8,0.8729,0.964
ETR,SRE,0.115525,9,0.8873,1.021
EVRG,WEC,0.122864,10,0.8375,0.7629
CMS,LNT,0.123129,11,0.8979,0.9702
AEE,DUK,0.124732,12,0.8833,0.8345
WEC,XEL,0.127139,13,0.9342,0.6739
EVRG,LNT,0.129359,14,0.8577,0.8219
LNT,WEC,0.130009,15,0.8936,0.8462
DTE,LNT,0.137757,16,0.9186,0.9937
AEP,WEC,0.138564,17,0.9164,1.1681
CL,KO,0.14049,18,0.8695,0.8378
CMS,DUK,0.140583,19,0.8867,0.8366
EQR,ESS,0.140893,20,0.9335,0.7756
