Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,DTE,0.05547,1,0.9608,0.8432
TFC,WFC,0.068788,2,0.9433,1.1491
DTE,ES,0.068812,3,0.9652,0.9033
DTE,WEC,0.076348,4,0.9485,0.8514
PRU,RF,0.079116,5,0.9416,0.9239
ITW,MMM,0.079229,6,0.9502,0.9644
PNW,SO,0.080256,7,0.942,1.0626
AEP,D,0.081282,8,0.9019,0.9251
AEP,ES,0.082194,9,0.9339,0.7679
MRSH,USB,0.084969,10,0.8132,0.8097
L,TROW,0.094637,11,0.9156,0.9251
AIV,CPT,0.094893,12,0.8835,0.9028
D,DTE,0.09497,13,0.907,0.772
EG,T,0.100214,14,0.8325,0.819
AJG,STT,0.104923,15,0.9057,0.843
AEE,ES,0.105359,16,0.9253,1.0382
BLK,ITW,0.107306,17,0.9511,1.2233
CMS,XEL,0.111239,18,0.9662,1.0077
COP,CVX,0.112886,19,0.9768,1.0243
CMS,SPG,0.120403,20,0.8945,0.8436
