Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,LNT,0.133122,1,0.9533,0.811
AVB,UDR,0.191558,2,0.9909,1.1806
EQR,ESS,0.200101,3,0.9824,1.0506
AEP,ATO,0.224332,4,0.939,1.1816
ADP,PAYX,0.236568,5,0.953,0.8237
CL,KMB,0.238074,6,0.8535,0.8696
AEE,CMS,0.243765,7,0.9249,0.8914
FITB,PRU,0.248263,8,0.9898,1.0686
ESS,UDR,0.252398,9,0.9816,1.1591
NI,PNW,0.252479,10,0.9512,0.8049
AVB,ESS,0.254382,11,0.9763,0.988
AEP,LNT,0.254745,12,0.942,1.0582
AIV,AVB,0.258015,13,0.9872,1.1397
AVB,EQR,0.258171,14,0.9779,0.9166
FRT,REG,0.262736,15,0.9947,1.11
HBAN,RF,0.263324,16,0.9901,1.0431
WEC,XEL,0.271138,17,0.828,0.8373
LHX,NOC,0.284098,18,0.918,1.1478
PEP,VZ,0.285153,19,0.7141,0.8654
FIS,WTW,0.289558,20,0.8684,0.9035
