Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
ES,NEE,0.069276,1,0.9775
ED,SO,0.080082,2,0.9394
EVRG,LNT,0.089024,3,0.9687
EVRG,PNW,0.103521,4,0.978
D,EVRG,0.10739,5,0.9841
ESS,MAA,0.108555,6,0.9083
EQR,UDR,0.108605,7,0.8686
DTE,NEE,0.11948,8,0.9834
D,WEC,0.119637,9,0.9647
PEP,PNW,0.120009,10,0.9618
LNT,PNW,0.122965,11,0.9675
PCG,XEL,0.123693,12,0.9429
AEE,PEG,0.123774,13,0.9387
DTE,ES,0.126843,14,0.9873
LNT,PEP,0.133004,15,0.9599
PSA,SPG,0.147009,16,0.9433
PEG,WEC,0.147385,17,0.9292
D,PEG,0.160551,18,0.9443
PNW,PPL,0.161691,19,0.9455
EVRG,MCD,0.166514,20,0.9359
