Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
AEP,DTE,0.047956,1,0.9404,0.8556
DTE,ES,0.048317,2,0.9498,0.8633
AEP,ES,0.072237,3,0.9276,0.7671
PNW,SO,0.074762,4,0.9298,1.0351
KIM,O,0.087225,5,0.943,1.0621
MRSH,USB,0.087308,6,0.8138,0.8234
AIV,CPT,0.092295,7,0.8673,0.9157
AEE,ES,0.093935,8,0.9202,1.0381
AJG,STT,0.09532,9,0.9283,0.86
CMS,XEL,0.095358,10,0.9759,1.0156
KIM,REG,0.097963,11,0.944,1.1986
O,REG,0.099952,12,0.9141,1.0329
BRO,USB,0.103083,13,0.7909,0.649
AVB,EQR,0.103896,14,0.8887,0.8562
CMS,SPG,0.104684,15,0.9047,0.8944
DHR,RSG,0.108225,16,0.9015,0.9429
BRO,MRSH,0.10881,17,0.7574,0.6185
SPG,XEL,0.11106,18,0.8899,0.9423
ED,WEC,0.116162,19,0.9092,0.8651
HON,MDT,0.120442,20,0.8245,0.6531
