Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.077297,1,0.9764,1.0381
AVB,UDR,0.098285,2,0.9796,1.1298
CMS,LNT,0.11673,3,0.9716,0.8897
EQR,ESS,0.124868,4,0.9824,0.8749
FRT,REG,0.132035,5,0.9867,1.0123
CPT,UDR,0.160445,6,0.9826,1.0825
AVB,CPT,0.162728,7,0.9763,1.023
AEP,EVRG,0.193282,8,0.956,0.8357
ARE,D,0.210256,9,0.9171,1.0097
C,KEY,0.214579,10,0.9884,0.95
ETN,ITW,0.219006,11,0.9701,1.0561
AEP,RSG,0.219349,12,0.9267,0.9736
HBAN,RF,0.225678,13,0.9855,0.9491
CPT,ESS,0.230714,14,0.9567,0.8572
LNT,XEL,0.233616,15,0.9424,1.0962
RSG,WM,0.235576,16,0.9105,0.9095
ADP,PAYX,0.241373,17,0.9349,0.8105
CPT,EQR,0.250411,18,0.9527,0.9595
AEE,MDLZ,0.256127,19,0.8439,0.865
ATO,MDLZ,0.256191,20,0.8596,0.9817
