Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
D,EVRG,0.041741,1,0.9872
EVRG,PNW,0.045871,2,0.9854
D,PNW,0.052237,3,0.9797
DUK,WEC,0.103881,4,0.9674
CPT,MAA,0.122729,5,0.893
KO,MO,0.125978,6,0.9168
EVRG,LNT,0.126373,7,0.9689
CTAS,L,0.129462,8,0.9257
KO,XEL,0.133459,9,0.9173
AVB,EQR,0.136151,10,0.8208
CMS,DTE,0.138514,11,0.9906
HUBB,MMM,0.141385,12,0.976
SO,T,0.142525,13,0.8865
DTE,ES,0.14526,14,0.9905
DTE,KMB,0.145331,15,0.9716
D,ES,0.146054,16,0.962
ES,PNW,0.151557,17,0.967
ES,EVRG,0.154149,18,0.9724
JCI,MMM,0.157244,19,0.9724
D,LNT,0.157377,20,0.9685
