Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
AEP,LNT,0.061899,1,0.9819
ATO,NEE,0.067728,2,0.9662
EIX,XEL,0.071315,3,0.9788
FITB,RF,0.071465,4,0.9392
AIV,AVB,0.077108,5,0.9881
DUK,ED,0.077257,6,0.9824
AEE,DTE,0.077343,7,0.9672
EQR,REG,0.086789,8,0.9871
EQR,ESS,0.086844,9,0.9893
USB,WFC,0.091365,10,0.9179
ES,LNT,0.092503,11,0.9824
ACGL,MKC,0.095682,12,0.9154
KIM,PSA,0.100254,13,0.9787
FRT,SPG,0.10039,14,0.983
ED,EIX,0.10061,15,0.9733
BXP,FRT,0.101949,16,0.9854
FITB,ZION,0.103579,17,0.9134
AVB,UDR,0.104114,18,0.9821
KIM,O,0.10645,19,0.9792
CL,TROW,0.107814,20,0.8168
