Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr
ATO,CMS,0.037124,1,0.9922
CMS,WEC,0.041991,2,0.9952
DTE,PCG,0.053953,3,0.9867
AEP,XEL,0.057463,4,0.9901
ED,XEL,0.058764,5,0.9887
WEC,XEL,0.063074,6,0.9946
JPM,TFC,0.070382,7,0.97
AON,BRO,0.079487,8,0.9861
CMS,XEL,0.081925,9,0.9976
ATO,WEC,0.081941,10,0.9884
AEP,CMS,0.089554,11,0.9893
AEE,PCG,0.090904,12,0.976
ED,WEC,0.09275,13,0.9869
CL,PEP,0.097692,14,0.9559
FHN,JPM,0.098453,15,0.9782
AEE,DUK,0.101454,16,0.972
AEP,ATO,0.103955,17,0.9886
CMCSA,UPS,0.107616,18,0.9507
AEE,DTE,0.108313,19,0.9747
AEP,WEC,0.108594,20,0.9871
