Ticker_A,Ticker_B,SSD,Hedge_Ratio,Rank,Mean_A,Std_A,Mean_B,Std_B
FRT,REG,2.699633,0.9946,1,85.55714817652627,18.840709894826208,43.51620743009779,8.60883573043319
BAC,JPM,3.162487,0.9937,2,24.19886667387826,3.9690362944874455,95.806089552622,14.54990701427324
CMA,USB,3.248431,0.9935,3,39.39867769725739,11.23991120970188,36.537628991263254,7.633125538563932
FITB,RF,3.444259,0.9931,4,19.08918037490239,4.1925481210575715,10.573926155529325,2.1876154852938954
C,KEY,3.835404,0.9923,5,50.30429126345922,10.55986567435502,11.529138016322303,2.5990330821871437
RF,TFC,4.174673,0.9916,6,10.573926155529325,2.1876154852938954,34.28671388020591,6.6993320115268835
CMA,HBAN,4.466471,0.9911,7,39.39867769725739,11.23991120970188,9.019407469128806,1.9800387968900033
FITB,TFC,4.634897,0.9907,8,19.08918037490239,4.1925481210575715,34.28671388020591,6.6993320115268835
HBAN,USB,4.678033,0.9906,9,9.019407469128806,1.9800387968900033,36.537628991263254,7.633125538563932
AVB,UDR,4.694537,0.9906,10,154.66989592900353,22.378721443854182,34.504933682699054,4.206943798485476
PRU,TFC,4.757336,0.9905,11,56.11425282463195,11.570567922180233,34.28671388020591,6.6993320115268835
KEY,RF,4.835692,0.9903,12,11.529138016322303,2.5990330821871437,10.573926155529325,2.1876154852938954
RCL,SLB,4.914949,0.9902,13,82.50864741915748,34.35005778400558,23.994374619589912,7.708755574632184
MAC,SPG,4.937985,0.9901,14,14.169504598965721,6.812268360997833,80.26847126370384,29.029810306188438
HBAN,RF,5.020142,0.9899,15,9.019407469128806,1.9800387968900033,10.573926155529325,2.1876154852938954
FITB,PRU,5.049049,0.9899,16,19.08918037490239,4.1925481210575715,56.11425282463195,11.570567922180233
FITB,KEY,5.085431,0.9898,17,19.08918037490239,4.1925481210575715,11.529138016322303,2.5990330821871437
FRT,SPG,5.176559,0.9896,18,85.55714817652627,18.840709894826208,80.26847126370384,29.029810306188438
KEY,TFC,5.27037,0.9894,19,11.529138016322303,2.5990330821871437,34.28671388020591,6.6993320115268835
BXP,SLG,5.483647,0.989,20,87.1001373321291,15.875821649617077,47.509660841926696,12.39845521240225
