Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,DTE,0.04289,1,0.9758,0.9622
CMS,WEC,0.052232,2,0.9812,1.025
ES,XEL,0.052388,3,0.964,0.9764
DTE,WEC,0.062132,4,0.9794,1.0394
DTE,PEG,0.084114,5,0.9532,0.9684
CMS,EVRG,0.087622,6,0.9767,0.9684
CMS,PEG,0.092056,7,0.9488,0.948
T,XEL,0.100108,8,0.9129,0.8493
MRSH,PAYX,0.100109,9,0.9858,0.9892
PNW,WEC,0.101572,10,0.938,0.9363
KO,SYY,0.107778,11,0.9028,0.9596
ES,T,0.117244,12,0.8895,0.9768
DTE,EVRG,0.118402,13,0.9559,0.9636
ES,PNW,0.118625,14,0.9731,0.8362
CMS,PNW,0.118854,15,0.9559,1.0024
CLX,PFE,0.129388,16,0.9518,0.9256
PEG,WEC,0.130248,17,0.9455,0.99
DUK,ES,0.130331,18,0.9029,0.9328
DUK,T,0.131998,19,0.9043,1.0189
JKHY,MMM,0.136643,20,0.9864,1.0718
