Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
CMS,XEL,0.02868,1,0.978,0.9862
DTE,WEC,0.046762,2,0.9834,0.9224
PCG,SO,0.076775,3,0.9403,1.1241
ED,PNW,0.082255,4,0.8542,0.7552
PPL,WEC,0.090444,5,0.9557,0.7889
DTE,ES,0.09206,6,0.9431,1.1175
DTE,PPL,0.093829,7,0.9525,1.0762
MCD,RSG,0.096671,8,0.7012,0.5674
LNT,WEC,0.097399,9,0.97,0.9286
ES,EVRG,0.09785,10,0.964,0.7925
KIM,MAC,0.097984,11,0.9176,0.8477
KIM,REG,0.101982,12,0.9172,0.9605
PG,WM,0.110719,13,0.8641,0.6854
CB,CL,0.119961,14,0.9204,0.9381
ES,WEC,0.120389,15,0.9558,0.7556
CMS,EVRG,0.124344,16,0.9281,0.7654
ES,PPL,0.125255,17,0.9061,0.8583
KO,T,0.128287,18,0.7205,0.658
TRV,WMT,0.129395,19,0.7976,1.0582
PEG,WEC,0.129803,20,0.9673,1.2008
