Ticker_A,Ticker_B,SSD,Rank,Pearson_Corr,Hedge_Ratio
WEC,XEL,0.051361,1,0.9834,1.0496
ES,PNW,0.052106,2,0.9744,0.9578
AEP,SO,0.063035,3,0.9578,0.9134
ITW,MMM,0.067978,4,0.9425,1.0064
KO,PEP,0.075464,5,0.9194,1.1469
DTE,PCG,0.075703,6,0.9241,0.9298
BXP,VNO,0.080322,7,0.9602,0.846
AEE,ES,0.081461,8,0.972,1.1473
AEE,PNW,0.081717,9,0.9713,1.1298
NTRS,PRU,0.093689,10,0.9813,0.87
AIV,CPT,0.093843,11,0.846,0.937
FRT,REG,0.099176,12,0.952,0.8628
GPC,MMM,0.101484,13,0.9222,0.8523
SO,XEL,0.101781,14,0.9687,0.8136
HON,MRSH,0.10468,15,0.8223,0.7111
PRU,UNM,0.106613,16,0.974,1.0024
DTE,ES,0.113153,17,0.955,0.7376
ES,PCG,0.114247,18,0.9507,1.24
AEP,XEL,0.115582,19,0.9685,0.7731
AEP,ES,0.118859,20,0.9526,0.852
